PercentCoverageGT5x	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:387344|Lactobacillus_brevis_ATCC_367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:388396|Vibrio_fischeri_MJ11	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:388399|Sagittula_stellata_E-37	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:388400|Bacillus_sp._B14905	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:388739|Roseobacter_sp._SK209-2-6	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:388919|Streptococcus_sanguinis_SK36	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3465031822	0.0	0.0	0.0	0.235761064	0.0	0.0	0.01934325	0.0	0	0.0
taxid:390235|Pseudomonas_putida_W619	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:391008|Stenotrophomonas_maltophilia_R551-3	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0.0	0	0	0	0	0.0
taxid:391037|Salinispora_arenicola_CNS-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:391038|Burkholderia_phymatum_STM815	0	0	0.0	0	0.0161002887	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391296|Streptococcus_suis_98HAH33	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391589|Roseobacter_sp._GAI101	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391591|Vibrio_shilonii_AK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0
taxid:391592|Caminibacter_mediatlanticus_TB-2	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391596|Pedobacter_sp._BAL39	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0	0.0
taxid:391597|Limnobacter_sp._MED105	0	0	0	2.94571e-05	0.027453975	0.009396796	0	0.0046542163	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0	0.00176742	0	0
taxid:391598|Flavobacteria_bacterium_BAL38	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
taxid:391600|Brevundimonas_sp._BAL3	0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0
taxid:391601|Stenotrophomonas_sp._SKA14	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0
taxid:391606|Carboxydibrachium_pacificum_DSM_12653	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0
taxid:391612|Cyanothece_sp._CCY0110	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0.0	0
taxid:391613|Roseovarius_sp._TM1035	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391615|gamma_proteobacterium_HTCC5015	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391625|Plesiocystis_pacifica_SIR-1	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391735|Verminephrobacter_eiseniae_EF01-2	0	0	0	0	0.0502139785	0.00196497	0.0	0.0285099495	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0
taxid:391774|Desulfovibrio_vulgaris_DP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:391896|Rickettsia_bellii_OSU_85-389	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:391904|Bifidobacterium_longum_subsp._infantis_ATCC_15697_=_JCM_1222	0	0.1836692896	0	0.046133669	0.029283982	0.0636192074	0	0.0	0	0	0	0.0	0	0.0032675	0	0	0	0	0	0.0	0	0	0.0689356102	0	0
taxid:392423|Hydrogenivirga_sp._128-5-R1-1	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:392499|Sphingomonas_wittichii_RW1	0	0.0	0.0	0.0	0.0	0.0	0.0025695438	0.0	0.0	0.0	0.0	0.0	0.00250192	0.0	0.0	0.0	0.0	0.0	0.00111572	0.0	0.0	0.0049362328	0.0	0.0	0.0
taxid:393127|Listeria_monocytogenes_Finland_1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:393130|Listeria_monocytogenes_J0161	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0.002133	0	0
taxid:393133|Listeria_monocytogenes_10403S	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:394104|Endoriftia_persephone_'Hot96_1+Hot96_2'	0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:394221|Maricaulis_maris_MCS10	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:394503|Clostridium_cellulolyticum_H10	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0.0	0	0	0.0	0	0
taxid:394|Sinorhizobium_fredii_NGR234	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0	0
taxid:395019|Burkholderia_multivorans_ATCC_17616	0	0	0	0.0	0.04184580748	0.0030389157	0.0	0.0	0	0.0	0	0.0	0.000135539	0	0	0	0	0	0	0	0	0	0	0	0
taxid:395491|Rhizobium_leguminosarum_bv._trifolii_WSM1325	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0.0	0.0
taxid:395492|Rhizobium_leguminosarum_bv._trifolii_WSM2304	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:395494|Gallionella_capsiferriformans_ES-2	0	0	0	0	0.0618187336	0	0	0.028174171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:395495|Leptothrix_cholodnii_SP-6	0	0	0	0	0.0450156502	0.0072513866	0.0	0.0260724146	0	0	0	0	0	0	0	0	0.002403549	0.0	0	0.0	0	0.0	0	0	0
taxid:395960|Rhodopseudomonas_palustris_TIE-1	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:395965|Methylocella_silvestris_BL2	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:396513|Staphylococcus_carnosus_subsp._carnosus_TM300	0	0	0	0	0.0	0.0029613147	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:396588|Thioalkalivibrio_sulfidophilus_HL-EbGr7	0	0.0	0	0	0.0021647837	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0
taxid:396595|Thioalkalivibrio_sp._K90mix	0	0	0	0	0.0052593567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:396596|Burkholderia_ambifaria_IOP40-10	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0
taxid:396597|Burkholderia_ambifaria_MEX-5	0	0.0	0	0	0.0	0	0.0	0.000542521	0.0	0.0	0.0	0	0	0.0	0.0	0	0	0	0	0	0.0	0	0.0	0	0
taxid:396598|Burkholderia_graminis_C4D1M	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:396776|Coccidioides_immitis_H538.4	0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0.0	0	0	0	0.0
taxid:39717|Paulinella_chromatophora	0	0	0	0	0.0055794	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:397945|Acidovorax_citrulli_AAC00-1	0	0	0	0	0	0.0	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0
taxid:398511|Bacillus_pseudofirmus_OF4	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:398527|Burkholderia_phytofirmans_PsJN	0	0	0	0	0.0	0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0
taxid:398577|Burkholderia_ambifaria_MC40-6	0	0.0	0.0	0.0	0.0	0.0	0.0	0.004278521	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.001020564	0.0	0
taxid:398578|Delftia_acidovorans_SPH-1	0.0	0.0	0.0	0	0.0786108582	0.0	0	0.0308089453	0	0	0	0.0	0.000339859	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.00384188	0	0.0
taxid:398580|Dinoroseobacter_shibae_DFL_12	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:398767|Geobacter_lovleyi_SZ	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:399183|Escherichia_phage_rv5	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:399726|Thermoanaerobacter_sp._X514	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:399739|Pseudomonas_mendocina_str._ymp	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:399741|Serratia_proteamaculans_568	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0	0.0	0
taxid:399742|Enterobacter_sp._638	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:399795|Comamonas_testosteroni_KF-1	0	0.0	0	0.001958012	0.0	0.0118144373	0	0	0.0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0
taxid:40041|Streptococcus_equi_subsp._zooepidemicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0	0
taxid:400667|Acinetobacter_baumannii_ATCC_17978	0.0	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0
taxid:400668|Marinomonas_sp._MWYL1	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:400673|Legionella_pneumophila_'Corby'	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:401053|Terriglobus_saanensis_SP1PR4	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
taxid:401526|Thermosinus_carboxydivorans_Nor1	0	0	0	0.0	0.0	0.013784407	0	0	0	0	0	0	0	0	0.03800213	0	0	0	0	0.014544443	0	0	0.0079459	0	0
taxid:402626|Ralstonia_pickettii_12J	0	0	0.0	0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0
taxid:402676|Schizosaccharomyces_japonicus_yFS275	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0
taxid:402881|Parvibaculum_lavamentivorans_DS-1	0	0.0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:403673|Batrachochytrium_dendrobatidis_JEL423	0	0.0	0.0	0	0.000252853	0.00029921	0.0	0.0	0.0	0.0003160667	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0
taxid:403677|Phytophthora_infestans_T30-4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0
taxid:404380|Geobacter_bemidjiensis_Bem	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:404589|Anaeromyxobacter_sp._Fw109-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:404692|Coccidioides_immitis_RMSCC_2394	0	0.001511516	0.0	0.00104457064	0.00126247788	0.00146655026	0.0	0.00065026313	0.0004496494	0.0	0.0003493436	0.0004773207	0.0005430382	0.0	0.00194732827	1.38354e-05	0.0	0.0	0.0004634852	0.00135932546	0.0	0.0	0.00220674266	0.0	0.0
taxid:405416|Acinetobacter_baumannii_ACICU	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0	0	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0
taxid:405536|Bacillus_anthracis_Tsiankovskii-I	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:405566|Lactobacillus_helveticus_DPC_4571	0	0	0	0.0	0.0182129988	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0
taxid:405948|Saccharopolyspora_erythraea_NRRL_2338	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0
taxid:405955|Escherichia_coli_APEC_O1	0	0.0	0	0.0155515316	0.4127429965	0.0542393746	0.0	0.0221722987	0	0.0	0	0	0.0069663557	0.0013641668	0.0	0.0446174295	0.009549177	0.0095491846	0.0068208446	0.0054930524	0	0	0.3666521988	0	0
taxid:406425|Burkholderia_cenocepacia_MC0-3	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0
taxid:406818|Xenorhabdus_bovienii_SS-2004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0
taxid:407976|Shewanella_baltica_OS223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:409438|Escherichia_coli_SE11	0	0.0117915722	0.0107830971	0.0014545561	0.002618193	0.00147395	0	0.0	0	0	0	0.0	0.0113843072	0	0.0	0.0073115561	0.0	0	0.0072921582	0	0	0.0087467101	0.00178425	0	0
taxid:411461|Dorea_formicigenerans_ATCC_27755	0	0.039215267	0.000345095	0.7849647831	0.9769314885	0.4839167533	0.328279146	0.4973126443	0	0.00592935	0	0.0	0.273346315	0	0.365267015	0	0.2213625235	0.06641502	0.0082509022	0.029646774	0.0	0.596919561	0.6637738131	0.237111305	0.043419189
taxid:411467|Pseudoflavonifractor_capillosus_ATCC_29799	0	0.0034844292	0.0	0.115692242	0.0771046144	0.058787859	0.0036727698	0.0	0.0	0	0.0	0.0246734842	0.0355269764	0.000306064	0.007628056	0.0	0.0	0.00115363	0.0016715802	0	0.0	0.0319483722	0.0963160292	0.0038375706	0.003578593
taxid:411469|Eubacterium_hallii_DSM_3353	0.009128297	0.0	0.0	0.0879882617	0.0852679332	0.0646839481	0.0	0.0	0.0	0	0.0	0.0	0.0165034654	0.0	0.0039294	0	0.0	0.0	0.001571764	0.0	0.000423166	0.014568998	0.0871117053	0.0	0.0
taxid:411470|Ruminococcus_gnavus_ATCC_29149	0	0.098257079	0.1221010258	0.0403010486	0.2487370107	0.3631944743	0.0	0.001682776	0.0	0	0.00179686	0.078462947	0.3076057113	0.028949457	0.0	0.0231025643	0.0	0.0	0	0	0	0.0	0.0138329913	0.0	0
taxid:411901|Bacteroides_caccae_ATCC_43185	0	0	0.0	0.3694917419	0.0704867632	0.03080922	0.0	0.0	0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.00166418	0	0
taxid:411903|Collinsella_aerofaciens_ATCC_25986	0	0	0.0	0.070712907	0.4180535652	0.0525740677	0.0	0.0	0.0	0.0	0	0.0	0.2638940381	0	0.09077631	0.0	0.0	0.0	0	0	0.0	0.00102364	0.3136427436	0.0	0
taxid:412965|Candidatus_Vesicomyosocius_okutanii_HA	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:413404|Candidatus_Ruthia_magnifica_str._'Calyptogena_magnifica'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:413997|Escherichia_coli_B_(REL606_strain)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0
taxid:413999|Clostridium_botulinum_A_str._ATCC_3502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:414684|Rhodospirillum_centenum_SW	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0.0	0.0	0	0	0.0	0	0.0	0	0	0.0	0
taxid:416269|Actinobacillus_pleuropneumoniae_serovar_5b_str._L20	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:416344|Burkholderia_sp._KJ006	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0	0	0.0	0	0	0.0011010174	0	0
taxid:416870|Lactococcus_lactis_subsp._cremoris_MG1363	0	0	0.0	0.0	0	0.0	0	0.0	0	0	0	0	0.0	0	0.00181856	0	0	0	0	0	0	0.0	0	0	0.0
taxid:417400|Vibrio_cholerae_B33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0
taxid:41880|Pycnococcus_provasolii	0	0	0	0.10597053	0.15459223	0.11469742	0	0.0	0	0	0	0.0	0.09599677	0	0.0	0.0	0.0	0	0	0	0	0	0.09350341	0	0.0
taxid:420246|Geobacillus_thermodenitrificans_NG80-2	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:420662|Methylibium_petroleiphilum_PM1	0	0.0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0.0	0
taxid:420889|Lactococcus_garvieae_ATCC_49156	0	0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:420890|Lactococcus_garvieae_Lg2	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:422288|Beggiatoa_sp._SS	0	0.0	0.0	0	0	0.0	0.0607040026	0.0	0.0620206456	0.0105331196	0.065554777	0.0838491338	0	0.0	0.0290353586	0	0.00381133	0.0	0	0	0.0104638168	0.0	0.0	0.0121962368	0
taxid:422289|Beggiatoa_sp._PS	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:423211|Streptococcus_suis_GZ1	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0
taxid:423368|Salmonella_enterica_subsp._enterica_serovar_Newport_SL254	0	0	0	0	0.000838672	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0
taxid:425011|Aspergillus_niger_CBS_513.88	0.0	0.0	0	0	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0
taxid:425067|Burkholderia_pseudomallei_305	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0
taxid:425264|Malassezia_restricta_CBS_7877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
taxid:425265|Malassezia_globosa_CBS_7966	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
taxid:426114|Thiomonas_sp._3As	0	0.0	0.0	0	0.00200759	0	0	0	0	0	0	0	0	0.0	0	0.0	0.0	0	0.00200759	0	0.0	0.002007591	0	0.0	0.00200759
taxid:426117|Methylobacterium_sp._4-46	0	0.0	0	0	0.005725577	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0
taxid:426355|Methylobacterium_radiotolerans_JCM_2831	0	0.0	0.0	0.0	0.0	0.0	0.008579821	0.0	0.0	0	0.0	0.00160872	0.0	0.0	0.067000857	0.0	0.018536421	0.0	0.0	0.0	0.006260953	0.042478739	0.00618849	0.0	0.001130449
taxid:426428|Fusarium_oxysporum_f._sp._lycopersici_4287	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0
taxid:426430|Staphylococcus_aureus_subsp._aureus_str._Newman	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:428406|Ralstonia_pickettii_12D	0.0	0.0	0.0	0.003658263	0.024869165	0.006507488	0.0059974452	0.02242445	0.0	0.0	0.0	0.0	0.0	0.0	0.002268828	0.0	0.003658258	0.0	0.0	0.0	0.0	0.00429143	0.004766296	0.0	0.0
taxid:429009|Ammonifex_degensii_KC4	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:430796|Staphylococcus_phage_phi2958PVL	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:431241|Trichoderma_reesei_QM6a	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0
taxid:431895|Monosiga_brevicollis_MX1	0	0.0	0.0	0.0	0.0	0	0.00010803	0.0	0.0	0.000103229	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019445375	0.0	0.0	0.000141639	0
taxid:431943|Clostridium_kluyveri_DSM_555	0	0.0	0	0.02574616	0.049305411	0.0	0	0	0	0.0	0	0	0.0	0	0.0	0	0	0	0	0	0	0.0	0.045652253	0	0
taxid:431946|Escherichia_coli_SE15	0	0	0	0	0.171102757	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0.0	0
taxid:431947|Porphyromonas_gingivalis_ATCC_33277	0	0	0.0	0.012017568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:435590|Bacteroides_vulgatus_ATCC_8482	0	0	0.0	0.078071904	0.1898439357	0.2544551302	0.00691433	0.1223662254	0	0.0	0	0.0	0.0	0	0.008211979	0.0	0.0	0.0	0	0.0	0	0	0.005732896	0	0.0
taxid:435591|Parabacteroides_distasonis_ATCC_8503	0	0.0	0.0	0.0	0.0	0.002577224	0	0	0	0	0	0.000498818	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	0	0
taxid:436717|Acinetobacter_oleivorans_DR1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0
taxid:43765|Corynebacterium_amycolatum_9e01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0.0	0	0.0	0	0	0
taxid:438753|Azorhizobium_caulinodans_ORS_571	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0
taxid:439235|Desulfatibacillum_alkenivorans_AK-01	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0
taxid:439375|Ochrobactrum_anthropi_ATCC_49188	0	0	0	0.00224729	0	0	0.0	0	0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0	0	0.0	0.0	0	0	0
taxid:439496|Rhodobacterales_bacterium_Y4I	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:439497|Ruegeria_sp._R11	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:439855|Escherichia_coli_SMS-3-5	0	0.0	0	0	0.00276085	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0.004026248	0	0.0
taxid:43989|Cyanothece_sp._ATCC_51142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0
taxid:440085|Methylobacterium_extorquens_CM4	0	0	0	0	0	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0.0	0	0	0	0	0	0	0	0
taxid:44058|Aureoumbra_lagunensis	0	0	0	0.0	0.07949463	0.0	0	0.0	0	0	0	0.0540563	0	0	0.1685287	0	0	0	0	0	0	0.0	0.27028183	0	0
taxid:441157|Burkholderia_thailandensis_MSMB43	0	0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:441163|Burkholderia_oklahomensis_EO147	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0
taxid:441164|Burkholderia_thailandensis_Bt4	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0
taxid:441166|Burkholderia_ubonensis_Bu	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0	0	0	0	0.0	0	0	0	0	0
taxid:441620|Methylobacterium_populi_BJ001	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0
taxid:441768|Acholeplasma_laidlawii_PG-8A	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
