PercentCoverage	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:1207075|Pseudomonas_sp._UW4	0	0.8222	0.6727	0.3579	0.8047	0.8599	1.4625	0.8683	0.7106	0.8516	0.7953	0.9374	0.9308	0.412	1.3471	0.5203	0.6481	0.5043	0.5505	0.3712	0.598	0.9093	0.3768	0.5353	0.5144
taxid:1208660|Bordetella_parapertussis_Bpp5	0	0.0015	0.0015	0	0.0015	0	0.0031	0.0015	0.0015	0	0	0.0015	0.0015	0	0	0	0	0	0	0	0	0.0015	0	0	0
taxid:1209989|Tepidanaerobacter_acetatoxydans_Re1	0	0	0	0.0036	0.00289999999999	0.0046	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0.0062	0	0
taxid:1211025|Enterobacter_cloacae_subsp._cloacae_ENHKU01	0.0148	0	0	0	0	0	0	0	0.0037	0	0	0	0	0.05	0.0352	0	0	0.0032	0	0.0032	0	0	0	0	0.0016
taxid:1211776|Campylobacter_jejuni_subsp._jejuni_NCTC_11168-BN148	0	0.0324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1217984|Bacillus_cereus_FRI-35	0	0	0	0	0.0445	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1218175|Bacillus_thuringiensis_HD-771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151	0	0	0
taxid:1218933|Pectobacterium_carotovorum_subsp._carotovorum_PCC21	0.0018	0.0176	0	0	0.0528	0	0	0	0	0	0	0	0	0	0.0078	0	0	0	0	0	0	0	0	0	0
taxid:1224746|Gluconobacter_oxydans_H24	0	0	0	0	0.0138	0.0227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0
taxid:122586|Neisseria_meningitidis_MC58	0	0	0	0	0	0	0	0	0	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:122587|Neisseria_meningitidis_Z2491	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1228997|Riemerella_anatipestifer_RA-CH-1	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1229205|Burkholderia_phenoliruptrix_BR3459a	0	0	0	0.0227	0.0665	0.0234	0.0066	0.0192	0	0.007	0	0.0099	0	0.000999999999995	0.004	0	0.0122	0.000999999999995	0	0	0	0	0.000999999999995	0	0.002
taxid:1229492|Staphylococcus_aureus_08BA02176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444	0	0
taxid:1229785|Burkholderia_pseudomallei_BPC006	0	0.000999999999995	0	0.0149	0.0021	0.0074	0.0021	0.0162	0	0	0.0011	0.0011	0.0148	0	0.0032	0	0	0.0011	0	0	0	0	0	0.0021	0.0011
taxid:1230383|Malassezia_sympodialis_ATCC_42132	0	0	0	0	0	0.000999999999995	0	0.000999999999995	0	0	0	0	0	0.0019	0	0	0.000999999999995	0	0	0	0.000999999999995	0	0	0	0
taxid:1231389|Streptococcus_agalactiae_SA20-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0582	0	0	0
taxid:1234380|Propionibacterium_acnes_C1	0	0	0	0	0	0	0	0	0	0	0	0	0.0211	0.0322	0	0	0.003	0	0.0258	0.003	0	0	0	0	0
taxid:12390|Lactococcus_phage_phiLC3	0	0	0	0.2362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:12509|Epstein-Barr_virus_type_2	0	0	0	0	0	0	0	0.0515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:126793|Plasmodium_vivax_Sal-1	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998
taxid:1280|Staphylococcus_aureus	0	0	0	0	0	0	0	0.0544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1290391|Botrytis_cinerea_(T4)	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0	0	0
taxid:129951|Human_adenovirus_C	1.28	0	0	0	0	0.2115	0	0	0	0	0	0	0	0	1.0018	0	0	0	0	0	0	0.2115	0	0.2421	0.8626
taxid:134676|Actinoplanes_sp._SE50/110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183	0
taxid:13684|Phaeosphaeria_nodorum	0	0.0017	0	0.000199999999995	0.000199999999995	0	0.000599999999995	0	0	0	0.0004	0.000199999999995	0	0	0.0004	0.000800000000001	0.0004	0	0.000199999999995	0	0.000199999999995	0	0.000199999999995	0.000199999999995	0
taxid:137722|Azospirillum_sp._B510	0	0.000999999999995	0.003	0	0.007	0	0	0	0.0039	0	0	0.002	0.002	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0
taxid:138119|Desulfitobacterium_hafniense_Y51	0	0	0	0	0.0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489	0	0
taxid:146827|Corynebacterium_simulans	0	0	0	0.00289999999999	0	0	0	0.00289999999999	0.0028	0	0	0.00289999999999	0	0	0	0	0	0.0114	0	0	0	0	0	0	0
taxid:1511|Clostridium_sticklandii	0	0	0.0028	0.104	0.1897	0	0	0.0194	0	0	0	0	0.0334	0	0	0	0	0	0	0.0336	0	0	0.2991	0	0
taxid:153948|Nitrosomonas_sp._AL212	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:155864|Escherichia_coli_O157:H7_EDL933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137	0	0
taxid:158189|Sphaerochaeta_globosa_str._Buddy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0
taxid:159087|Dechloromonas_aromatica_RCB	0	0	0	0	0	0.0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0
taxid:160488|Pseudomonas_putida_KT2440	0.0088	0.0037	0.015	0	0.0239	0.023	0.0646	0.0209	0.0655	0.0181	0.032	0.0184	0.0111	0.0012	0.0351	0.00250000000001	0.0126	0.00250000000001	0.0122	0	0.0208	0.0239	0.0183	0.0061	0.00250000000001
taxid:160492|Xylella_fastidiosa_9a5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0
taxid:161528|Erythrobacter_sp._SD-21	0	0.0178	0.0076	0.0204	0	0.0051	0	0	0	0	0.0051	0	0.0153	0	0.0026	0	0.0026	0	0	0	0	0.0026	0	0.0051	0
taxid:161544|Bacillus_sp._SG-1	0	0	0	0.0589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0
taxid:164328|Phytophthora_ramorum	0	0	0.000100000000003	0	0.000100000000003	0.000100000000003	0.000100000000003	0	0	0	0.000100000000003	0	0.000199999999995	0.000199999999995	0.000100000000003	0.000100000000003	0.000100000000003	0	0	0	0	0	0	0	0.000599999999995
taxid:167539|Prochlorococcus_marinus_subsp._marinus_str._CCMP1375	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:169963|Listeria_monocytogenes_EGD-e	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0
taxid:170187|Streptococcus_pneumoniae_TIGR4	0.0081	0	0	0	0	0.585	0	0	0.1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1524	0.0933	0.0541
taxid:171101|Streptococcus_pneumoniae_R6	0	0	0	0	0	0	0	0	0	0	0	0	0.6882	0	0	0	0	0	0	0	0	0	0	0	0
taxid:176279|Staphylococcus_epidermidis_RP62A	0	0.0192	0	0	0.0943	0.0277	0.1538	0.0204	0.00869999999999	0.0374	0	0.00289999999999	0	0	0	0	0.0183	0.0794	0	0.0106	0	0.1051	0.068	0	0
taxid:176280|Staphylococcus_epidermidis_ATCC_12228	0.0233	0	0.0332	0.0424	0	0.069	0.0059	0.5005	0	0	0.0438	0.1214	0.0653	0.0251	0.1032	0.0134	0	0	0.0136	0	0.068	0	0	0.0306	0
taxid:176299|Agrobacterium_fabrum_str._C58	0	0	0.0013	0.0013	0	0.008	0	0	0.0067	0.0026	0	0.0134	0	0	0.0013	0	0	0.0181	0	0	0	0	0	0.0027	0
taxid:177439|Desulfotalea_psychrophila_LSv54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102	0	0
taxid:180281|Cyanobium_sp._PCC_7001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0
taxid:182082|Chlamydophila_pneumoniae_TW-183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0073	0	0	0	0	0.0062	0	0	0	0	0
taxid:187303|Methylocystis_sp._SC2	0	0	0	0	0	0	0.004	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:187420|Methanobacterium_thermoautotrophicum_str._Delta_H	0	0	0	0	0	0	0	0	0	0	0	0.00869999999999	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:189423|Streptococcus_pneumoniae_670-6B	0	0	0	0.3898	0.064	0	0	0	0	0	0	0	0	0.0454	0	0	0	0	0	0	0	0	0	0	0
taxid:189918|Mycobacterium_sp._KMS	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:190192|Methanopyrus_kandleri_AV19	0	0	0	0.0044	0	0	0	0.0044	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0	0
taxid:190304|Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	75.921	0	0	0.0538	0.0709	0.3862	0	0.0315	0	0	0.0654	0	0	0.0035	0.0452	0	0.0245	0.7601	0	0.0141	0.0173	0.6393	0.2164	0	0
taxid:190485|Xanthomonas_campestris_pv._campestris_str._ATCC_33913	0	0.0031	0.0031	0	0.0014	0.0196	0.0015	0.0198	0	0	0	0.0123	0	0	0	0.0015	0.0094	0	0.0032	0.0259	0.0077	0.0082	0	0.0105	0.0092
taxid:190486|Xanthomonas_axonopodis_pv._citri_str._306	0	0	0	0	0	0	0	0.0014	0	0.0014	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0
taxid:193567|Streptococcus_pyogenes_SSI-1	0	0	0	0	0	0	0	0.0201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:195102|Clostridium_perfringens_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0
taxid:195103|Clostridium_perfringens_ATCC_13124	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:195253|Synechococcus_sp._PCC_6312	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:196162|Nocardioides_sp._JS614	0	0	0	0	0	0	0	0	0	0.0014	0.0014	0	0	0	0	0	0.0057	0	0	0	0	0.0014	0	0.0377	0.0014
taxid:196164|Corynebacterium_efficiens_YS-314	0.0031	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0
taxid:196620|Staphylococcus_aureus_subsp._aureus_MW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224	0	0
taxid:196627|Corynebacterium_glutamicum_ATCC_13032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0
taxid:197221|Thermosynechococcus_elongatus_BP-1	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0.0066	0	0
taxid:198214|Shigella_flexneri_2a_str._301	0.0112	0.1582	0	0	0.00790000000001	0.0094	0	0.1173	0.0041	0	0	0	0.0047	0	0	0.0099	0.0462	0.0371	0	0.0031	0.0302	0	0	0.0627	0.0094
taxid:198215|Shigella_flexneri_2a_str._2457T	0	0	0	0	0.3588	0	0	0.0263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:198628|Dickeya_dadantii_3937	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0.0015	0	0	0.0046	0	0	0	0	0	0	0
taxid:199310|Escherichia_coli_CFT073	0	0	0.0561	0	0.0044	0.1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289999999999	0	0	0	0	0
taxid:203119|Clostridium_thermocellum_ATCC_27405	0	0	0	0.0985	0.068	0.0404	0	0	0	0	0	0.013	0.002	0	0.0276	0	0	0	0	0	0	0	0.0038	0	0
taxid:203120|Leuconostoc_mesenteroides_subsp._mesenteroides_ATCC_8293	0	0	0	0.0523	0.0607	0	0	0	0	0	0	0.0112	0	0	0	0	0	0	0	0	0	0.0073	0	0	0
taxid:203122|Saccharophagus_degradans_2-40	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0
taxid:203267|Tropheryma_whipplei_Twist	0	0	0	0.0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:203275|Tannerella_forsythia_ATCC_43037	0	0	0	0	0	0.0307	0	0.0022	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0.0022	0.0248	0	0
taxid:204536|Sulfurihydrogenibium_azorense_Az-Fu1	0	0	0	0	0	0.0046	0	0.0086	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0
taxid:204773|Herminiimonas_arsenicoxydans	0	0	0	0.0044	0.0428	0.0154	0	0.0132	0.0022	0	0	0.0142	0	0	0.0066	0	0	0	0	0	0	0.0067	0	0.0044	0
taxid:205913|Bifidobacterium_longum_DJO10A	0	0.0587	0	0	0.0455	0	0	0	0	0.0095	0	0	0	0	0.0063	0	0	0	0	0	0	0	0.0127	0	0
taxid:205918|Pseudomonas_syringae_pv._syringae_B728a	0.0156	0.0424	0.0389	0.02	0.0489	0.0476	0.1198	0.0679	0.0324	0.0507	0.0473	0.0556	0.0647	0.0075	0.0672	0.0199	0.0224	0.0149	0.0312	0.0287	0.005	0.0464	0.0361	0.0412	0.0288
taxid:205922|Pseudomonas_fluorescens_Pf0-1	0	0.3602	0.1953	0.0968	0.2236	0.2327	0.4861	0.2456	0.1935	0.2303	0.2165	0.3016	0.2738	0.1565	0.3866	0.1313	0.1837	0.2103	0.1378	0.228	0.2686	0.2865	0.1317	0.1519	0.1288
taxid:206672|Bifidobacterium_longum_NCC2705	0	0	0	0	0	0.0143	0	0	0	0	0	0	0	0.0134	0	0	0	0	0	0	0	0	0	0	0
taxid:207559|Desulfovibrio_alaskensis_G20	0	0	0	0	0.031	0.0775	0	0	0	0	0	0	0.0224	0	0	0	0	0	0	0	0	0	0	0	0
taxid:207949|Bermanella_marisrubri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0092	0.0092	0	0	0	0	0	0	0.0088	0	0
taxid:208596|Carnobacterium_sp._17-4	0	0.0198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:208963|Pseudomonas_aeruginosa_UCBPP-PA14	0	0	0.0012	0	0	0	0	0	0	0.0035	0	0	0.0022	0	0	0	0.0023	0	0	0	0	0	0	0.0011	0
taxid:208964|Pseudomonas_aeruginosa_PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0
taxid:210007|Streptococcus_mutans_UA159	0	0	0	0	0.0595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:211586|Shewanella_oneidensis_MR-1	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0.0015	0	0	0	0	0	0	0
taxid:212042|Anaplasma_phagocytophilum_HZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520000000001	0	0	0	0	0	0	0	0
taxid:212717|Clostridium_tetani_E88	0	0	0	0.0211	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0.0053	0	0	0
taxid:213769|Lactococcus_phage_712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2491	0	0	0	0	0	0	0
taxid:213775|Lactococcus_phage_jj50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2768	0	0	0.2768	0	0	0	0	0	0	0
taxid:214688|Gemmata_obscuriglobus_UQM_2246	0	0	0	0	0.0032	0.0065	0	0.000800000000001	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0.000800000000001	0	0	0
taxid:215689|Erwinia_sp._Ejp617	0	0	0.0301	0	0.1525	0	0	0	0	0.0019	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0
taxid:216591|Burkholderia_cenocepacia_J2315	0	0.000900000000004	0	0	0.0028	0.0018	0.2133	0.0326	0.000900000000004	0	0.0018	0.000900000000004	0.0075	0.0018	0.000900000000004	0.000900000000004	0	0	0.0152	0.0066	0.0266	0	0.0221	0.0018	0.0179
taxid:216592|Escherichia_coli_042	0.0468	0.3497	0.689	0.0615	0.7705	0.8297	0.0911	0.2366	0.11	0.017	0.066	0.0713	0.4342	0.0966	0.249	0.6537	0.1118	0.0946	0.0537	0.1372	0.0871	0.1214	1.4974	0.1533	0.0693
taxid:216595|Pseudomonas_fluorescens_SBW25	0.0523	3.7414	3.0195	1.2745	3.6248	4.1026	7.4855	3.8146	3.015	3.9871	3.6431	4.2021	4.6925	1.5622	3.886	2.0834	2.6569	2.1994	2.0853	1.6945	2.8055	4.3003	2.1154	2.2801	2.1343
taxid:216596|Rhizobium_leguminosarum_bv._viciae_3841	0	0.000999999999995	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0
taxid:216599|Shigella_sonnei_53G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0
taxid:218491|Pectobacterium_atrosepticum_SCRI1043	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:218493|Salmonella_bongori_NCTC_12419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0
taxid:218495|Streptococcus_uberis_0140J	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:218496|Tropheryma_whipplei_TW08/27	0	0	0	0	0.0082	0	0	0	0	0	0	0	0	0	0.0246	0	0	0	0	0	0	0	0.0081	0	0
taxid:220664|Pseudomonas_protegens_Pf-5	0.0012	0.2208	0.1702	0.0768	0.3131	0.3331	0.4167	0.3248	0.1564	0.2186	0.2135	0.2413	0.273	0.0947	0.3191	0.098	0.234	0.1716	0.1053	0.0849	0.1998	0.2356	0.1751	0.1761	0.1384
taxid:221109|Oceanobacillus_iheyensis_HTE831	0	0	0	0	0.0021	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0334	0	0
taxid:222885|Bryopsis_hypnoides	0	0	0	0	0.0495	0	0	0	0	0	0	0	0	0	0.0443	0	0	0	0	0	0	0	0.0495	0	0
taxid:222929|Coccidioides_posadasii_C735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0	0.000900000000004	0	0	0
taxid:223283|Pseudomonas_syringae_DC3000	0	0.0502	0.0133	0.0187	0.0487	0.0615	0.1184	0.0593	0.0383	0.0468	0.0404	0.0642	0.0623	0.0595	0.0703	0.0128	0.0913	0.0347	0.0737	0.0197	0.0753	0.0583	0.0273	0.0366	0.0314
taxid:223926|Vibrio_parahaemolyticus_RIMD_2210633	0	0	0.0118	0	0.0479	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:224308|Bacillus_subtilis_subsp._subtilis_str._168	0	0	0	0	0.0398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:224325|Archaeoglobus_fulgidus_DSM_4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035
taxid:224911|Bradyrhizobium_diazoefficiens_USDA_110	0	0.005	0	0	0	0.0067	0.0069	0.0067	0.0017	0.0042	0.005	0.000800000000001	0	0	0.00830000000001	0	0.0042	0.004	0	0	0	0	0.000800000000001	0.000800000000001	0
taxid:225937|Marinobacter_adhaerens_HP15	0	0	0	0	0	0	0.0021	0	0	0	0	0	0.0016	0	0	0.0016	0	0	0	0	0	0	0	0	0
taxid:226125|Saccharomyces_paradoxus_NRRL_Y-17217	0	0.000599999999995	0.000599999999995	0	0.0018	0.0031	0.0018	0.0038	0.000599999999995	0	0.000599999999995	0.0019	0.0019	0.000599999999995	0.000599999999995	0.0045	0.0019	0.0019	0.0012	0.000599999999995	0.0141	0.0038	0.0019	0.0012	0.0019
taxid:226126|Saccharomyces_mikatae_IFO1815	0	0.000599999999995	0	0	0	0.000599999999995	0.000599999999995	0	0	0.000599999999995	0	0	0.0013	0	0.000599999999995	0	0.0013	0	0.000599999999995	0	0.0019	0.000599999999995	0.000599999999995	0.000599999999995	0
taxid:226185|Enterococcus_faecalis_V583	0	0.0261	0.0023	0	0.0092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113	0	0	0
taxid:226186|Bacteroides_thetaiotaomicron_VPI-5482	0	0.5221	0	0.1366	0.9679	0.3276	0.1285	0.0036	0.0381	0.1315	0.0168	0.1873	0.4838	0.2006	0.4791	0.0012	0.0502	0	0	0	0	0.1319	0.0074	0.1541	0.0494
taxid:226231|Saccharomyces_bayanus_623-6C	0.0082	0.0067	0.005	0.0055	0.0073	0.0059	0.009	0.0081	0.0041	0.00790000000001	0.0103	0.0072	0.0094	0.0034	0.00520000000001	0.0063	0.0055	0.0057	0.0035	0.0038	0.007	0.0044	0.0063	0.00790000000001	0.0093
taxid:226301|Naumovia_castellii_NRRL_Y-12630	0.0016	0	0	0	0.0013	0.000699999999998	0.0027	0.0016	0.0015	0	0	0.0013	0.0013	0.000699999999998	0	0	0	0.000699999999998	0.000699999999998	0	0.002	0.0017	0.000699999999998	0.0023	0
taxid:226302|Lachancea_kluyveri_NRRL_Y-12651	0.000800000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:227086|Bigelowiella_natans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344	0.0687	0	0
taxid:227321|Aspergillus_nidulans_FGSC_A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299999999998	0	0	0	0	0	0.000299999999998	0	0
taxid:227882|Streptomyces_avermitilis_MA-4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000800000000001	0	0	0	0.000800000000001	0	0	0	0
taxid:228400|Haemophilus_somnus_2336	0	0	0	0	0	0	0	0	0	0	0	0	0.0134	0	0	0	0	0	0	0	0	0.0034	0	0	0
taxid:228405|Hyphomonas_neptunium_ATCC_15444	0	0	0	0.0077	0.00559999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:228410|Nitrosomonas_europaea_ATCC_19718	0	0	0	0.0155	0.0027	0.0209	0.0027	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0179	0	0
taxid:229533|Fusarium_graminearum	0	0	0.000199999999995	0	0	0.000199999999995	0	0.0012	0	0	0.000199999999995	0	0	0	0	0	0	0	0.000199999999995	0	0.000199999999995	0	0	0	0
taxid:231023|Pseudomonas_putida_ND6	0	0.5589	0.4902	0.2563	0.5254	0.5225	1.0742	0.5558	0.3768	0.6074	0.537	0.6568	0.6729	0.268	0.7281	0.3573	0.2892	0.3225	0.3432	0.2587	0.3982	0.671	0.2718	0.3286	0.3639
taxid:232721|Acidovorax_sp._JS42	0.0017	0	0.0279	0	0	0.0162	0.022	0	0	0.005	0	0	0	0	0.0331	0	0.0016	0.0017	0	0	0.0166	0.0148	0	0	0
taxid:233412|Haemophilus_ducreyi_35000HP	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:234621|Rhodococcus_erythropolis_PR4	0.00520000000001	0.0259	0.023	0.0032	0.0241	0.0187	0.0699	0.00329999999999	0.0433	0.00329999999999	0.0311	0.0109	0	0.0022	0.0187	0	0.0055	0.0011	0.0088	0.00329999999999	0.0322	0.0231	0.0066	0	0
taxid:234831|Pseudoalteromonas_sp._SM9913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0.0018	0
taxid:235443|Cryptococcus_neoformans_grubii_H99	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:235909|Geobacillus_kaustophilus_HTA426	0	0	0	0	0.1026	0.0019	0	0	0.0021	0	0	0	0.0178	0	0.0042	0.0063	0.0021	0	0	0	0	0.0042	0.0023	0	0
taxid:236097|Alcanivorax_sp._DG881	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:237561|Candida_albicans_SC5314	0	0	0	0.0015	0.0015	0	0	0.000599999999995	0	0.000299999999998	0	0.000299999999998	0.0004	0	0	0	0.000299999999998	0	0	0	0.0004	0	0	0	0.000299999999998
taxid:237631|Ustilago_maydis_521	0	0	0.000299999999998	0	0	0	0	0.000299999999998	0	0	0.000299999999998	0	0	0	0	0.000299999999998	0.000299999999998	0	0	0	0.000299999999998	0	0	0	0
taxid:239365|Enzootic_nasal_tumour_virus_of_goats	1.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:240015|Acidobacterium_capsulatum_ATCC_51196	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0
taxid:240176|Coprinopsis_cinerea_okayama7#130	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0.000199999999995	0.000199999999995	0	0	0	0.000199999999995	0	0	0	0	0.000199999999995	0	0	0
taxid:243090|Rhodopirellula_baltica_SH_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0.0011	0	0
taxid:243230|Deinococcus_radiodurans_R1	0	0	0	0	0	0	0	0.0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:243233|Methylococcus_capsulatus_Bath	0.00289999999999	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:243243|Mycobacterium_avium_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0
taxid:243272|Mycoplasma_arthritidis_158L3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093	0	0
taxid:243275|Treponema_denticola_ATCC_35405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306	0	0	0	0	0	0.0026	0	0	0	0
