Count	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
taxid:420890|Lactococcus_garvieae_Lg2	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:422288|Beggiatoa_sp._SS	0	3	1	0	0	1	22264	3	249	1203	4325	12591	0	5	25299	0	13	1	0	0	75	6	7	104	0
taxid:422289|Beggiatoa_sp._PS	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
taxid:423211|Streptococcus_suis_GZ1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
taxid:423368|Salmonella_enterica_subsp._enterica_serovar_Newport_SL254	0	0	0	0	42	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0
taxid:425011|Aspergillus_niger_CBS_513.88	1	4	0	0	3	1	0	0	0	0	3	1	6	0	0	0	2	0	1	1	2	0	3	1	0
taxid:425067|Burkholderia_pseudomallei_305	0	0	0	0	3	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
taxid:425264|Malassezia_restricta_CBS_7877	8	4	5	6	17	6	8	11	4	15	6	7	1	14	37	8	7	18	8	5	12	13	3	7	4
taxid:425265|Malassezia_globosa_CBS_7966	9	1	1	0	1	9	9	5	2	0	9	7	0	5	17	2	2	2	5	1	3	4	3	6	0
taxid:426114|Thiomonas_sp._3As	0	1	5	0	10	0	0	0	0	0	0	0	0	1	0	1	9	0	9	0	1	25	0	3	8
taxid:426117|Methylobacterium_sp._4-46	0	1	0	0	111	0	0	61	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0
taxid:426355|Methylobacterium_radiotolerans_JCM_2831	0	148	44	41	28	9	152	26	78	0	59	195	110	3	803	2	308	39	78	52	216	565	238	50	130
taxid:426428|Fusarium_oxysporum_f._sp._lycopersici_4287	1	3	2	0	2	1	3	3	3	0	1	3	1	18	2	10	1	4	10	0	3	2	0	4	1
taxid:426430|Staphylococcus_aureus_subsp._aureus_str._Newman	0	0	0	0	0	0	0	5	0	0	0	1	0	0	3	0	0	0	0	0	0	0	18	0	0
taxid:428406|Ralstonia_pickettii_12D	6	67	64	64	327	133	148	322	38	43	53	68	56	67	239	37	219	33	48	82	100	248	114	98	2
taxid:429009|Ammonifex_degensii_KC4	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
taxid:430796|Staphylococcus_phage_phi2958PVL	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:431241|Trichoderma_reesei_QM6a	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
taxid:431895|Monosiga_brevicollis_MX1	0	1	3	4	1	0	5	3	2	10	2	0	0	0	1	2	3	3	3	1	11	2	1	5	0
taxid:431943|Clostridium_kluyveri_DSM_555	0	19	0	210	621	76	0	0	0	39	0	0	14	0	33	0	0	0	0	0	0	3	485	0	0
taxid:431946|Escherichia_coli_SE15	0	0	0	0	1554	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0
taxid:431947|Porphyromonas_gingivalis_ATCC_33277	0	0	5	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:435590|Bacteroides_vulgatus_ATCC_8482	0	0	152	718	4019	6136	105	1385	0	1	0	8	69	0	184	2	1	2	0	8	0	0	74	0	1
taxid:435591|Parabacteroides_distasonis_ATCC_8503	0	15	12	112	20	74	0	0	0	0	0	211	31	3	1	0	0	0	0	0	0	0	4	0	0
taxid:436717|Acinetobacter_oleivorans_DR1	0	0	0	0	0	0	0	10	1	0	7	0	0	1	0	0	7	22	2	9	0	7	0	0	1
taxid:43765|Corynebacterium_amycolatum_9e01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	4	0	0	0
taxid:438753|Azorhizobium_caulinodans_ORS_571	0	0	0	0	0	0	0	0	0	0	9	12	0	0	0	1	2	7	0	1	2	0	0	0	0
taxid:439235|Desulfatibacillum_alkenivorans_AK-01	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
taxid:439375|Ochrobactrum_anthropi_ATCC_49188	0	0	0	28	0	0	16	0	0	5	15	0	0	0	5	0	1	1	0	0	1	8	0	0	0
taxid:439496|Rhodobacterales_bacterium_Y4I	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:439497|Ruegeria_sp._R11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:439855|Escherichia_coli_SMS-3-5	0	39	0	0	109	0	0	18	0	0	0	0	0	4	0	0	0	0	0	0	3	0	105	0	5
taxid:43989|Cyanothece_sp._ATCC_51142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
taxid:440085|Methylobacterium_extorquens_CM4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
taxid:44058|Aureoumbra_lagunensis	0	0	0	7	19	4	0	1	0	0	0	8	0	0	28	0	0	0	0	0	0	1	54	0	0
taxid:441157|Burkholderia_thailandensis_MSMB43	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:441163|Burkholderia_oklahomensis_EO147	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
taxid:441164|Burkholderia_thailandensis_Bt4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
taxid:441166|Burkholderia_ubonensis_Bu	0	0	0	0	2	1	3	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
taxid:441620|Methylobacterium_populi_BJ001	0	1	0	0	0	1	0	0	1	0	0	0	1	0	3	0	0	0	1	0	0	0	1	0	0
taxid:441768|Acholeplasma_laidlawii_PG-8A	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:441769|Bacillus_coahuilensis_m4-4	0	0	0	0	39	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0
taxid:441770|Clostridium_botulinum_A_ATCC_19397	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:441959|Talaromyces_stipitatus_ATCC_10500	10	237	0	0	1	52	5	13	14	0	12	20	1	0	13	5	19	8	3	5	0	0	0	2	11
taxid:441960|Penicillium_marneffei_ATCC_18224	0	5	0	1	2	0	5	3	3	0	1	7	3	1	0	2	1	0	0	1	2	0	0	2	0
taxid:442493|Enterococcus_phage_phiEF24C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
taxid:442563|Bifidobacterium_animalis_subsp._lactis_AD011	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
taxid:443144|Geobacter_sp._M21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
taxid:443152|Marinobacter_algicola_DG893	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:443226|Coccidioides_posadasii_Silveira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
taxid:443254|Marinitoga_piezophila_KA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:443906|Clavibacter_michiganensis_subsp._michiganensis_NCPPB_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
taxid:444177|Lysinibacillus_sphaericus_C3-41	0	0	0	0	1	1	0	0	2	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:444179|Candidatus_Sulcia_muelleri_GWSS	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
taxid:444612|Rickettsia_endosymbiont_of_Ixodes_scapularis	0	6	0	5	0	7	24	10	5	11	0	7	14	0	16	0	0	6	0	0	0	0	0	0	0
taxid:445334|Clostridium_perfringens_C_str._JGS1495	0	0	107	0	4691	4880	0	292	344	0	0	305	257	13	348	0	5	15	5788	0	4	31302	0	0	52
taxid:445335|Clostridium_botulinum_NCTC_2916	0	0	32	207	288	26	0	0	150	0	0	0	120	0	14	0	0	0	0	0	0	391	0	0	0
taxid:445336|Clostridium_botulinum_Bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:445337|Clostridium_botulinum_C_str._Eklund	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	180	0	0
taxid:445932|Elusimicrobium_minutum_Pei191	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:445987|Borrelia_valaisiana_VS116	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:446462|Actinosynnema_mirum_DSM_43827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
taxid:446465|Brachybacterium_faecium_DSM_4810	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0
taxid:446466|Cellulomonas_flavigena_DSM_20109	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	2
taxid:446469|Sanguibacter_keddieii_DSM_10542	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	2
taxid:446471|Xylanimonas_cellulosilytica_DSM_15894	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
taxid:447093|Histoplasma_capsulatum_G186AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
taxid:447095|Blastomyces_dermatitidis_ATCC_26199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
taxid:447217|Anaeromyxobacter_sp._K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:447454|candidate_division_TM7_single-cell_isolate_TM7a	0	0	0	0	7	0	0	15	0	0	3	0	0	0	13	0	0	0	0	0	0	64	80	0	0
taxid:447455|candidate_division_TM7_single-cell_isolate_TM7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
taxid:447456|candidate_division_TM7_single-cell_isolate_TM7c	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
taxid:449447|Microcystis_aeruginosa_NIES-843	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:450851|Phenylobacterium_zucineum_HLK1	0	2	2	1	0	1	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	1	0
taxid:451515|Staphylococcus_aureus_subsp._aureus_USA300_FPR3757	0	0	0	0	0	0	4	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:45151|Pyrenophora_tritici-repentis	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
taxid:451640|Catenibacterium_mitsuokai_DSM_15897	2	0	0	317	129	2	0	15	0	0	0	0	0	0	2	0	1	11	0	0	0	0	292	0	0
taxid:451707|Bacillus_cereus_NVH0597-99	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
taxid:451709|Bacillus_cereus_03BB108	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:451754|Clostridium_perfringens_B_str._ATCC_3626	0	0	0	84	792	65	4	0	0	0	0	0	0	0	5	0	0	0	0	41	0	28	49	0	0
taxid:451755|Clostridium_perfringens_E_str._JGS1987	0	0	0	3	0	1	0	0	0	0	0	0	22	0	0	0	0	0	7	0	0	17	1	0	0
taxid:451756|Clostridium_perfringens_CPE_str._F4969	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0
taxid:452471|Candidatus_Amoebophilus_asiaticus_5a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:452638|Polynucleobacter_necessarius_subsp._necessarius_STIR1	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:452652|Kitasatospora_setae_KM-6054	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:452662|Sphingobium_japonicum_UT26S	0	90	45	45	3	3	0	2	15	0	29	52	74	5	8	1	4	0	7	10	10	1	1	40	0
taxid:452680|Pseudomonas_sp._UK4	18	6373	4149	1934	6890	7083	17780	6330	4613	6970	6212	8080	8667	2174	6622	3070	3970	2743	3472	1853	4095	8868	2787	2979	3401
taxid:452863|Arthrobacter_chlorophenolicus_A6	0	6	0	0	0	0	2	0	0	0	0	1	1	0	33	0	0	0	0	0	0	51	5	0	0
taxid:454166|Salmonella_enterica_subsp._enterica_serovar_Agona_str._SL483	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:454169|Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0
taxid:454286|Coccidioides_immitis_RMSCC_3703	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
taxid:455632|Streptomyces_griseus_subsp._griseus_NBRC_13350	0	0	0	0	0	0	0	0	2	7	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
taxid:457391|Bacteroides_sp._3_1_33FAA	0	115	476	4463	40621	14788	340	4952	9	177	72	199	8351	25	1387	100	182	75	9	268	69	3	609	383	267
taxid:457405|Fusobacterium_nucleatum_subsp._animalis_7_1	2729	0	0	0	0	0	0	1	0	0	12	0	0	0	1	0	0	0	0	0	1	5	15	0	0
taxid:457412|Ruminococcus_sp._5_1_39BFAA	1	38	154	7390	23664	7075	236	2035	3	43	4	164	2904	0	47	2	130	3	1	120	26	74	4402	22	58
taxid:457421|Clostridiales_bacterium_1_7_47FAA	1	2123	191	5252	28267	3788	142	993	0	67	27	156	2786	281	1075	9	192	99	504	93	60	100	42188	198	60
taxid:457570|Natranaerobius_thermophilus_JW/NM-WN-LF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	12	0	0
taxid:458233|Macrococcus_caseolyticus_JCSC5402	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
taxid:460265|Methylobacterium_nodulans_ORS_2060	0	1	0	0	9	0	0	29	0	0	0	0	0	0	0	65	0	1	0	0	0	13	1	0	0
taxid:461836|Thecamonas_trahens_ATCC_50062	0	6	3	2	2	4	0	3	4	4	0	1	4	1	1	5	8	6	7	2	12	1	1	10	7
taxid:46234|Anabaena_sp._90	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:463136|Blastocystis_sp._DMP/02-328	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:464988|Hemiselmis_andersenii	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
taxid:465515|Micrococcus_luteus_NCTC_2665	1	0	0	0	0	0	0	4	4	1	1	3	1	4	5	1	3	2	0	0	1	1	1	1	0
taxid:465541|Streptomyces_sp._Mg1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
taxid:465817|Erwinia_tasmaniensis_Et1/99	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:467661|Rhodobacteraceae_bacterium_KLH11	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:467705|Streptococcus_gordonii_str._Challis_substr._CH1	0	0	0	251	123	55	0	29	0	1	1	0	1	0	15	14	1	0	6	0	0	7	159	0	0
taxid:469008|Escherichia_coli_BL21(DE3)	0	0	205	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:469371|Thermobispora_bispora_DSM_43833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
taxid:469378|Cryptobacterium_curtum_DSM_15641	0	0	0	0	0	57	0	0	0	0	0	0	0	0	14	0	23	0	0	0	0	0	0	0	0
taxid:469383|Conexibacter_woesei_DSM_14684	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0
taxid:469470|Coccidioides_posadasii_RMSCC_2133	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0
taxid:469471|Coccidioides_posadasii_RMSCC_3700	0	2	2	1	2	1	0	4	3	5	1	2	4	0	0	0	1	2	3	4	2	0	3	0	0
taxid:469472|Coccidioides_posadasii_CPA_0001	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
taxid:469587|Bacteroides_sp._2_1_16	0	0	0	9	6	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	4	0	0
taxid:469588|Bacteroides_sp._2_1_22	0	4	12	356	7484	566	13	70	2	4	0	3	291	0	186	0	79	0	0	1	2	207	365	22	0
taxid:469589|Bacteroides_sp._2_1_33B	0	2246	223	667	14525	3451	34	47	0	25	0	76	1673	462	28	0	59	4	0	0	4	155	684	76	0
taxid:469595|Citrobacter_sp._30_2	0	0	0	0	1	1	0	0	0	0	0	0	0	5	1	0	0	1	0	0	1	0	0	0	0
taxid:469598|Escherichia_sp._3_2_53FAA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:469603|Fusobacterium_nucleatum_subsp._animalis_3_1_33	108	1584	0	686	1526	0	0	238	1	0	0	0	0	0	5067	0	111	3	1909	1367	3	62	78772	0	0
taxid:469604|Fusobacterium_nucleatum_subsp._vincentii_3_1_36A2	878238	1	23	0	7	34	9	3	116	6	0	9	0	422	3	92	0	0	4	0	96	13680	8	64	53
taxid:469606|Fusobacterium_nucleatum_subsp._vincentii_4_1_13	2765	0	0	0	2	0	0	0	1	0	0	0	0	0	10	0	0	0	3	0	0	29	40	0	0
taxid:469609|Streptococcus_sp._2_1_36FAA	0	0	0	2	1	1	1	2	12	0	43	1	0	10	1	0	0	1	0	10	1	0	0	0	0
taxid:471223|Geobacillus_sp._WCH70	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
taxid:471852|Thermomonospora_curvata_DSM_43183	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:471853|Beutenbergia_cavernae_DSM_12333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
taxid:471854|Dyadobacter_fermentans_DSM_18053	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0
taxid:471855|Slackia_heliotrinireducens_DSM_20476	0	0	19	0	399	853	18	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	78	0	0
taxid:471856|Jonesia_denitrificans_DSM_20603	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:471857|Saccharomonospora_viridis_DSM_43017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:471870|Bacteroides_intestinalis_DSM_17393	0	9	0	65	26	156	2	1	15	0	0	0	2	0	3	0	0	21	0	0	0	0	160	0	0
taxid:473819|Bifidobacterium_dentium_ATCC_27678	0	32	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	776	0	0	68	0	0
taxid:474186|Enterococcus_faecalis_OG1RF	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:47573|Chrysodidymus_synuroideus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
taxid:477641|Modestobacter_marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	3	0
taxid:477974|Candidatus_Desulforudis_audaxviator_MP104C	0	0	0	0	7	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
taxid:478009|Halobacterium_salinarum_R1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:478749|Marvinbryantia_formatexigens_DSM_14469	0	2	8	222	4728	328	5	43	0	11	0	4	395	0	37	1	8	0	1	8	0	5	145	9	0
taxid:478801|Kytococcus_sedentarius_DSM_20547	1	1	0	0	0	0	1	0	6	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0
taxid:479431|Nakamurella_multipartita_DSM_44233	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
taxid:479432|Streptosporangium_roseum_DSM_43021	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
taxid:479434|Sphaerobacter_thermophilus_DSM_20745	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
taxid:479435|Kribbella_flavida_DSM_17836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
taxid:479436|Veillonella_parvula_DSM_2008	1	1	28	457	229	237	10	51	231	0	22	8	291	11	53	2	14	5	1	5	4	26168	201	30	2
taxid:479437|Eggerthella_lenta_DSM_2243	0	0	0	134	1229	1285	0	1	0	0	0	19	329	0	246	0	0	12	3	0	0	1	612	31	32
taxid:479831|Clostridium_difficile_QCD-63q42	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
taxid:480119|Acinetobacter_baumannii_AB0057	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:481743|Paenibacillus_sp._Y412MC10	0	0	0	42	95	5	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
taxid:481805|Escherichia_coli_ATCC_8739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
taxid:482561|Paracoccidioides_brasiliensis_Pb03	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:483514|Schizosaccharomyces_octosporus_yFS286	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
taxid:484020|Bifidobacterium_bifidum_BGN4	0	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:48483|Reclinomonas_americana	0	0	0	2	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	1	10	0	0
taxid:484906|Babesia_bovis_T2Bo	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
taxid:485916|Desulfotomaculum_acetoxidans_DSM_771	0	0	0	0	1	15	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	265	0	0
taxid:485917|Pedobacter_heparinus_DSM_2366	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
taxid:485918|Chitinophaga_pinensis_DSM_2588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
taxid:486041|Laccaria_bicolor_S238N-H82	0	12	1	4	7	6	3	0	7	6	2	7	1	2	2	6	7	10	7	3	10	4	2	10	1
taxid:486410|Streptococcus_dysgalactiae_subsp._equisimilis_GGS_124	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:487213|Streptococcus_pneumoniae_Taiwan19F-14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
taxid:487214|Streptococcus_pneumoniae_Hungary19A-6	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	1	0	0	0	0	0	0	0
taxid:487215|Streptococcus_pyogenes_Alab49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
taxid:487797|Flavobacteria_bacterium_MS024-3C	0	0	0	6	70	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0
taxid:488221|Streptococcus_pneumoniae_70585	0	0	0	0	0	0	0	0	0	0	7	0	0	0	14	0	0	0	0	0	0	0	0	0	0
taxid:488222|Streptococcus_pneumoniae_JJA	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:488537|Clostridium_perfringens_D_str._JGS1721	0	0	0	0	9	29	0	1	2	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0
taxid:490065|Coccidioides_posadasii_RMSCC_1037	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
taxid:490066|Coccidioides_posadasii_RMSCC_1038	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
taxid:490068|Coccidioides_posadasii_CPA_0020	0	0	0	0	0	0	2	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
taxid:490069|Coccidioides_posadasii_CPA_0066	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:490759|Marinobacter_sp._BSs20148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
taxid:491077|Lactobacillus_reuteri_SD2112	0	0	10	80	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:491081|Treponema_pallidum_subsp._pallidum_DAL-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
taxid:491915|Anoxybacillus_flavithermus_WK1	0	0	0	0	0	1	1	0	0	0	0	8	0	1	0	1	0	0	1	2	0	1	0	0	0
taxid:491916|Rhizobium_etli_CIAT_652	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:4929|Candida_guilliermondii	1	0	1	0	1	0	1	0	1	0	0	1	1	0	2	0	1	2	2	0	1	2	4	0	1
taxid:494269|Lactococcus_phage_bIBB29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
taxid:495036|Geobacillus_sp._G11MC16	0	18	11	6	37	37	9	24	10	14	6	29	36	12	3	14	8	14	18	13	14	3	3	23	4
taxid:497978|Acinetobacter_baumannii_MDR-ZJ06	0	13	2	0	0	49	0	0	0	0	0	0	25	9	0	0	0	0	0	0	30	0	3	0	0
