kegg_pathways,SRR317085,SRR317086,SRR317087,SRR317088,SRR317089,SRR317090,SRR317091,SRR317092,SRR317093,SRR317094,SRR317095,SRR317096,SRR317097,SRR317098,SRR317099,SRR317100,SRR317101,SRR317102,SRR317103,SRR317104,SRR317105,SRR317106,SRR317107,SRR317108,SRR317109
"M00128: Ubiquinone biosynthesis, eukaryotes, chorismate => ubiquinone",0,0.00623234,0.00530454,0,0.00227618,0,0.000910681,0,0,0.00112203,0,0,0.00743957,0,0,0,0.0102124,0,0,0,0.00797156,0,0,0,0
"M00129: Ascorbate biosynthesis, animals, glucose-1P => ascorbate",0,0,0,0,0,0,0.0037804,0,0,0.000249179,0,0,0.00490863,0,0.00132342,0,0,0.000514697,0,0,0,0,0,0,0
"M00130: Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4",0,0,0.00549444,0.0105899,0.00264877,0,0.00292857,0.00380753,0.0056834,0.0130757,0.00504218,0.00359649,0.00509566,0.0120693,0,0.00360715,0.00547434,0.00552554,0.00680328,0,0.00712872,0,0.00225123,0.00447074,0
"M00131: Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",0,0.00588387,0,0.0122295,0.0063392,0.00609713,0.0112917,0.00378472,0,0.0221965,0,0.00896917,0,0.0112756,0,0,0,0.00782976,0,0,0,0,0.00300699,0,0
"M00133: Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine",0,0.0117379,0.015223,0.00938543,0.00567378,0.0108785,0.0199014,0.0103494,0.0284697,0.0242342,0.0202866,0,0.0173374,0,0.00613799,0.0153185,0.0360173,0.0122756,0.0286319,0.0310119,0.0241088,0.0171308,0.0142382,0.0100083,0
"M00136: GABA biosynthesis, prokaryotes, putrescine => GABA",0,0,0,0,3.45E-05,0,0,0.000256645,0,0,0,0,0,0,0,0.0019879,0,0,0,0.000726747,0,0.000131716,2.93E-05,0,0
"M00142: Complex I (NADH dehydrogenase), NADH dehydrogenase I",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331657,0,0,0,0,0,0,0.0117349,0,0,0,0
"M00143: Complex I (NADH dehydrogenase), NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein",0,0.0261037,0,0.0135217,0.00948597,0.0174417,0.0133515,0.0116367,0,0,0,0,0.00605044,0,0,0,0,0,0,0,0.0146998,0,0,0.00826627,0.0254387
"M00144: Complex I (NADH dehydrogenase), NADH dehydrogenase I",0,0.015699,0,0,0,0,0,0.00539416,0,2.65E-06,0,0,0,0,0,0,0,0,0,0,0.0110785,0,0,0,0
"M00145: Complex I (NADH dehydrogenase), NADH dehydrogenase I/diaphorase subunit of the bidirectional hydrogenase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00146: Complex I (NADH dehydrogenase), NADH dehydrogenase (ubiquinone) 1 alpha subcomplex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00147: Complex I (NADH dehydrogenase), NADH dehydrogenase (ubiquinone) 1 beta subcomplex",0,0,0,0,0.0216365,0,0,0.0172714,0,0.0702299,0,0.0397565,0.0365106,0,0,0,0,0,0,0,0.0533561,0,0,0.0422719,0
"M00148: Complex II (succinate dehydrogenase / fumarate reductase), succinate dehydrogenase (ubiquinone)",0,0,0,0.0177545,0.00604231,0,0,0,0,0,0,0,0.0205039,0,0,0,0,0,0,0,0.0148323,0.0125604,0,0.0209646,0.0253583
"M00149: Complex II (succinate dehydrogenase / fumarate reductase), succinate dehydrogenase",0,0.0318346,0,0.0192546,0,0,0.027253,0.0145485,0.0580907,0.0369524,0,0,0,0,0,0.027212,0.0200236,0.0331633,0,0,0,0,0.00112946,0.0206703,0
"M00150: Complex II (succinate dehydrogenase / fumarate reductase), fumarate reductase",0,0,0,0,1.47E-06,0,0,4.09E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00152: Complex III (Cytochrome bc1 complex),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124959,0,0,0,0,0,0,0.0198038,0
"M00154: Complex IV (Cytochrome c oxidase), cytochrome c oxidase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00155: Complex IV (Cytochrome c oxidase), cytochrome o ubiquinol oxidase/cytochrome c oxidase/quinol oxidase polypeptide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00156: Complex IV (Cytochrome c oxidase), cytochrome c oxidase, cbb3-type",0,0.0230527,0.0330403,0,0,0.0189587,0.0221153,0,0,0.0102011,0.00578398,0,0.0174955,0.0175328,0,0,0,0,0,0.0113951,0,0.0165121,0.00134113,0.00403333,0
"M00157: F-type ATPase, bacteria",0.0360484,0,0.0308536,0.0495034,0.010622,0,0.0249438,0.0302053,0,0,0.00660754,0.0158528,0,0,0.0368847,0,0.012743,0,0,0,0,0,0.0261018,0.0251826,0
"M00158: F-type ATPase, eukaryotes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00159: V-type ATPase, prokaryotes",0.0800038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00160: V-type ATPase, eukaryotes",0,0,0,0,0,0.0141737,0,0,0,0,0,0,0,0.043805,0,0,0,0,0,0,0.000152797,0,0,0,0
M00161: Photosystem II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00162: Cytochrome b6f complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00163: Photosystem I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00164: ATP synthase,0.0360484,0,0.0308536,0.0495034,0.010622,0,0.0249438,0.0302053,0,0,0.00660754,0.0158528,0,0,0.0368847,0,0.012743,0,0,0,0,0,0.0261018,0.0251826,0
M00165: Reductive pentose phosphate cycle (Calvin cycle),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00166: Reductive pentose phosphate cycle, RuBP + CO2 => glyceraldehyde-3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00167: Reductive pentose phosphate cycle, glyceraldehyde-3P => RuBP",7.44E-06,0,0,0,0,0,6.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00171: C4-dicarboxylic acid cycle, NAD+ -malic enzyme type",6.03E-05,0.000881793,0,0.00127894,0.000140576,0.00101695,0,0.000310886,0.000834482,7.08E-05,0.00140522,0.000467082,0.000158796,0,0.000923554,0,0,0,0.00107176,0,0.000131335,0.000901503,0.000688935,0,0.000345001
"M00172: C4-dicarboxylic acid cycle, NADP+ -malic enzyme type",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00173: Reductive citric acid cycle (Arnon-Buchanan cycle),0,0,0,0,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00174: Methane oxidation, methylotroph, methane => CO2",0,0.00560741,0.0131826,0,0.00122781,0.00734164,0.0173129,0.00467597,0.0151229,0.00814868,0.00791068,0.00968292,0.0085558,0,0.0146764,0.0164341,0,0,0.00356705,0.0148613,0.00935625,0.0110834,0.00283694,0.00779728,0.00278999
"M00176: Sulfur reduction, sulfate => H2S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00177: Ribosome, eukaryotes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00178: Ribosome, bacteria",0.0491935,0,0,0.209453,0.255219,0.0499316,0,0,0,0,0,0,0,0,0.0753163,0,0,0,0,0,0,0.0930186,0.183421,0,0
"M00179: Ribosome, archaea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00180: RNA polymerase II, eukaryotes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353737,0,0,0,0,0,0,0,0,0
"M00181: RNA polymerase III, eukaryotes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00182: RNA polymerase I, eukaryotes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00184: RNA polymerase, archaea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00185: Sulfate transport system,1.80E-06,0.00135351,0.0169199,0,0.00211717,0.00979435,0.0148019,0.00621441,0.00723599,0.00870003,0.013081,0.0141816,0.0142952,0.0108779,0.0144481,0,0.00443629,0,0.00864011,0,0,0.00913397,0,0,0
M00193: Putative spermidine/putrescine transport system,0.0049178,0.00842023,0.00480816,0.000158121,0.00615588,0.00473282,0.0129627,0.00472478,0.0149311,0.00345594,0.0141907,0.00502737,0.00571284,0.00376691,0.0181196,0.00490344,0.0098263,0.00841237,0.00612285,0.0122289,0.00629524,0.00905335,0.003676,0.00941,0.00453331
M00194: Maltose/maltodextrin transport system,0,0,0,0.0015143,0,0.000936519,0.00120792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00197: Putative sugar transport system,1.39E-05,0,0,0.00237542,0,0.00168835,0.00181963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117234,0,0
M00198: sn-Glycerol 3-phosphate transport system,1.95E-12,0,0,0,0,7.11E-07,0,0,0,0,0,0,0,0,0.0012084,0,0,0,0,0,0,2.00E-06,0,0,0
M00199: Lactose/L-arabinose transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000172274,0,0,0,0,0,0,0,0,0,0
M00200: Sorbitol/mannitol transport system,0,0.00476014,0.011403,0.000310825,0,0,0.0131244,0.00178083,0,0,0.00279859,0.0043628,0.00189441,0,0.00668843,0,2.73E-05,0.00933045,0,0.000658736,0,0.00748557,0,0.00492544,0.000390135
M00201: alpha-Glucoside transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00202: Oligogalacturonide transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00203: Glucose/arabinose transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00204: Trehalose/maltose transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00206: Cellobiose transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00207: Multiple sugar transport system,2.39E-05,0.00362607,0.00245035,0.00285738,0.0024097,0.00807477,0.0106442,0.00479771,0.00570246,0.003333,0.00528831,0.00730492,0.00356253,0.00463801,0.0145056,0.0025263,0.00436035,0.00634946,0.00220146,0.0198909,0.00451083,0.00999809,0.0026245,0.00638519,0.00570782
M00219: AI-2 transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00220: Rhamnose transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00222: Phosphate transport system,6.91E-05,0.0189948,0.0349455,0.0149382,0.00362004,0.0145203,0.0349879,0.0233931,0.0320525,0.0112372,0.0250435,0.0160993,0.0163249,0.0116384,0.0222581,0.0223306,0.0293613,0.0214671,0,0.0198082,0.00892092,0.0190648,0.00257256,0,0.00888911
M00225: Lysine/arginine/ornithine transport system,1.28E-07,0.0143142,0.0009452,0,0.00234998,0.000600204,0.0213547,0.00401859,0.00820978,0.00804677,0.0100221,0.00956984,0.0078544,0,0.0186466,0,0.00416522,0.00203667,0.0010897,0.000432613,0,0.0127281,0.000779317,0.00124569,0.0202798
M00226: Histidine transport system,1.25E-07,0,0.000894493,0,0.00103078,0.000543047,0.0121553,0.00212927,0.00668083,0.00307461,0.0103158,0.00160618,0.00717419,0,0.0112204,0,0.000838507,0.0050646,0.000678674,0.000369854,0,0.00738188,0.000629081,0.00137237,0.00763142
M00229: Arginine transport system,0,0,0,0,0,0,0,0.000419629,0.000145598,3.05E-06,0,0,0,0,0.000239373,0,0,0,0,0,0,0,0,0,0
M00230: Glutamate/aspartate transport system,0,0.00304559,0.000484632,0,0.000248093,0.00516642,0.0216818,3.37E-05,2.19E-05,0.00232843,0.00420937,0.00762524,0,0.00489726,0,0,0,0.000535862,0,0.000121758,0.00885435,0.00599486,0.000354333,0,0
M00231: Octopine/nopaline transport system,7.47E-07,0,0,0,0,0,0,1.34E-05,0,4.74E-06,0,3.86E-05,0.00023995,0,0.000116084,0,0,0,0,0,0,7.80E-05,0,0,0
M00232: General L-amino acid transport system,0,0.00826415,0.0136388,0,1.73E-06,0.00628795,0.012696,0.00302198,0.00053659,0.0074517,0.0102986,0.00302189,0.00609674,0.00258636,0.0101181,0.00326614,0.000201144,0.000830625,0.000409662,0,0.00345074,0.00194587,0.00126731,0,0
M00233: Glutamate transport system,0.000116471,0,0,0,0,0,0,0.00193364,0,0,0,0,0,0.000233562,0,0,0,0,0,0,0,0,0,0,0
M00235: Arginine/ornithine transport system,0,0.000395883,0.000319186,0,4.38E-05,0.000172656,0.00225121,0.000235767,0.000335022,0.000647889,0.000140169,0.000939557,0.000329396,0,0.00158131,0,0.000405011,0.000385192,0.000539388,0,0.000543713,0.00110937,0.000348451,0.000196199,0.00127637
M00237: Branched-chain amino acid transport system,0.0265501,0.008579,0.00550853,0.00223404,0.00639023,0.014267,0.0157304,0.00393548,0.00985516,0.00659092,0.0158407,0.0121763,0.00923672,0.00374538,0.0145586,0.00232082,0.00743923,0.0046987,0.0061825,0.0123894,0.00507046,0.014153,0.00705575,0.00466146,0.00373465
M00239: Peptides/nickel transport system,0.108429,0.00804102,0.0116666,0.00463799,0.00592085,0.0107893,0.0145568,0.0186453,0.0144794,0.00541019,0.0121237,0.0118353,0.00607927,0.000133516,0.0182197,0.0059467,0.00926111,0.00980303,0.00465582,0.0209579,0.00630608,0.0127103,0.00857461,0.00737872,0.00601707
M00245: Cobalt transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00710159,0,0,0,0,0,0,0,0,0,0
M00246: Nickel transport system,0,0.00230259,0,0,0.00160517,0,0,0,9.00E-08,0,0,0,0,0,0.00792237,0,0,0,0,0,0.00434535,0.00352593,0,0,0
"M00260: DNA polymerase III complex, bacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00261: DNA polymerase alpha / primase complex,0,0,0.00636986,0.00233497,0.00166297,0,0.00251602,0,0.0025903,0.00629233,0.00441094,0.00292881,0.0100185,0,0,0,0,0,0,0,0,0,0.00325063,0.00272187,0
M00262: DNA polymerase delta complex,0,0.00469084,0,0,0.00463974,0.00698197,0.00146384,0.00335206,0.00585028,0.00994851,0.00691375,0,0,0,0,0,0.0134197,0,0.0177171,0,0.00734338,0,0.00173422,0.00709653,0
M00263: DNA polymerase epsilon complex,0,3.66E-06,0.00254074,0,0,0.0031757,0,0,0,0,0,0,0.00223243,0,0,7.62E-06,1.63E-05,1.95E-05,0,0.00487926,0,0,0,0,0
"M00276: PTS system, mannose-specific II component",0,0,0,0,6.45E-06,0,1.48E-05,0.00497881,0,0,0,0,3.94E-06,0,0,0,0,0,0,0.00678809,6.62E-05,0,0.000915715,0,0
"M00277: PTS system, N-acetylgalactosamine-specific II component",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00278: PTS system, sorbose-specific II component",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00284: Origin recognition complex,0,0,0,3.44E-05,0,0,0,0,0,0,0.00493687,0,0,0.00200786,0,0,0,0,0.00624393,0,0.000260407,0,0,0.00432185,0
M00285: MCM complex,0,0.00727858,0.00289779,0.00104531,0.00117856,0.00329688,0.00138364,0.000901429,0.0106122,0.0111686,0.00615406,0.00564688,0.00624621,0.017806,0.000756472,0.0214366,0.00438996,0.0223368,0.0484608,0.0223497,0.0197856,0.0105028,0.00224119,0.0110816,0.0203919
M00286: GINS complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308092,0,0,0,0
"M00287: PTS system, galactosamine-specific II component",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00290: Holo-TFIIH complex,0,0,0,0,0,0,0,0,0,0.00770149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00295: BRCA1-associated genome surveillance complex (BASC),0,0,2.32E-05,0.00482536,0,0,0.000242381,0.000579284,0,0.00694217,0.0018575,0,0.00173751,0,0,0.00485329,0,0.000690943,0.00490255,0,0.00192854,0,0.000341981,0,0
M00296: BER complex,0,0,0.00448834,0,0,0.00950082,2.84E-06,0,0,0.00920688,0,0.0033464,0.00492746,0,0,0.0272957,0.00987427,0.000808262,0.0129839,0,0.0131646,0.000140535,0,0.00570269,0
M00299: Spermidine/putrescine transport system,0.0379035,0,6.04E-05,0,0.000925777,0.00427098,0.00223555,0.00960488,0.000268944,0.000116246,0.00969214,0,0.00211927,0.000159917,0.00162013,0.00043463,0.000189671,0,7.59E-05,0,0,0,0.000914264,0.000497082,0
M00300: Putrescine transport system,0.00659177,0.00545909,0,0,0.00185971,0,0.00770241,0,0.0189738,0.0056602,0.0165258,0,0.00186292,0.0143952,0.00518896,0.00690232,0.00547137,0,0.00172583,0,0,0,0.00248313,0.00661942,0
M00301: Mannopine transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00302: 2-Aminoethylphosphonate transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00304: PTS system, fructose-specific II component",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00310: Pyruvate:ferredoxin oxidoreductase,0,0,0,0,3.57E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00311: 2-oxoglutarate:ferredoxin oxidoreductase,0,0,0,0.00129673,0.0050993,0,0,0,0,0,0,0,0,0,0.00823828,0,0,0,0,0,0,0,0.000884949,0,0
M00312: 2-oxoisovalerate:ferredoxin oxidoreductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00317: Manganese/iron transport system,3.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00319: Manganese/zinc/iron transport system,0.0303047,0,0,0,0,0,0,0,0,0,0,0,2.63E-06,0,0,0,0,0,0,0,0,0,0,0,0
M00321: Bicarbonate transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00322: Neutral amino acid transport system,2.41E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00323: Urea transport system,0,0,0,0,0,6.06E-05,0.000141852,1.26E-06,0,0,0,0.000169232,0,0,3.35E-05,0,9.50E-05,0,0,0,1.93E-06,4.14E-05,0,0,0
M00324: Dipeptide transport system,0.00640805,0.000277986,0.00102648,0.000184052,0.00151254,0.000239672,0.00790301,0.000507828,0.000379304,0.000414665,0.0122286,0.000632205,0.00439436,0,0.00468839,0.000882028,7.60E-05,0.000801594,0.000166295,0.000936924,0.00201426,0.00205749,0.000307415,0.000586315,0.00363047
M00326: RTX toxin transport system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00331: Type II general secretion system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00332: Type III secretion system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00333: Type IV secretion system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00334: Type VI secretion system,0,0,0,0,0.000781713,0.00346325,0.00947567,0.00149759,0,0.00545482,0,0.00293321,0,0,0.00599909,0,0,0.000198495,0,0,0,0.00306996,0,0,0
M00335: Sec (secretion) system,0,0,0,0,0,0,0,0.0119421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00336: Twin-arginine translocation (Tat) system,0,0,0,0,0.00269762,0,0,0,0.00558021,0,0,0,0.00195446,0,0,0,0,0,0.00778904,0,0,0,0.0114754,0,0
M00337: Immunoproteasome,0,0.0345914,0.0115177,0.00940955,0.012814,0.0329535,0.00657177,0.0104537,0.0240825,0.0324752,0.015753,0.00627666,0.00907533,0.0233386,0,0.0457983,0.0230292,0.0379992,0.0229053,0.0295971,0.0398736,0.0160394,0.00682434,0.0304025,0.0541552
"M00340: Proteasome, 20S core particle",0,0.0414142,0.0126177,0.0115554,0.0197316,0.0369062,0.00747883,0.012418,0.0265567,0.0549521,0.0307403,0.0134478,0.00915345,0.0237671,0,0.0454434,0.0243812,0.0501293,0.0456478,0.0518352,0.0563436,0.0332279,0.00770861,0.0462104,0.068502
"M00341: Proteasome, 19S regulatory particle (PA700)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00342: Bacterial proteasome,0,0,0,0,0,0,0,7.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00346: Formaldehyde assimilation, serine pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00347: Methanogenesis, formate => methane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00348: Glutathione transport system,0.00615383,0,5.88E-05,0,1.22E-05,6.72E-05,4.25E-05,2.61E-05,0,2.94E-06,2.51E-05,0,5.67E-06,0,9.05E-05,0,0,9.76E-05,0,1.73E-05,0,0,0,0,0
M00349: Microcin C transport system,0.00151209,0.00544908,0.00467143,0,0.00203227,0.00850393,0.00885209,0.00137435,0.00915061,0.0053313,0.00806646,0.00508254,0.00480116,0.00592567,0.0091504,0.000359938,0.00471501,0,0.00233026,0.00344809,0,0.00962551,0.00291679,0.00471431,0
"M00350: Capsaicin biosynthesis, L-Phenylalanine => Capsaicin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00351: Spliceosome, U1-snRNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121856,0,0
"M00352: Spliceosome, U2-snRNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00353: Spliceosome, Prp19/CDC5L complex",0,0,2.80E-05,0.0157892,9.78E-07,0.0119852,0.00818944,0.0043752,0,0,0.018369,0.010892,0,0,0,0,0,0,0,0.000729212,0,0,0.0120984,0,0
"M00354: Spliceosome, U4/U6.U5 tri-snRNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00355: Spliceosome, 35S U5-snRNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00356: Methanogenesis, methanol => methane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00357: Methanogenesis, acetate => methane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00358: Coenzyme M biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00359: Aminoacyl-tRNA biosynthesis, eukaryotes",0,0.0267794,0.0355098,0.0292132,0.0269449,0.0344493,0.026152,0.0263199,0.031743,0.0315069,0.0371006,0.0331377,0.0344762,0.0410424,0.0207076,0.0368528,0.034828,0.033443,0.0463281,0,0.0361206,0.0281178,0.0357228,0.0324004,0.0341375
"M00360: Aminoacyl-tRNA biosynthesis, prokaryotes",0.0575169,0.0267855,0.035085,0.0285568,0.0260084,0.0332215,0.0259201,0.0266053,0.0299098,0.0303597,0.0361526,0.0323657,0.0339195,0.039657,0.0209738,0.0363703,0.0337027,0.0331793,0.0468191,0,0.035988,0.0277582,0.0350623,0.0321236,0.0331024
"M00361: Nucleotide sugar biosynthesis, eukaryotes",1.80E-06,0.0148853,0.0291714,0.0364074,0.0118653,0.0117419,0.0264006,0.00959439,0.023417,0.035084,0.0422594,0.0212998,0.0388551,0.0211582,0.00536566,0.00999981,0.0196675,0.0238114,0.0248383,0.0163051,0.0149358,0.0138841,0.0137265,0.00476806,0.0214935
"M00362: Nucleotide sugar biosynthesis, prokaryotes",4.34E-06,0.00257369,0,0.00225368,0.0030804,0.00621362,0.00049182,0,0,0,0,0.00269619,0.0026765,0,0.00166157,0,2.61E-05,0.00589856,0.0057154,0.00505195,0,0.00455782,0.00301502,0.00281908,0.00274315
"M00366: C10-C20 isoprenoid biosynthesis, plants",0,0,0,0,0,0,0,0,0,5.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-06,0,0
"M00370: Glucosinolate biosynthesis, tryptophan => glucobrassicin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M00372: Abscisic acid biosynthesis, beta-carotene => abscisic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00373: Ethylmalonyl pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00374: Dicarboxylate-hydroxybutyrate cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00375: Hydroxypropionate-hydroxybutylate cycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00376: 3-Hydroxypropionate bicycle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00377: Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
