PercentCoverage	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
taxid:10372|Human_herpesvirus_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1169	0	0	0	0	0	0	0	0	0	0	0
taxid:1037409|Bradyrhizobium_japonicum_USDA_6	0	0	0	0	0	0	0.005	0	0	0.00289999999999	0	0.000999999999995	0	0	0	0	0	0	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0	0	0	0	0	0	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999999999995	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0.0019	0	0	0.000999999999995	0.00289999999999	0	0.000999999999995	0	0	0	0	0
taxid:1037911|Pseudomonas_fluorescens_A506	0	0	0	0	0.0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0.0084	0	0	0	0	0.0945	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0.0013	0	0	0	0	0	0	0	0	0.0015	0.0204	0
taxid:103807|Enterobacteria_phage_phiP27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1041504|Candidatus_Arthromitus_sp._SFB-rat-Yit	0	0	0.0167	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0.0065	0.0078	0	0	0	0	0	0.0069	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0.0071	0	0	0	0	0	0.0055	0	0	0	0.0119	0	0	0.0059	0	0	0	0	0	0	0.0057	0	0.0059	0	0	0	0	0	0.0059	0.0057	0	0.0117	0.0115	0	0	0	0	0	0	0	0.0058	0.0116	0	0	0	0	0.0059
taxid:1041809|Candidatus_Arthromitus_sp._SFB-mouse-Yit	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344	0	0	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1041826|Flavobacterium_columnare_ATCC_49512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171	0.0163	0	0	0	0	0	0	0	0	0	0	0.0166	0	0	0	0	0	0	0.0142	0	0	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0.0028	0	0.0026	0	0.0238	0
taxid:1042156|Clostridium_sp._SY8519	1.0816	0.9681	1.0552	0.4727	0.8426	0.5218	1.4645	0.4638	0.4527	0.5617	0.9004	0.8374	0.6044	0.9843	0.8081	0.8078	0.3339	0.4627	0.9297	1.0688	0.438	0.968	0.5494	0.8098	0.6258	0.6225	0.9507	0.7881	1.1087	0.3271	0.5072	0.6649	0.8123	0.9553	0.9065	0.953	0.1572	0.7494	0.6128	0.7119	1.1686	0.7812	0.992	0.0216	0.8524	0.5124	0.7238	0.6737	0.3793	0.6518	0.9089	0.3094	0.6822	0.7598	0.9375	0.7502	0.2989	0.6141	0.4202	0.469	0.7049	0.5009	0.7728	0.5951	1.0047	0.5248	0.8133	0.6429	0.8251	0.652	0.6399	0.8776	0.5917	1.0093	0.8258	1.0631	0.4767	1.0187	0.4522	0.6378	1.0278	0.5	0.872	0.8549	0.8949	0.7489	0.5761	0.6327	0.6446
taxid:1042876|Pseudomonas_putida_S16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072	0.0089	0	0.0015	0.0015	0	0	0	0.0059	0.003	0	0	0	0.0015	0	0.0014	0.0015	0	0	0.003	0	0	0.0015	0.0045	0	0	0.0132	0.0015	0	0	0.0014	0	0	0	0	0.0014	0	0	0	0	0	0.0412	0	0	0.0015	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0.0074	0	0.0015	0	0	0	0.0015	0	0	0	0	0.0125	0.0015
taxid:1042878|Cupriavidus_necator_N-1	0	0	0	0	0	0	0	0.0043	0	0	0.0164	0	0	0	0	0	0	0	0	0	0.00869999999999	0.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0.0334	0	0	0.000999999999995	0	0.0049	0.011	0.0063	0	0	0	0	0.000999999999995	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0.0109	0.0031	0	0	0	0	0	0	0	0.0133	0.0073	0	0	0	0	0	0
taxid:1045854|Weissella_koreensis_KACC_15510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0735	0	0	0.0124	0	0	0	0	0	0	0	0	0	0	0	0.0124	0	0	0	0	0	0	0	0	0	0.0395	0	0.0121	0	0	0	0	0	0
taxid:1045855|Pseudoxanthomonas_spadix_BD-a59	0	0	0.0023	0.0024	0	0	0	0	0	0.005	0	0.0026	0.0153	0	0	0	0.0049	0	0.0241	0	0	0	0	0.008	0	0	0.0026	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0.0026	0.0026	0	0	0	0	0	0	0	0	0	0	0	0.0093	0	0	0	0.0101	0	0	0.0051	0	0	0	0	0.0048	0.0027	0	0.0026	0	0.0154	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0.0104
taxid:1045856|Enterobacter_cloacae_EcWSU1	0	0	0	0	0	0	0	0	0	0.0333	0.0019	0.0019	0.0069	0	0.0019	0	0	0	0.0037	0	0	0	0.2322	0	0	0	0	0	0	0	0.0019	0	0	0	2.8983	0	0.0016	0	0.0439	0	0	0	0	0	0	0.4846	0.0099	0	0.0018	0	0.0111	0	0	0.0018	0	0.1396	0	0.0018	0	0.1981	0.0034	0	0.0813	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0.0296	0.0178	0	0	0	0.007	0.0017	0	0	0	0	0.9312	0
taxid:1045858|Brachyspira_intermedia_PWS/A	0	0	0	0.0048	0	0	0	0	0	0	0	0.019	0	0	0	0	0.00250000000001	0.0153	0	0	0	0.1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0.0027	0	0.0023	0	0	0	0	0	0	0	0	0	0	0.0151	0.0027	0	0	0	0	0.0027
taxid:1046629|Streptococcus_salivarius_57.I	0	1.4296	0	0	0.0123	0.0754	0.3999	0.9329	0.4855	0.0124	3.7182	0.2094	5.3583	0.1017	2.0501	0.0695	2.1181	0	2.0534	0.0041	2.3216	0	0.3177	0.1252	0.1715	0.1466	0	0.4951	0.0419	0	0.00830000000001	1.474	0.2468	0	0.00830000000001	0	0	0.7549	0.0164	0	2.07	0	0.0042	3.1072	0	1.1019	1.7504	0	0.2706	4.54	0.029	0.0371	0.0084	0.00790000000001	8.7499	0.1786	0	0.004	0.2565	0.1955	0.169	0.0167	0	0	0.0793	0.0042	0	1.2805	0	0.0852	0.241	0	0.0128	5.3913	0	0.0121	0.0037	0.0243	16.4213	0.266	0.3034	0.00790000000001	0.012	0.0041	0.0084	0.0394	0.0167	0	1.4148
taxid:1048245|Mycobacterium_canettii_CIPT_140010059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1048260|Leptospirillum_ferriphilum_ML-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1048332|Streptococcus_salivarius_CCHSS3	0.0703	0.0406	0.1566	0	0.7657	0.3818	0.0126	2.5311	1.3947	0.0161	0.1088	0.0041	0.1248	7.1059	0.0039	0.012	0.0568	0	0.0944	0.3689	0.1059	0.1364	0.0036	0.0041	0	0.6243	0.0818	0	0.0041	0.004	0	0.0241	0.0041	0.2106	0.5728	0.0042	0.0995	23.0107	0.004	0.1573	0.0566	0	0.4673	0.6624	0.004	0.0115	0.0321	0.1258	0.0152	0.1195	1.329	0	0.0607	0.0981	0.1137	5.9851	0.0162	0.0038	1.7265	0.0201	3.1337	1.4914	0	0.0038	4.8527	0.0868	0.0042	0.032	0.0418	0.0073	0.0201	0.0431	0	0.1564	0	0.0714	0	0.2685	0.4569	0.0509	0	0.125	0.1289	0.0991	0.1699	2.0688	0.7873	0	0.0406
taxid:1048689|Escherichia_coli_O55:H7_str._RM12579	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0.0047	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0.0105	0	0	0	0.0016	0	0	0	0	0	0	0	0	0.1056	0	0	0.0082	0	0	0	0	0	0	0	0	0	0	0	0	0.0192	0	0.0017	0	0.0015	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0.0096	0	0	0	0	0	0	0.0026	0	0	0	0
taxid:1048834|Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_Tc-4-1	0	0	0	0	0	0.00289999999999	0	0	0.00559999999999	0	0	0	0.00559999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0.00289999999999	0.0086	0	0	0.0106	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0.0454	0	0	0	0	0	0.003	0	0	0	0.00289999999999	0	0	0	0	0.0026	0	0	0.0065	0	0	0	0	0	0	0	0
taxid:1049565|Klebsiella_pneumoniae_KCTC_2242	0	0.1553	0.0031	0	0	0	0	0	0	0.2244	0.0115	0	0.0015	0.0159	0.0016	0	0	0.0401	0.0437	0	0	0.0227	31.9086	0	0.1098	0.7087	0.0016	0	0	6.2394	0.064	0	0	0.0078	0.099	0	0.1795	10.8881	60.0561	0	0	0	0.0115	0.0568	0	0.0215	0.0016	1.4216	0	0.0047	0.0016	0.00329999999999	0	0.0317	0.026	0.00329999999999	0.0888	0.0284	0	1.2499	0	0	0	0.0015	0.1725	0.022	0	0	0.0068	0.1518	0	0	0.0017	0.013	0	0	0.00830000000001	0	0.3187	0	0.0125	0	0.5166	0	0	0	0	3.2589	0.0065
taxid:1051006|Propionibacterium_humerusii_incertae_sedis_SK182B-JCVI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0.0036	0	0	0	0.0037	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1051072|Streptococcus_equi_subsp._zooepidemicus_ATCC_35246	0	0	0	0	0.0121	0	0	0.0082	0	0	0.0042	0	0	0	0	0	0	0	0.0155	0	0	0.0082	0	0.0042	0	0	0	0	0	0.0041	0.0041	0	0	0	0.004	0.0347	0	0	0	0.0042	0	0.0042	0	0.0469	0	0	0	0.0125	0	0	0.0041	0	0	0	0.0116	0.0041	0	0	0.0641	0	0	0	0	0.0039	0	0	0	0	0	0	0	0.0175	0.0042	0	0	0	0	0.0289	0	0.0038	0	0	0	0	0.0042	0.0036	0.0042	0	0
taxid:1051074|Streptococcus_thermophilus_JIM_8232	0	0.0093	0	0	0	0	0	0.3235	0.0641	0	0.0093	0	0.0045	0.0046	0	0	0	0	0.0047	0.0046	0.0046	0	0.0303	0.0047	0.0094	0	0	0.0047	0	0	0	0.0092	0	0	0	0	0	0.0249	0	0.0187	0	0	0	0.1774	0	0	0	0	0	0	0.0323	0	0	0.0044	0.004	0.0046	0	0	0.0614	0	0.0445	0	0	0	0	0	0	0.0046	0	0.0092	0.0231	0	0.0047	0.0318	0	0	0	0	0.0138	0	0	0	0.0039	0	0	0	0	0	0
taxid:1052585|Bacillus_subtilis_subsp._spizizenii_TU-B-10	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1052588|Bacillus_subtilis_subsp._subtilis_RO-NN-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1052684|Paenibacillus_polymyxa_M1	0	0	0	0	0	0	0	0	0	0	0.0241	0	0.0167	0.0014	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0.00289999999999	0	0	0	0.0115	0	0	0	0.0014	0.0058	0	0	0	0	0	0.0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1054460|Streptococcus_pseudopneumoniae_IS7493	0.0041	0.1059	0.0309	0.0038	0.0721	0.0615	0.2447	0.0127	0.2807	0.129	0.4121	0.0819	0.0041	0.0041	0.0203	0	0.0115	0.0648	0.1424	0.0199	0.0243	0	0.0934	0.053	0.00830000000001	0	0.0637	0.0082	0	0	0.1401	0.0035	0	0.082	0.0041	0.1369	0.0041	0.2852	0.0648	0.041	0.1242	0	0.0041	3.8387	0	0.0041	0.1334	0.0205	0	0.121	0.0445	0	0.0246	1.6215	0.5627	0	0.0041	0.0732	0.9666	0.0885	0.3745	0.0041	0	0.1446	0.1431	0.0696	0.0085	0	0	0	0.5171	0	0	0.0156	0	0.0434	0	0.2191	0.1561	0	0.0114	0.0038	0.0515	0.004	0.0287	0	0	0	0
taxid:105559|Nitrosococcus_watsonii_C-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:106370|Frankia_sp._CcI3	0.0014	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0.0017	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0.0017
taxid:1064535|Megasphaera_elsdenii_DSM_20460	0.0144	0.0181	0.095	0.0106	0.0036	0	0.0113	1.0893	0.0108	0	0.0109	0.0034	0.0268	0.0036	0.0036	0.0539	0	2.1308	0.0165	0.0036	0.0175	0.0072	0	0.0989	0	0	0	0.0876	0.0108	0.0036	0.0107	0.0539	0.0478	0.0289	0.0149	0.0152	0	0.0436	0.0462	0	0	0.0747	0.04	0.065	0	0.0032	3.9876	0	0	0.3331	0.0969	0.0045	0.0036	0.0644	0.0811	0.068	3.8367	0.0303	0.4092	0.0279	0.0283	0.1346	0.011	0.0676	0.0182	0.0073	0.0113	0.0036	0.0038	0.0068	0.0036	0.0852	0.1191	0.029	0.0108	0.0036	0.0144	0.0101	0.0201	0.0209	0.0234	0.0308	0.1628	0.0106	0.0073	0.0063	0.0036	0.0184	2.0661
taxid:1064539|Azospirillum_brasilense_Sp245	0.0035	0	0	0	0	0	0.0011	0	0	0	0	0.0024	0.0114	0	0	0.0038	0	0	0.0032	0	0.0024	0	0	0	0.00599999999999	0.0012	0	0.0036	0	0	0.0012	0.0106	0.0024	0	0	0	0	0.0124	0.0012	0	0	0.0192	0.0148	0	0	0.0094	0.0032	0	0	0.0011	0	0	0	0	0.00559999999999	0	0	0.0021	0.0036	0.0012	0.0023	0	0.0109	0	0	0.0036	0.0012	0	0.0012	0	0.0032	0.0011	0.0077	0	0.0044	0	0.0011	0.0012	0	0.0011	0	0.0068	0.0108	0.0046	0.0012	0	0.0012	0.0093	0
taxid:10677|Enterobacteria_phage_Mu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:10678|Enterobacteria_phage_P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1118	0	0	0	0	0	0	0	0	1.2658	0	0	0	0	0	0.0939	0	0	0	0	0	0	0	0	0	0	0	0.1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:10679|Enterobacteria_phage_P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:10680|Enterobacteria_phage_P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6173	0
taxid:1069443|Mortierella_verticillata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000800000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0	0	0	0	0	0	0	0	0	0	0.000199999999995	0.000199999999995	0	0	0	0
taxid:1069533|Streptococcus_infantarius_subsp._infantarius_CJ18	0	0	0	0	0.0044	0.0045	0.0049	29.6607	0.2181	0.0044	0	0.0043	0	0	0	0	0.0084	0	0.0043	0.0044	0	0	0	0.0314	0	0	0	0	0.0179	0	0.0176	0.0044	0	0.0314	0	0	0	0.009	0	0	0.009	0	0	3.0532	0.0709	0.0045	0	0	0	0.1481	0.0089	0	0	0	0.0291	0	0	0	0.0403	0	0.0081	0	0	0.1589	0.0045	0.009	0	0.0044	0	0	0.0089	0	0.0042	0	0	0	0	0.0044	0.0134	0	0.0081	0.0125	0.0122	0	0	0	0.0175	0	0
taxid:1069534|Lactobacillus_ruminis_ATCC_27782	0.1833	0.0844	0.105	0.0857	0.1018	0.168	0.057	0.0794	0.0422	0.0561	0.0843	0.0548	0.054	0.0246	0.0638	0.0347	0.1916	0.0215	0.0851	0.0998	0.5716	0.0797	0.0391	0.0808	0.0293	0.0456	0.0739	0.0769	0.0223	0.0176	0.0129	0.0667	0.1115	0.0149	0.0746	0.035	0.0727	0.0546	0.0267	0.0643	0.1172	0.026	0.087	0.0043	0.123	0.1706	2.1429	0.0436	0.131	0.0909	0.0304	0.0546	0.0639	0.0294	0.0676	0.0652	0.0523	0.0404	0.0851	0.1435	0.0927	0.091	0.0217	0.1186	0.158	0.1089	0.0437	0.0739	0.0315	0.1288	0.0853	0.126	0.0336	0.1003	0.0774	0.0855	0.0128	0.1048	0.0508	0.0876	0.2569	0.0531	0.0781	0.0708	0.0893	0	0.0305	0.0363	3.1166
taxid:1069642|Bdellovibrio_bacteriovorus_str._Tiberius	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0.0021	0	0	0.0019	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0
taxid:10710|Enterobacteria_phage_lambda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8268	0	0	0	0	0	0	0.1835	1.635	0	0	0	0	0	0	0	0.1814	0	0	0	0	1.2041	0	0	0	0	0	0	0	0	0	0	0	0	0.6536	0	0	0	0	0.1794	0	0	0	0	0	0	0	0	0	0	0	0	0.1546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1071400|Lactobacillus_buchneri_CD034	0	0	0	0	0	0	0	0.1853	0	0.0243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1072459|Escherichia_coli_O7:K1_str._CE10	0	0	0.0016	0	0	1.7984	13.8384	0.1094	0	0	0	0	0	0	0.0451	0.0099	0	0	0	0.1825	0	0	0.0067	0	0.0168	0	0	0	0	0.4763	0.5928	0	0	0.03	0.4516	0	0	0	0.0145	2.0043	0	0	0.0636	10.6369	0.303	0	0.00830000000001	0	0.1685	0	0	0	0	0	0	0	5.3985	0.3657	0	0	0	0.0504	0	0.1916	0	0	0	0	0	0.085	0	0	0	0	0.0061	0	0	0	0	0	0	0	0	0	0.1708	0	0.0134	0	0
taxid:10726|Enterobacteria_phage_T5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:10742|Enterobacteria_phage_HK022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2209	0	0	0	0	0	0	0.2184	0	0	0	0	0.2184	0	0	0.2209	0.4368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1074889|Blattabacterium_sp._(Mastotermes_darwiniensis)_str._MADAR	0	0	0	0	0	0	0	0	0	0	0.0152	0	0.0149	0	0.0301	0	0	0.0151	0	0	0	0	0	0	0	0	0	0	0.0152	0	0	0.0151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181	0.0142	0	0	0	0	0	0	0	0.0152	0	0	0	0	0	0.0154	0	0	0	0	0.0151	0	0	0	0	0	0	0	0	0	0.0151	0	0	0	0	0.0147	0.0298	0	0	0	0	0
taxid:1075089|Pasteurella_multocida_36950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1075399|Blattabacterium_sp._(Cryptocercus_punctulatus)_str._Cpu	0	0	0	0	0	0	0	0	0	0	0	0.0443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:10761|Shigella_phage_Sf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6915	0	0	0	0	0	0	0	0.2382	0	0	0	0	0	0	0	1.7314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2254	0	0	0	0	0	0	0	0	0	0	0
