kegg_modules	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
M00201: alpha-Glucoside transport system	0.000209085	0.000177415	0.000277143	0.000105754	0.000277099	0.000242321	0.000198182	0.000148003	5.88472e-05	4.69297e-05	9.57923e-05	0.000265043	0.000319393	7.64427e-05	6.27547e-05	0.000308365	0.000131955	0	0.000211246	0.000153919	7.89167e-05	2.27917e-05	6.68254e-06	0.000511812	0.000162075	0.000142212	0.000167554	0.000131717	0.000189474	1.67995e-05	6.89857e-09	0.000197107	0.000171627	0.000159626	0.000101182	0.000235135	3.32938e-05	0.000143311	9.01468e-06	0.000151211	0.000312556	0.000335335	0.000237607	1.13915e-06	6.72577e-05	4.14474e-05	0.000111265	0.000130171	0.000107396	5.47122e-05	2.40044e-06	0.000243681	0.000119169	0.000326967	0.000135708	0.000335968	1.21952e-05	5.45722e-05	6.36327e-06	0.00016919	9.10708e-05	0.000115395	0.000363979	0.000147341	0.000180719	0.000170575	0	0.000187631	0.000137157	0.000145389	0.000279007	0.000230391	7.89256e-05	0.000115136	5.30392e-06	7.11293e-05	0.000124554	8.2834e-05	0.000273122	1.11842e-05	0.000385602	0.000143007	0.000329109	0	0.000254737	1.62529e-05	0.000154869	0.000167082	0.000281147
M00202: Oligogalacturonide transport system	0.000392945	0.000497946	0.000455065	0.000334828	0.000377733	0.000313363	0.000336261	0.000814055	0.000119124	0.000420056	0.000326081	0.000379151	0.000645785	0.0002932	0.000248795	0.000345178	0.000345865	0.000743091	0.000442901	0.00042458	0.000137169	0.000317894	0.00112398	0.000873082	0.000496973	0.00120345	0.000358517	0.000601184	0.000281888	4.21513e-05	1.42674e-06	0.000434028	0.000620708	0.000355096	0.00162254	0.000427166	9.32752e-05	0.000310111	0.00193073	0.000432677	0.000502411	0.000671211	0.000443187	9.47589e-06	0.000334847	0.000336	0.000261169	0.000273704	0.000346536	0.000428891	0.000191307	0.000409856	0.000432027	0.000608499	0.000272413	0.000531503	4.14269e-05	0.000145345	0.000226308	0.000181474	0.000571788	0.000963986	0.000522433	0.000423027	0.000506763	0.000356322	0.000243532	0.000650724	0.000256739	0.000673302	0.000328808	0.000450556	0.000457737	0.000869791	0.000389442	0.000477113	0.000318989	5.85252e-05	0.000260026	0.000240031	0.000554109	0.000454297	0.000683162	0.000311607	0.000313205	0.000231744	0.000309802	0.0016569	0.000524843
M00203: Glucose/arabinose transport system	0	0	0	0	0	0	0	6.28495e-11	0	1.4321e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.72108e-08	0	2.14847e-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57628e-06	0	0	0	0	0	0	0	0	0	0	0	2.36571e-08	0	4.98103e-08	0	0	0	0	1.39965e-08	0	4.95256e-07	9.18925e-08	0	8.55446e-07	0	0	0	0	0	0
M00204: Trehalose/maltose transport system	0	0	0	0	0	1.03699e-06	2.01305e-06	0	6.8382e-07	0	0	1.46937e-06	0	0	7.90367e-07	1.82849e-05	0	0	0	0	0	5.39916e-07	0	2.39587e-05	0	3.10293e-06	0	0	1.72752e-06	3.02258e-10	0	6.71072e-07	0	0	7.65297e-09	1.02436e-05	0	0	0	1.15599e-05	0	3.87548e-06	0	0	0	0	2.88003e-08	0	2.6482e-07	7.5709e-07	9.85585e-06	0	1.07008e-06	9.87844e-06	0	0	3.93503e-09	0	1.04775e-05	0	3.94431e-05	1.92126e-05	0	0	8.00026e-07	0	0	2.64203e-06	0	1.03798e-06	0	0	0	1.92124e-05	8.51193e-08	0	0	1.81969e-06	3.58456e-06	0	0	1.09455e-06	3.71963e-06	0	2.33631e-08	1.9308e-06	0	6.39071e-08	0
M00206: Cellobiose transport system	0	0	0	0	7.7034e-05	0	8.47976e-05	1.16777e-05	0	0.000353155	0.00019543	8.66669e-05	0	0.00014846	0	0.000179734	0	0	0	2.10301e-05	0	6.9979e-06	6.87811e-10	0.000181113	0.000163552	0	0.000257306	0	0	0	0	0.000145648	0.000101766	0	0	8.37021e-05	0	8.40869e-08	0	0.000179708	0.000137896	0	0.000103086	0	0.000162994	0	3.63234e-05	0	0	3.34395e-05	7.00583e-06	8.7788e-05	0.000176922	8.44429e-06	0	0	0	0	0	5.69552e-05	5.58539e-05	0	0.000215743	0	0	0	0.000190698	0.000194752	4.54158e-05	7.4009e-06	7.45721e-05	0.000279714	0.000279627	0	0	0	0	0	8.39722e-06	0	0	0.000148288	0.000155258	2.18052e-06	5.43233e-07	0	0	4.51184e-06	3.6959e-05
M00207: Multiple sugar transport system	0.0103982	0.00896333	0.0102781	0.00823356	0.0102989	0.00986583	0.0103327	0.00938961	0.00596829	0.00947815	0.0077035	0.00887534	0.0106412	0.00907944	0.00748393	0.0105718	0.00955587	0.00686962	0.00967712	0.00985089	0.00578562	0.00817123	0.00646992	0.0135987	0.0109372	0.00983387	0.00922779	0.00926063	0.00926983	0.00671293	0.00679604	0.00877436	0.00688875	0.00833072	0.0112915	0.0103742	0.0057231	0.00843396	0.00894072	0.0100759	0.0114701	0.0149726	0.0102041	0.00859639	0.00928556	0.00748363	0.00920362	0.00758851	0.00786235	0.00912039	0.00605233	0.00874868	0.00879726	0.0148962	0.00809633	0.0109863	0.0062688	0.00605556	0.00688168	0.00813783	0.0123259	0.0169555	0.00939298	0.0114961	0.0107494	0.0079013	0.00744741	0.00809967	0.00743405	0.00897358	0.00852585	0.0124723	0.0092904	0.0127886	0.00952026	0.0100217	0.00814336	0.00962114	0.00800555	0.00712652	0.0127488	0.00901542	0.0103749	0.00889195	0.010497	0.0077685	0.00763447	0.0081489	0.0109006
M00219: AI-2 transport system	5.11804e-06	0	1.97883e-05	2.14569e-05	0	0	0.00030237	0.000210897	2.25024e-07	0.000168724	0.000135594	0	0	0.000165344	0	0.000169273	7.31506e-08	0.000161128	0	9.23564e-06	0	0.000442434	0.00177696	0	0.000146703	0.00017811	4.17217e-05	1.63023e-05	7.11548e-05	0.000593768	0.00375645	0	3.48768e-06	6.98646e-06	0.000335965	8.0896e-05	3.32469e-06	7.48581e-07	0.00157525	0.000121771	0	0.000201876	3.19726e-05	0.0038697	0	0.00012634	0.000273764	0.000128	4.03433e-08	0	3.38393e-06	2.37731e-06	0.000117246	0	3.13472e-08	7.63269e-05	0.000403044	0	0	0.00284349	0	0.00326475	0.00012902	9.75271e-07	0	0.000112458	8.73385e-05	7.05838e-06	6.73935e-05	0	7.31079e-05	3.60635e-05	1.45407e-06	0.00018795	0.000210477	0.00010193	9.65597e-06	0.000105372	0	8.1304e-05	0	0	9.9136e-07	0.000223001	1.52319e-06	0	7.97379e-06	0.00100507	9.4081e-05
M00220: Rhamnose transport system	0.000152031	0	5.08323e-07	1.93143e-05	0	7.62516e-05	0.00016694	7.43905e-05	6.87404e-05	3.30171e-05	6.5843e-05	6.11698e-05	5.98985e-05	0.00011463	4.57396e-05	1.41146e-05	1.04331e-06	6.27009e-05	4.43315e-05	0	0	0	1.18511e-05	0	0	0.000101911	3.37105e-05	9.98843e-05	4.65767e-05	1.67705e-05	1.04825e-06	0	1.38354e-05	0.0001644	0.000752819	4.05946e-05	1.63273e-06	0.000680492	0.00139122	0.00054469	0.000187963	0.000488074	9.37571e-05	8.63606e-06	0	0.000269104	7.14415e-05	5.09716e-06	7.14198e-05	0	0	1.5448e-05	3.29943e-05	0.000141477	0.000152127	2.39651e-05	1.00392e-05	0	1.90282e-05	2.99616e-06	3.43942e-05	0.00102739	0	6.38116e-05	2.16828e-05	9.10887e-05	0.000267436	4.79575e-05	1.47187e-05	8.12526e-05	0	0.000133553	0	2.44504e-05	0	4.06761e-05	0	0.000113908	0.000105876	0	2.9561e-05	0.000147228	0	0	1.06375e-05	0	0.000300117	0.00148864	8.62787e-05
M00222: Phosphate transport system	0.0313867	0.0280675	0.0341813	0.0297826	0.0325386	0.0276409	0.0341214	0.0288275	0.0268213	0.0293965	0.0233443	0.0338226	0.0334285	0.0314478	0.0269756	0.0326318	0.0325136	0.0281106	0.0335864	0.0327337	0.0215873	0.0334215	0.0175211	0.0299501	0.0290556	0.0297537	0.0292996	0.0297419	0.0317426	0.0283009	0.0206788	0.0259866	0.0203508	0.027915	0.0300517	0.0308831	0.0323573	0.0274672	0.0231919	0.0268636	0.0312102	0.0374628	0.0303756	0.0270205	0.0312345	0.0242008	0.0271057	0.0328552	0.0281286	0.0303738	0.0290691	0.0313906	0.0297417	0.0303885	0.0292083	0.0290192	0.0256043	0.022934	0.0245223	0.0203385	0.0294107	0.0281343	0.0411858	0.0350673	0.0289208	0.0301708	0.0283222	0.0273307	0.0303284	0.0294647	0.0286986	0.0354013	0.0317074	0.0306481	0.0331609	0.0311614	0.0284797	0.0277835	0.0261941	0.0300856	0.0304581	0.027611	0.034543	0.0309013	0.0308397	0.0304102	0.0331956	0.0346946	0.0341617
M00225: Lysine/arginine/ornithine transport system	6.46798e-06	2.58833e-06	7.84999e-06	1.08316e-05	2.09473e-05	6.62885e-05	4.21278e-05	6.11139e-05	3.11368e-09	0.000205285	3.17238e-06	2.3951e-05	1.70028e-05	1.0073e-05	4.74218e-05	7.32285e-06	2.16848e-06	1.17678e-06	1.44371e-05	8.98136e-06	2.47079e-06	4.38019e-06	0.00182243	3.16969e-05	1.33994e-05	1.01956e-05	1.92192e-06	1.09938e-05	5.8453e-06	0.000517621	0.00313665	9.1973e-06	3.23353e-06	1.1605e-05	0.000284309	8.45848e-06	3.63547e-07	0.000236161	0.00198275	1.25958e-06	4.77902e-06	3.06932e-05	4.63972e-06	0.00438987	2.47558e-06	0.000287053	7.94697e-05	1.07624e-05	3.76448e-06	4.47794e-05	1.83913e-06	1.6462e-06	1.5674e-06	8.73873e-08	3.36556e-07	5.5465e-06	0.000548517	0.000152378	1.32907e-05	0.00250598	1.52502e-05	0.000296608	5.00757e-05	0.000239894	1.43805e-05	8.55556e-06	1.13124e-06	5.88652e-06	1.21084e-05	3.73569e-07	7.13699e-07	3.66301e-05	1.90682e-05	1.92518e-05	0.000141716	6.40831e-06	2.23393e-06	0.000224034	4.94796e-06	3.62956e-07	5.39195e-06	5.75714e-06	7.27798e-06	3.25607e-06	0.000158713	0	2.27202e-06	0.00117062	2.21542e-05
M00226: Histidine transport system	3.10365e-06	7.15524e-07	9.94464e-06	0	3.67871e-06	0.00011951	8.48307e-05	4.55638e-05	3.11394e-09	0.000281192	2.99743e-06	5.05666e-05	1.61366e-05	3.9629e-06	0.000182242	3.12371e-06	1.09903e-06	1.20775e-06	1.3204e-05	4.73874e-06	3.72507e-06	5.39337e-06	0.00195217	2.29207e-05	2.35011e-07	1.0642e-05	1.72371e-06	6.67694e-06	6.62341e-06	0.000627058	0.00347593	3.51151e-06	2.45193e-06	1.02255e-05	0.000271312	5.09138e-06	3.95569e-07	0.000243901	0.00197734	1.27978e-06	3.56252e-06	2.22402e-05	3.76082e-06	0.00462889	2.4798e-06	0.000130845	7.01508e-05	4.25865e-06	3.78129e-06	1.84705e-05	1.93094e-06	5.46591e-06	1.01517e-06	9.59197e-08	4.97926e-06	5.56085e-06	0.000647327	0.000123627	9.31941e-06	0.00247751	8.9114e-06	0.000443912	9.41889e-06	0.000297349	9.17148e-06	9.76979e-06	3.32047e-07	1.26495e-05	1.01751e-05	3.54473e-07	4.18404e-07	3.59227e-05	6.94291e-06	1.54847e-05	0.000158428	6.47317e-06	2.19372e-06	0.000189251	5.33965e-06	4.67295e-07	5.32584e-06	5.84579e-06	8.97865e-06	1.97946e-06	0.000213007	0	1.51629e-06	0.00100503	9.25686e-06
M00229: Arginine transport system	1.52425e-05	6.51349e-05	5.08886e-05	1.223e-06	0.00020641	2.81047e-05	3.3784e-05	1.72247e-05	0	4.01209e-05	1.72869e-07	0.000154301	5.365e-06	5.34112e-05	1.35334e-05	1.74609e-05	2.09862e-05	1.37199e-05	3.68328e-05	0.000201499	0.000106413	2.02563e-06	0.00230664	2.53501e-05	8.16574e-06	2.76081e-06	9.59575e-06	2.48143e-05	1.92053e-05	0.000948466	0.00373112	8.63569e-06	8.46089e-06	2.08393e-05	0.000305594	0	7.04273e-08	6.04068e-05	0.00245018	1.8036e-07	6.12648e-05	4.20276e-05	2.27329e-05	0.00528388	6.75073e-06	0.000299587	0.000522767	2.53687e-06	1.20332e-07	5.14065e-05	2.28887e-06	2.25398e-05	1.8577e-06	4.58921e-07	5.53225e-06	4.27104e-05	0.00116066	2.39157e-07	3.76698e-05	0.00311648	0.000347522	0.000125795	8.5969e-05	6.0513e-06	1.32006e-05	1.08099e-05	7.72257e-06	4.3031e-05	1.28653e-05	1.75474e-05	6.62866e-05	0.000360796	1.48583e-05	3.53358e-05	0.000444487	1.51356e-05	5.58831e-06	4.65266e-05	1.46494e-05	1.42775e-05	0.000350781	6.4853e-06	7.88458e-06	6.65919e-06	0.00018671	3.29545e-07	2.43432e-05	0.00126082	6.99734e-05
M00230: Glutamate/aspartate transport system	2.27712e-06	4.43613e-06	0	0	0.000323361	0.000295199	0.00012044	0.000985462	0.000361566	0	0.000994346	0.000142858	3.81702e-05	1.86482e-05	2.3226e-05	2.47872e-05	6.54068e-06	0	0	0	0.000132945	5.80002e-05	0.00214809	0.000327941	0.000183914	0	4.53673e-06	0.000176546	0	0.000979621	0.00344048	0	0.000198968	0.00019968	0.000257318	9.98943e-05	0	0.000492724	0.0015942	0	0.00017995	1.54668e-05	1.48773e-05	0.00636254	4.45909e-05	0.00039427	0.000101558	9.44464e-06	0.0004318	0.000407353	0.000318962	0	6.56299e-05	0.000181434	9.63138e-06	4.60479e-05	0.00127417	0.000103641	0.000516251	0.00239573	0.000351846	0.000134994	0.000150333	0	2.11512e-05	5.16782e-05	6.3913e-06	0.00028757	3.27221e-06	0.000246424	6.56877e-05	4.41189e-05	0.000423374	6.20156e-07	0.00042992	0.000186825	0.00020561	7.47111e-05	0.000148297	0.00079571	5.14467e-05	0.000321167	0.000118255	1.223e-06	0.000944546	0	0.000237629	0.0013948	0.000182075
M00231: Octopine/nopaline transport system	2.35379e-06	1.09196e-06	5.93118e-06	0	3.66052e-06	3.95174e-06	1.78392e-06	2.74346e-06	3.15544e-07	3.64166e-06	9.60677e-07	4.3209e-06	6.3982e-06	7.8684e-07	2.28333e-06	6.80798e-06	1.99048e-06	8.08502e-07	6.70891e-06	1.66487e-06	8.69604e-07	4.37276e-06	4.67742e-07	7.81522e-07	2.55637e-06	2.44266e-06	1.46105e-06	3.56361e-06	2.61167e-06	1.00079e-06	3.50635e-07	5.68609e-07	1.04694e-06	4.6335e-06	6.17948e-07	3.30264e-06	1.81647e-07	7.86392e-06	4.49938e-06	3.98256e-07	5.3039e-07	1.91123e-05	1.4444e-06	0.000117348	2.07213e-06	7.16322e-07	2.22897e-07	2.95283e-06	5.90215e-07	6.22211e-06	2.01543e-07	1.92764e-06	1.52674e-06	6.06836e-07	1.47535e-07	3.38012e-06	4.36313e-07	3.24053e-07	2.58957e-06	2.04518e-05	5.62176e-06	6.5818e-06	1.10902e-05	2.94328e-06	5.33693e-06	1.89044e-06	0	1.43618e-06	3.3543e-06	3.55555e-07	1.05558e-06	1.52186e-05	3.05067e-06	7.14114e-06	5.44998e-06	7.71792e-07	7.34734e-07	1.04778e-06	1.00637e-06	3.49038e-09	1.32879e-06	0	1.24952e-06	0	5.57945e-07	2.73222e-07	5.56299e-07	1.24675e-05	1.75895e-06
M00232: General L-amino acid transport system	0.000376846	0.000520786	0.00103884	0.000395153	0.000416323	0.000472378	0.000856269	0.00123254	0.000740513	0.000298513	0.00103958	0.000709669	0.000483989	2.7014e-07	0.000599534	0	0.000146878	0.000226112	0.000472341	0.000402552	0.000635675	0.000416608	0.00344925	0.000310913	0.000244669	0.000217183	0	0	0.000963744	0.00124002	0.00523188	0.000846652	0	0.000644682	4.10885e-07	0.000252538	0.000328114	0.000503186	0.000478382	0.000243755	0.000224149	0.000948432	0.00040242	0.00917503	0.000622635	0.000640706	0.00128268	0	0.00014573	0.000903722	0.000757965	0.000180238	0.000216725	0.000925998	0.000419893	0.00067092	0.00175087	0.000148955	0.000934591	0.000392805	0.000551316	0.00126092	5.69953e-06	0.000376403	0.000688817	0.000539691	0.000467956	0.000474575	0.000262916	0.000399349	0.000347322	0.000771443	0.000753072	0.000439396	0.000942517	0.000691324	0.000524036	0.000887016	0.00102591	0.000424782	0.000253938	0.000216986	0.000627973	0.000471943	0.0021709	0	9.76369e-06	0.00228246	0.000271351
M00233: Glutamate transport system	0.0001258	0.000132498	0.000233453	0.000233477	0.000212085	1.04843e-05	1.48018e-05	0.00100454	5.53461e-05	0.000163332	0.000672067	0.000333094	0.000102187	2.78868e-05	4.25593e-05	0.000888146	0.000111482	0.000172386	0.000184955	0.000363369	0.000435853	0.000143583	2.6981e-05	0.00130386	0.000736919	0.000277677	0.000257182	0.000606647	0.00160906	3.0343e-07	6.13386e-06	0.000884295	5.45398e-05	0.000505572	0.000677912	0.00092606	3.22466e-05	0.000254314	2.71122e-05	0.000274039	0.000562401	0.00115596	0.000401907	0.000335531	5.00989e-05	0.000815682	0.000794062	0.00194964	0.00031143	5.15554e-05	0.000596731	3.76735e-05	0.000175493	0.000129978	4.81763e-05	0.000157222	8.08791e-06	0.000504233	0.000933856	8.88383e-05	0.000146746	5.61301e-05	0.00146087	0.00830525	0.000112351	0.000650595	4.25996e-05	0.000350844	7.08529e-05	0.000403802	0.00144367	0.00095734	0.000784845	0.000191906	0.00045846	0.000528379	0.000120737	0.000630827	0.000838526	2.41741e-06	0.000262091	0.000927083	0.000264163	0.000222621	0.000219193	3.69037e-06	0.000610708	0.00061986	0.00138811
M00235: Arginine/ornithine transport system	7.69175e-08	1.23498e-06	0	3.61097e-07	4.28069e-08	3.96189e-06	1.43247e-06	1.84224e-06	0	7.59198e-06	1.8568e-06	6.41919e-06	1.63897e-06	2.28421e-07	9.94107e-08	3.68992e-08	0	1.82908e-06	1.0382e-07	1.10611e-06	0	1.3936e-06	1.68286e-06	1.23134e-06	3.46142e-07	2.98178e-07	2.95538e-07	1.16833e-06	2.67405e-07	2.1371e-07	3.69837e-06	3.95207e-07	1.20489e-08	5.87908e-07	1.79251e-06	8.93004e-08	1.02723e-08	4.54804e-06	1.23316e-05	0	4.20109e-07	3.22556e-06	5.94371e-07	0.000235324	3.64623e-07	2.51862e-06	8.54275e-07	5.43343e-07	5.88697e-08	9.07854e-07	2.51517e-07	1.70606e-06	2.1098e-07	0	3.63827e-08	9.36038e-06	1.32943e-06	1.10555e-07	3.3593e-07	6.92401e-05	0	5.75736e-07	7.21853e-06	5.20608e-06	2.84065e-06	4.50028e-08	0	2.07257e-07	7.23753e-07	5.92384e-08	2.54035e-07	7.82909e-06	3.49127e-06	5.30716e-07	3.80993e-06	1.61098e-07	3.0015e-07	4.69388e-06	1.20522e-06	0	1.50924e-06	7.33296e-08	1.92383e-06	8.91218e-06	1.94298e-07	0	9.63347e-08	5.12236e-05	1.01733e-06
M00237: Branched-chain amino acid transport system	0.00818339	0.00880489	0.0106907	0.00636385	0.00592388	0.00898859	0.0110979	0.00884445	0.00629723	0.00788836	0.00778567	0.0107308	0.0111024	0.00667503	0.00516775	0.00913073	0.00708023	0.00746267	0.0119236	0.00754127	0.00536218	0.00826579	0.00551785	0.00851673	0.00901367	0.0096987	0.00630463	0.0122201	0.00577453	0.00520943	0.00667675	0.00691864	0.00551109	0.00883513	0.00777861	0.0076888	0.00286521	0.0112134	0.0101184	0.00932999	0.00568855	0.0171223	0.0110603	0.0091587	0.00730653	0.00755961	0.00993277	0.00848095	0.00562895	0.00873324	0.00528718	0.00463459	0.00587037	0.00877952	0.00515852	0.0105773	0.00438523	0.00573055	0.00800436	0.00880577	0.00773012	0.0120783	0.0146842	0.0144192	0.0093399	0.00669679	0.00491302	0.00685798	0.00616116	0.00808516	0.0100646	0.0110536	0.0145013	0.00983401	0.0111906	0.0102867	0.00923401	0.00838929	0.00473312	0.00528449	0.00967129	0.00671603	0.0106948	0.00727322	0.00851716	0.00438175	0.00718921	0.0131234	0.0116298
M00239: Peptides/nickel transport system	0.0130957	0.0125588	0.0145119	0.0117832	0.0118998	0.0144243	0.0176843	0.0139811	0.0111026	0.0119583	0.0121272	0.0192401	0.0166394	0.0133487	0.0123996	0.017044	0.01223	0.00969416	0.0156079	0.0138249	0.00950208	0.0131054	0.0104464	0.0150831	0.0129696	0.0153343	0.0142486	0.0157611	0.0118638	0.00974103	0.0137082	0.0127354	0.0109373	0.011023	0.0150252	0.0157096	0.00816021	0.0178307	0.0126927	0.0132355	0.0143857	0.0319179	0.0140213	0.0155208	0.0125251	0.0119231	0.0139873	0.0118896	0.00888253	0.014266	0.00997527	0.0104431	0.0116613	0.0191083	0.0112237	0.0150065	0.0120171	0.0100003	0.0117883	0.0127364	0.014092	0.0247352	0.0197113	0.0194512	0.0151437	0.0109415	0.00984446	0.012375	0.0138952	0.0148829	0.0150952	0.0171102	0.0207118	0.0186393	0.0158299	0.0117997	0.0115717	0.0171974	0.0121497	0.00974591	0.0166417	0.0133984	0.0143518	0.0129828	0.0132405	0.011632	0.0115536	0.0198714	0.0179196
M00245: Cobalt transport system	0.00425778	0.00324573	0.00183825	0.0029291	0.00154873	0.0017516	0.00715647	0.000217817	0.00476913	0.00474521	0.00300659	0.00404007	0.00427105	0.00637663	0.00224225	0.00490558	0.00247896	0.00876069	0.0034333	0	0.00161499	0.00397379	0.00418052	0.00337508	0.00521745	0.00437023	0.00546858	0	0.00454046	0.0024251	0.00215512	0.00347816	0.00437165	0.00364568	0.00142047	0.00686823	0.00264325	0.00392032	0.00463991	0.00470942	0.00394504	0.00320146	0.00181007	0.00101219	0.00192225	0.00165692	0.00386702	0.0041011	0.00262477	0.0021845	0.00401192	0	0.00519468	0.00656277	0.00423717	0.0041483	0.00532631	0	0.00248169	0.000653103	0.00334826	0.0143655	0	0.00615189	0.00529792	0.00015406	0.00440192	0.00441387	0.00621953	0.00362456	0.0113072	0.00212962	0	0.00173534	0.00332671	0.00187869	0.00151781	0.0102552	0.00486698	0.00154374	0.00173854	0	0	0.00279916	0.00273941	0.00982075	0	0.0013003	6.24394e-05
M00246: Nickel transport system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74478e-06	0	0	0	0	0	0	7.12944e-05	0	0	0	0	0	0	0	0	5.74029e-05	0	0	0	0	0	3.60727e-05	0	0	0	4.95948e-05	0	0.000944093	0	0	0	0	0	0.000737516	0	0	0	0	0	0	0	0.000698826	0	0	0.00153872	0	0.000138966	0	0	5.61726e-05	0	0	3.84534e-05	0	0	7.40549e-05	5.30108e-05	0.00066272	0	0	0	0	0	0	0.000748382	9.67114e-05	0	0	0	0	0	0	0
M00260: DNA polymerase III complex, bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00624876	0	0	0	0	0	0	0.00283662	0.00944656	0	0	0	0.00378291	0	0	0	0.00753941	0	0	0	0	0.0122942	0	0	0	0	0	0	0	0	0	0	0	0	0.00356569	0.0026734	0	0.00684475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00157978	0	0	0	0	0	0	0	0	0	0.00170402	0	0	0	0
M00261: DNA polymerase alpha / primase complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00262: DNA polymerase delta complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00263: DNA polymerase epsilon complex	0	0	0	0	0	0	1.74653e-09	5.73751e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41242e-07	0	0	0	0	0	0	0	6.04516e-09	0	0	0	2.98246e-08	0	0	0	0	0	0	0	0	0	1.56633e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60696e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00276: PTS system, mannose-specific II component	0.00296291	0.00283052	0.00341707	0.00261793	0.0037187	0.00228137	0.00414783	0.00623214	0.00492962	0.00210411	0.00246131	0.00488883	0.00154689	0.0035951	0.00342409	0.0030523	0.00298454	0.00320048	0.00313594	0.00170479	0.00346969	0.00230924	0.00625049	0.00523924	0.00241628	0.00197751	0.00300395	0.00215247	0.0044253	0.00315969	0.00543934	0.00343472	0.00499268	0.00345705	0.00498217	0.00602863	0.00304465	0.00452317	0.00616073	0.00389607	0.00672423	0.00168598	0.00242112	0.0230071	0.00153041	0.00347899	0.00262287	0.00235232	0.0034574	0.00418674	0.00794426	0.00184032	0.00414268	0.0057988	0.00316124	0.00136396	0.00407545	0.00631777	0.00555076	0.00428354	0.00326694	0.00539847	0.00425513	0.00745431	0.00481579	0.0078194	0.00405973	0.0035656	0.0016306	0.00468492	0.00685321	0.00414705	0.00244178	0.00463328	0.00362681	0.00782974	0.00114857	0.00782745	0.0036232	0.00302501	0.0052235	0.0044201	0.003103	0.00266945	0.00353905	0.00885141	0.00311457	0.00313648	0.00324203
