kegg_pathways	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
ko00253: Tetracycline biosynthesis	1.23843e-06	1.20404e-06	2.21736e-08	1.75035e-06	3.89069e-06	2.8441e-06	3.26927e-06	1.48119e-06	2.18271e-06	1.63956e-06	1.00756e-06	1.57259e-06	1.10403e-06	1.82609e-07	5.07442e-07	1.86668e-06	1.01292e-07	1.8366e-06	1.53625e-06	1.00027e-06	5.25256e-08	1.73902e-07	1.71076e-07	3.52806e-08	1.64896e-06	1.48457e-06	1.73826e-06	2.10841e-08	4.89037e-06	3.99478e-07	7.10331e-06	1.28862e-06	9.76303e-07	1.10021e-06	3.68044e-08	1.17666e-07	5.93781e-06	4.01372e-08	1.37925e-07	1.20237e-05	3.6021e-06	2.13962e-07	1.18717e-06	1.09838e-07	1.44488e-07	1.16604e-06	3.03004e-07	2.8652e-06	0	3.21772e-07	2.72512e-06	3.80001e-06	2.68317e-06	0	1.19481e-06	8.48032e-06	3.94765e-06	2.23032e-06	1.34346e-07	2.12939e-07	1.52479e-06	5.37354e-08	8.8893e-08	3.24532e-08	2.25811e-07	2.95591e-06	9.26254e-07	7.63243e-07	3.51621e-07	3.48032e-06	1.09609e-06	1.64841e-06	9.22979e-08	6.46804e-08	1.63728e-07	1.31439e-08	7.26325e-07	9.94816e-07	1.65097e-06	1.1083e-06	3.78361e-07	0	2.08149e-07	7.02683e-07	2.118e-07	1.48099e-07	2.66034e-06	4.63992e-07	6.89666e-07
ko00260: Glycine, serine and threonine metabolism	0.0124369	0.0128348	0.0127325	0.0133778	0.0125615	0.0128121	0.01422	0.0131589	0.0134851	0.0128814	0.0131434	0.0139594	0.0134753	0.0128022	0.0122862	0.0134186	0.0136441	0.0119665	0.0133733	0.0132722	0.0133771	0.0147893	0.012498	0.0127711	0.0129485	0.0128203	0.0129562	0.0126453	0.0123523	0.0129024	0.0129227	0.0128761	0.0134468	0.0130704	0.0127471	0.0130695	0.0125904	0.0133623	0.0126844	0.0127405	0.0129799	0.0146551	0.0132019	0.0106866	0.0139322	0.0131549	0.0136168	0.0142062	0.0128986	0.0131982	0.0135509	0.0129307	0.0135891	0.0125543	0.0131236	0.0137882	0.0131788	0.012919	0.0140568	0.0124759	0.0135029	0.0131563	0.0153179	0.0138032	0.01342	0.0139943	0.0124385	0.0127334	0.0125773	0.0132531	0.0134432	0.0137111	0.015423	0.0130929	0.0135243	0.0123598	0.0131826	0.0137923	0.0129711	0.0130384	0.0127938	0.0134215	0.0131267	0.0128164	0.0132349	0.0124772	0.0135087	0.0154672	0.0128586
ko00270: Cysteine and methionine metabolism	0.0142034	0.0143812	0.0153083	0.0144929	0.0146661	0.0149991	0.0146993	0.0151836	0.0138726	0.0146363	0.0146343	0.0148633	0.0150465	0.0143495	0.0140018	0.0150364	0.0152353	0.0139062	0.0151242	0.0146652	0.0152223	0.0148701	0.0141925	0.015134	0.015134	0.0147471	0.0148125	0.0142065	0.0134516	0.0130866	0.0130024	0.0140134	0.0140422	0.0149459	0.0147369	0.0142688	0.0118412	0.0151839	0.0140445	0.0127945	0.0147775	0.0162718	0.0153198	0.0127798	0.0150986	0.0152062	0.0142622	0.0143054	0.0137214	0.0149293	0.013847	0.0137961	0.0142974	0.014514	0.0143267	0.0154796	0.0129916	0.0153326	0.0152103	0.0144979	0.0149159	0.0137209	0.0162664	0.0160081	0.0152105	0.0139623	0.0135676	0.0141608	0.0137385	0.0152299	0.0141768	0.0153456	0.0146842	0.0153114	0.0152097	0.0163432	0.0147241	0.0148349	0.0139264	0.0146953	0.0150046	0.0143963	0.0149039	0.0142385	0.0147341	0.0140003	0.014501	0.0153857	0.0149625
ko00280: Valine, leucine and isoleucine degradation	0.0037754	0.00400537	0.00399012	0.0037745	0.0036443	0.00386105	0.00505815	0.00369605	0.0042984	0.00388022	0.00322615	0.00388736	0.00413627	0.00412427	0.00372356	0.00407463	0.00400227	0.00436956	0.0041487	0.00369737	0.00291876	0.00426616	0.00354596	0.00380636	0.00368636	0.00369507	0.00385543	0.00347924	0.00383545	0.00455166	0.0048734	0.00408807	0.00401122	0.00333475	0.0038924	0.00412443	0.00477457	0.00373285	0.00388307	0.0045244	0.00371613	0.00399919	0.00377596	0.00364761	0.00379419	0.0032042	0.00413139	0.00463837	0.00387986	0.00349203	0.00416486	0.00417525	0.00380489	0.00399684	0.00389255	0.00352966	0.00452498	0.00339721	0.00367438	0.00395124	0.0038907	0.00393431	0.00396766	0.00360615	0.003519	0.00397098	0.00447573	0.00383941	0.00439001	0.00373501	0.00449663	0.00348251	0.00407653	0.00369721	0.00412788	0.00377525	0.00387519	0.00454456	0.0039069	0.00405106	0.00332777	0.00406056	0.00345382	0.00410054	0.00395995	0.00468614	0.00384052	0.00388438	0.00325721
ko00281: Geraniol degradation	0.001523	0.00182019	0.00181267	0.00198417	0.00177343	0.00197017	0.00262701	0.00182555	0.00254185	0.0021188	0.00189806	0.00175776	0.00161134	0.00187031	0.00185765	0.0016825	0.00167606	0.00281169	0.00156327	0.00167419	0.00214083	0.00154949	0.00310146	0.00142179	0.00133504	0.00169866	0.00137503	0.00147507	0.00182148	0.00253066	0.00383502	0.00224752	0.00237416	0.00201024	0.00158867	0.00216671	0.00256346	0.00196075	0.00233366	0.00227485	0.00166009	0.00158804	0.00173473	0.00331061	0.00175218	0.00204222	0.00227571	0.00232195	0.00226151	0.00144933	0.00235306	0.00215009	0.00199321	0.001537	0.00210898	0.00171381	0.00265478	0.00213655	0.00165402	0.00251037	0.00142299	0.00135366	0.00256458	0.00147952	0.00153373	0.001783	0.0020667	0.00222913	0.00171253	0.00164516	0.0022489	0.00136759	0.00198546	0.0015697	0.00173298	0.00182559	0.0019876	0.00171767	0.00190661	0.00240746	0.00153135	0.00197849	0.00140023	0.00201112	0.00195255	0.00248823	0.00181827	0.0022928	0.00118879
ko00290: Valine, leucine and isoleucine biosynthesis	0.0286242	0.0273763	0.0288692	0.0271124	0.0267747	0.0277937	0.0257175	0.0279763	0.0257469	0.0276041	0.0281873	0.0265457	0.0299861	0.0256714	0.0266682	0.0272304	0.0284773	0.0236016	0.0285763	0.0286382	0.026826	0.0270521	0.0247564	0.0286539	0.0282671	0.0265329	0.0274759	0.0275723	0.0264463	0.0245716	0.0230538	0.0287028	0.0249177	0.0301854	0.0279195	0.0244936	0.0233277	0.0271925	0.0259975	0.0261443	0.0285104	0.028959	0.0286205	0.0221236	0.0272861	0.0294143	0.0277334	0.0263445	0.0264676	0.030119	0.0266058	0.0268615	0.0263233	0.0273032	0.0259225	0.0282541	0.0239364	0.0293718	0.0273679	0.0282882	0.0290536	0.0258167	0.030237	0.0288959	0.0285423	0.0281708	0.0240671	0.0279989	0.0285577	0.0268452	0.0285988	0.0290369	0.0267708	0.0292065	0.029744	0.0289994	0.0299416	0.0276656	0.0244256	0.0255244	0.0285276	0.0291167	0.0306568	0.0264321	0.0272429	0.024716	0.0263082	0.0267564	0.0288791
ko00300: Lysine biosynthesis	0.0181576	0.0197348	0.0201396	0.0192701	0.019673	0.0190129	0.0191859	0.0196275	0.0185311	0.0190514	0.0208264	0.0183386	0.0195036	0.0184622	0.0185563	0.0200598	0.0199009	0.0175321	0.0187893	0.0188896	0.0204491	0.0188138	0.0183457	0.0194392	0.0197711	0.0192222	0.0196469	0.018498	0.0186229	0.0177751	0.017139	0.01854	0.0181419	0.0199354	0.0202817	0.0182703	0.0171896	0.0201645	0.0178487	0.0190292	0.0203149	0.0203401	0.0199654	0.0152784	0.0196296	0.0212063	0.0187852	0.0178632	0.0198316	0.0207642	0.0194146	0.0184825	0.0191768	0.0199448	0.0194972	0.0204237	0.0176227	0.0211669	0.0200021	0.0190314	0.0196818	0.0189294	0.0201616	0.0198017	0.020087	0.0193057	0.0182588	0.0198811	0.019417	0.0194552	0.0194075	0.0196829	0.0190402	0.0200512	0.0198767	0.0203797	0.0194764	0.0188235	0.0186394	0.0187244	0.0201288	0.0195593	0.0203012	0.0180205	0.019548	0.018207	0.0186351	0.0193882	0.0178479
ko00310: Lysine degradation	0.00216215	0.00244036	0.00213662	0.00204771	0.00227647	0.00256585	0.00319715	0.00219743	0.00222375	0.00205247	0.00210898	0.00223916	0.00262084	0.00209331	0.00222038	0.00277019	0.00235517	0.00214751	0.00268002	0.00229243	0.00178468	0.00225356	0.00242149	0.00223501	0.00234267	0.00249012	0.00220953	0.00252631	0.00204135	0.00230533	0.00356516	0.00199068	0.0022119	0.00224323	0.00253415	0.00219978	0.00211478	0.00253983	0.00249085	0.0023152	0.00239011	0.00290636	0.00227563	0.00378665	0.00259112	0.00217208	0.0022453	0.00264733	0.00196187	0.00204274	0.00217946	0.00199172	0.00219199	0.00214071	0.00220147	0.00231526	0.00266679	0.0020675	0.00218759	0.00279525	0.00226068	0.0022056	0.00270015	0.00190907	0.00249684	0.00229712	0.0022542	0.00207361	0.00274252	0.00220684	0.00219642	0.0022819	0.00262264	0.00273739	0.00317577	0.00216095	0.00230915	0.00268633	0.00225905	0.00205315	0.00221493	0.00208861	0.0024138	0.00214204	0.00254517	0.00230547	0.00205	0.00285917	0.00184981
ko00311: Penicillin and cephalosporin biosynthesis	0.000896516	0.000547136	0.000573229	0.000914136	0.00123036	0.000784843	0.000543345	0.000499798	0.00112137	0.000723969	0.000485293	0.0006765	0.00037035	0.000150746	0.000680169	0.000336521	0.000357123	0.000655803	0.000470758	0.000711873	0.00038271	0.00105059	0.000727716	0.000640563	0.000939287	0.000464293	0.000401545	0.000313334	0.00142656	0.0013303	0.000941885	0.000590825	0.000607894	0.00062396	0.000935476	0.000735388	0.00212972	0.000468503	0.000773499	0.00157607	0.00109595	0.000480075	0.000340343	0.00149616	0.000606473	0.000378501	0.000396067	0.000933296	0.00129804	0.00029457	0.00137279	0.0011622	0.000945788	0.000120448	0.00065757	0.000290871	0.000613332	0.000548515	0.000411768	0.000284207	0.000328733	0.000126806	0.000206819	0.00046284	0.000311912	0.00109404	0.000680848	0.000549832	0.00111373	0.000897829	0.000659697	0.000689651	0.000348881	8.03946e-05	0.000652196	0.000573529	0.000456333	0.000802048	0.0015146	0.000604106	0.000381012	0.000486476	0.000399689	0.00088268	0.000809107	0.000237945	0.00111382	0.000379132	0.000623847
ko00312: beta-Lactam resistance	0.000614176	0.000368194	0.000663598	0.000485855	0.000718074	0.000588724	0.000626368	0.000423349	0.000481812	0.000423484	0.000197193	0.000426213	0.000614948	0.000403182	0.000622958	0.000454909	0.000886339	0.000655066	0.000499097	0.000597986	0.000251329	0.00037972	0.000319161	0.000502307	0.000593942	0.000490434	0.000491866	0.000709256	0.00038237	0.000456538	0.000140325	0.000377694	0.000510502	0.00033927	0.000383666	0.000517729	0.000268588	0.000185991	0.000401154	0.00044181	0.000736051	8.38908e-05	0.00071461	1.82248e-07	0.000651823	0.000265953	0.000407254	0.000372807	0.000610043	0.000474343	0.000136634	0.000373197	0.000370974	0.00129682	0.000395449	0.000514259	0.000352315	0.000197144	0.000222353	0.000196867	0.000471831	0.000794322	9.21473e-05	0.000305994	0.00066815	0.000214635	0.000502604	0.000522972	0.00019021	0.000590127	0.000679147	0.00101063	0.000224391	0.000968167	0.00026566	0.000570288	0.000174395	0.000356848	0.000456005	0.000483893	0.00088382	0.000256887	0.000289361	0.000420885	0.000506166	0.000644718	0.000286113	0.000119869	0.000331874
ko00330: Arginine and proline metabolism	0.0097991	0.00999968	0.00978944	0.00999482	0.0101604	0.0103015	0.00947712	0.00990948	0.0102588	0.00972918	0.00993522	0.0096584	0.0103609	0.0101211	0.00931374	0.0102986	0.0102639	0.0096537	0.00998274	0.00992369	0.00998305	0.00971978	0.00988165	0.0100034	0.0103403	0.00970916	0.0103767	0.00982459	0.0103904	0.0100473	0.0100422	0.0100612	0.0101191	0.0101029	0.010167	0.00988404	0.00950002	0.010116	0.00967946	0.0103676	0.00999425	0.0107619	0.0102396	0.00757103	0.00964676	0.0106661	0.00982963	0.0104751	0.0097094	0.00993213	0.0105117	0.0100027	0.00992122	0.0098658	0.0102914	0.0101298	0.00935498	0.0106961	0.00860937	0.0103993	0.00979651	0.00958987	0.0115791	0.00974997	0.0103872	0.0103922	0.00982752	0.0106515	0.0100961	0.00984211	0.00992828	0.0102386	0.0103217	0.0102778	0.0101396	0.0100387	0.0106207	0.0102357	0.00990542	0.00993887	0.0101299	0.0102395	0.0100493	0.00975394	0.00995962	0.00998208	0.0100096	0.0106213	0.00888365
ko00331: Clavulanic acid biosynthesis	4.05534e-07	1.17029e-07	4.24036e-07	1.07675e-06	3.1053e-07	3.86867e-07	6.64739e-07	4.28498e-07	1.62202e-07	1.26282e-06	1.87507e-07	9.33192e-07	3.88887e-07	1.94562e-07	1.04024e-07	3.22071e-07	3.35254e-07	1.74095e-07	2.05927e-07	4.36959e-07	1.93378e-07	4.59965e-07	3.58851e-07	8.95097e-07	6.41853e-07	1.63498e-07	1.08535e-06	2.77603e-07	2.68987e-08	1.19016e-07	1.23115e-07	1.77026e-07	1.95363e-07	6.07728e-07	5.6382e-07	3.06612e-07	1.1083e-07	8.63525e-07	3.33589e-07	6.39143e-07	4.56667e-07	4.79965e-07	8.48497e-07	3.97718e-07	8.50571e-07	3.63654e-07	1.05276e-07	2.21786e-07	9.86049e-07	3.03948e-07	1.05807e-07	1.57172e-07	9.17795e-07	1.19628e-07	5.75337e-08	7.86983e-07	2.44907e-06	1.27421e-07	2.26329e-07	6.65492e-07	1.79694e-07	9.82966e-08	1.21152e-06	1.74147e-07	9.31953e-07	2.22278e-07	4.44185e-07	2.23259e-07	4.81369e-07	3.62353e-07	1.1839e-06	1.60906e-07	2.65665e-07	3.04011e-06	2.27916e-07	1.32119e-07	9.80597e-07	1.67151e-07	1.5424e-07	7.49735e-08	1.21803e-07	1.34561e-06	2.68669e-07	1.64691e-07	4.4186e-07	1.08547e-07	3.37055e-08	7.92541e-07	7.25463e-07
ko00340: Histidine metabolism	0.0179831	0.0183144	0.0169701	0.0178408	0.0176211	0.0179893	0.0176785	0.0177634	0.0183088	0.0175923	0.0165199	0.0162339	0.0177922	0.0177844	0.0165346	0.0179741	0.0184012	0.0159293	0.0174862	0.0170006	0.017634	0.0166106	0.015182	0.0183259	0.0182104	0.0168823	0.0184822	0.0157145	0.0174429	0.017578	0.0143071	0.0166749	0.0183923	0.0171205	0.0178696	0.017282	0.0186114	0.0170013	0.016113	0.0181939	0.0180058	0.0170294	0.0171517	0.0106935	0.0168951	0.0176963	0.0160264	0.0184767	0.0176174	0.0162844	0.0169816	0.0177114	0.0192127	0.0175929	0.0179526	0.0169681	0.0161567	0.0173229	0.0152382	0.0162531	0.0170486	0.01276	0.0177495	0.016564	0.0179088	0.018196	0.0189444	0.0169423	0.0176021	0.0178532	0.0181528	0.0179649	0.0180587	0.0178071	0.0158642	0.0178008	0.0173762	0.0184279	0.0184066	0.0179543	0.0170317	0.017118	0.016114	0.0175225	0.0177779	0.0176415	0.020188	0.015504	0.0146099
ko00350: Tyrosine metabolism	0.0055172	0.00520421	0.00546617	0.00532404	0.00538265	0.00526655	0.00581655	0.00560003	0.00541679	0.00530199	0.00531386	0.00566475	0.00546267	0.00591234	0.00531924	0.00537765	0.00524365	0.00527909	0.00548624	0.00517193	0.00520879	0.00548306	0.00592845	0.00550908	0.00557072	0.00558933	0.00561649	0.00537361	0.00535165	0.00535255	0.005274	0.00568409	0.00506272	0.00549646	0.00555553	0.00584868	0.00515249	0.00566577	0.00607188	0.00540708	0.00536388	0.00590949	0.00566266	0.00571584	0.00552668	0.00536618	0.0054269	0.00549946	0.00506171	0.00513199	0.00503398	0.00507612	0.00548348	0.00559739	0.00510205	0.00529841	0.00546876	0.005396	0.00560068	0.00609789	0.0051937	0.00569246	0.00575339	0.00531722	0.00525649	0.00534398	0.00526475	0.00577666	0.00485952	0.0053633	0.00561262	0.00557626	0.00551703	0.00528301	0.00509626	0.00482495	0.00547481	0.00562764	0.00557178	0.00518652	0.00515195	0.00495505	0.00553658	0.0051046	0.0053667	0.00509794	0.00534303	0.00615211	0.00554427
ko00360: Phenylalanine metabolism	0.00385757	0.00369067	0.00344778	0.00379922	0.00366855	0.00386296	0.0039023	0.00371958	0.00412569	0.00373319	0.00359298	0.0041562	0.00403483	0.00423352	0.00367144	0.00364059	0.00382414	0.00375681	0.0038466	0.00332025	0.00386804	0.00389349	0.00431851	0.00376703	0.00392565	0.00365362	0.0039245	0.00359834	0.00382356	0.00394183	0.00491997	0.00355747	0.00384462	0.00387412	0.00367975	0.00397616	0.00425123	0.00367131	0.00425173	0.00395541	0.00344073	0.00397791	0.00384133	0.00430214	0.00376066	0.00372269	0.00374628	0.0040846	0.00389089	0.00344621	0.00364605	0.00352093	0.00381484	0.00360751	0.00363417	0.00386309	0.0037409	0.00368854	0.00385469	0.00382656	0.00352978	0.00324271	0.00386439	0.00366402	0.00369631	0.00386268	0.0036541	0.00391187	0.00417523	0.00370545	0.00407595	0.00406468	0.00365809	0.00338816	0.00359192	0.00332752	0.00390593	0.00414239	0.0041571	0.00393997	0.0033966	0.00356997	0.00358876	0.00349274	0.00372884	0.00396149	0.00397454	0.00386647	0.00353821
ko00361: Chlorocyclohexane and chlorobenzene degradation	1.64811e-08	4.59028e-07	0	3.29567e-05	4.26252e-08	2.76504e-07	2.22005e-05	6.97145e-07	2.05509e-05	3.33297e-07	2.82185e-05	3.14535e-07	4.07098e-08	2.06738e-07	0	8.44254e-08	8.98601e-07	6.01351e-05	6.53946e-09	4.20462e-08	8.19609e-05	2.30712e-06	0.000705879	2.86132e-07	1.99239e-07	2.88962e-07	7.99779e-05	0	3.55327e-08	0.000223514	0.00100094	1.68955e-07	1.38931e-05	3.02966e-05	1.09839e-07	2.55581e-05	0.000313709	2.67762e-07	0.000792705	6.02094e-05	0	2.09101e-07	4.20379e-07	0.00138386	1.33506e-07	1.22737e-07	1.36552e-06	5.50024e-05	0	1.32074e-07	1.24501e-08	4.59769e-05	2.82099e-05	0	0	6.02397e-08	7.9205e-08	5.10093e-08	0	0.00104541	2.0337e-07	7.11275e-06	2.33206e-07	0	9.67506e-09	2.9539e-05	7.52879e-06	3.76714e-08	5.14933e-05	0	1.84799e-05	2.76202e-08	2.64493e-05	7.94126e-08	9.10284e-06	0	2.13522e-05	7.04047e-06	5.861e-05	2.07759e-05	3.7598e-06	2.50984e-05	1.65215e-07	6.17363e-08	1.8547e-07	9.72458e-05	0	0.000905165	0
ko00362: Benzoate degradation	0.00249122	0.00237491	0.00307756	0.00226128	0.0023119	0.00257371	0.00297327	0.00238764	0.00201889	0.00259932	0.00209182	0.00266024	0.00299699	0.00247039	0.0023367	0.00258232	0.00222776	0.00214776	0.00282068	0.00238289	0.00189296	0.00233762	0.00262697	0.0026632	0.00268578	0.00262386	0.00259836	0.0027084	0.00225113	0.00228064	0.00240615	0.00251299	0.00186432	0.00214887	0.00256791	0.00248074	0.00199549	0.00238961	0.00329883	0.00246592	0.00235047	0.00294403	0.00262986	0.00279902	0.00249411	0.00199871	0.00240833	0.00266289	0.00220224	0.00274131	0.00178673	0.00209349	0.00213538	0.00267586	0.00216612	0.00263223	0.00231726	0.00191788	0.0021591	0.0035991	0.00275571	0.00329606	0.00265952	0.00260542	0.00258504	0.00217943	0.00208487	0.00244824	0.00265288	0.00232143	0.00260122	0.00251667	0.00231137	0.00301512	0.00278891	0.00272609	0.0024269	0.00284068	0.00201762	0.00232499	0.00246918	0.00251792	0.00299444	0.0026016	0.00259206	0.00235906	0.00228444	0.00242631	0.00273363
ko00363: Bisphenol degradation	1.07336e-06	1.05703e-05	0	0	0	0	0	7.50528e-08	0	4.14232e-07	6.76251e-07	0	0	0	0	0	0	0	0	0	0	5.57147e-08	2.40182e-08	3.25168e-07	0	0	0	0	0	9.79267e-07	0	0	0	0	0	0	0	5.60194e-07	1.37719e-07	0	0	0	1.52982e-07	0	1.11171e-06	0	0	0	0	1.01107e-07	8.33512e-08	4.34684e-06	0	0	0	0	1.48751e-06	0	0	1.00771e-07	0	0	0	0	0	0	9.15554e-08	0	9.92233e-08	0	1.96657e-06	0	3.51028e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00364: Fluorobenzoate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38712e-05	0	0	0	0	0	0	2.65569e-07	0.0010192	0	0	0	0	0	0	4.57947e-06	3.49991e-05	0	0	0	0	0.00118982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0035e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66035e-05	0
ko00380: Tryptophan metabolism	0.00180007	0.00187831	0.00215762	0.001806	0.00156026	0.00197666	0.00263349	0.00188238	0.00182614	0.00189043	0.0016962	0.0021622	0.00223565	0.0016238	0.00195354	0.00217491	0.00177185	0.00189182	0.00209732	0.00207763	0.00163283	0.00223383	0.00198939	0.00166515	0.00176009	0.00211688	0.00177177	0.00220714	0.00159381	0.00187179	0.00256583	0.00174486	0.00186504	0.00177528	0.00175065	0.00154894	0.00163522	0.0020959	0.00227949	0.00166849	0.00161211	0.00232789	0.00190319	0.00306598	0.00186548	0.00179456	0.00220345	0.00200003	0.00159398	0.00200867	0.00144843	0.0014143	0.00175098	0.00165098	0.00152529	0.00198916	0.00197329	0.00154844	0.00161828	0.00241172	0.0018437	0.00206735	0.00225436	0.00195625	0.00182114	0.00151724	0.00167323	0.00173252	0.00214239	0.00186494	0.0018899	0.00193968	0.00207418	0.00197708	0.00240356	0.00177471	0.00183518	0.00272446	0.00170924	0.0018161	0.00186042	0.0020158	0.00224381	0.00198048	0.0020996	0.00162144	0.00161133	0.0023605	0.00240673
ko00400: Phenylalanine, tyrosine and tryptophan biosynthesis	0.0147286	0.0143153	0.0139888	0.0143811	0.0145484	0.0140687	0.0126127	0.0144444	0.0141923	0.0142865	0.0151159	0.0135065	0.0139255	0.0152368	0.0139283	0.0144819	0.015747	0.0132073	0.0136871	0.0140892	0.0160367	0.0130514	0.014273	0.014582	0.0144681	0.0134964	0.0147437	0.0121549	0.0139153	0.0133087	0.0127799	0.0147224	0.0146617	0.0143102	0.0137861	0.013939	0.0146492	0.0137104	0.0124792	0.0138261	0.0145459	0.0136796	0.0136101	0.00914572	0.0138975	0.0157993	0.0136429	0.0141454	0.0148157	0.0142472	0.014994	0.0145368	0.014599	0.0141174	0.0143573	0.0146209	0.0130443	0.0156972	0.0138554	0.013788	0.0147922	0.0127694	0.0147614	0.014598	0.014832	0.0150865	0.01463	0.0143508	0.0137409	0.0141204	0.0151957	0.0142578	0.0134585	0.0147732	0.0136227	0.0152638	0.0140467	0.0133705	0.0150577	0.0150115	0.0142369	0.0135631	0.013225	0.0133792	0.0135001	0.014795	0.0149966	0.013356	0.0115728
ko00402: Benzoxazinoid biosynthesis	1.20783e-06	8.02881e-06	1.81898e-06	5.80022e-06	4.95544e-06	2.93553e-06	2.13103e-06	2.58138e-06	6.59174e-07	6.2441e-06	5.06875e-06	1.12666e-06	9.90539e-07	2.75017e-06	1.44335e-06	4.43599e-06	2.32128e-06	1.51184e-06	2.78492e-06	2.78541e-06	1.6346e-06	4.83924e-06	5.63342e-06	5.77148e-06	1.07182e-05	4.06958e-06	2.10797e-05	3.78673e-06	8.85585e-07	3.13151e-06	4.2253e-06	5.05078e-06	4.4857e-06	4.93449e-06	7.58085e-06	4.04577e-06	3.55309e-06	3.60975e-06	3.45939e-06	9.22057e-06	2.06211e-06	5.27179e-06	2.14617e-06	6.00582e-06	4.22836e-06	2.02042e-06	3.21146e-06	5.93135e-06	2.23091e-06	4.02447e-06	4.01042e-06	2.8888e-06	4.38417e-06	3.55245e-06	7.86668e-07	7.15338e-06	2.30196e-06	4.03881e-06	3.30957e-06	5.21648e-06	1.7871e-06	8.42779e-06	5.22774e-06	4.3414e-06	6.74857e-06	5.40979e-06	6.75791e-06	1.92946e-05	3.33634e-06	6.86491e-06	5.82238e-06	3.90407e-06	2.45702e-06	4.89827e-06	6.67743e-06	3.02325e-06	1.09122e-06	2.04557e-06	7.9201e-06	1.86222e-06	8.07252e-06	4.08875e-06	1.27365e-05	4.3562e-06	9.89522e-06	4.8715e-06	4.64814e-06	6.22484e-06	1.02438e-06
ko00410: beta-Alanine metabolism	0.00500387	0.00598205	0.00562732	0.00579132	0.00550415	0.00544755	0.00475904	0.0051231	0.00609562	0.00542812	0.00537046	0.00491042	0.0051148	0.00626769	0.00598928	0.00546624	0.00586454	0.00622064	0.0056072	0.00500501	0.006204	0.00513166	0.00669284	0.00485646	0.00513016	0.00476965	0.00508952	0.00419308	0.0056877	0.00598627	0.00758678	0.00509237	0.00653646	0.00586503	0.00557612	0.00527557	0.00596725	0.00497184	0.00530023	0.00535602	0.00558062	0.00387863	0.00511819	0.00590739	0.00568575	0.00605442	0.00565165	0.00530787	0.00525072	0.00489911	0.00611444	0.00524005	0.00561771	0.00556508	0.00600592	0.00549857	0.00633043	0.00601991	0.0050184	0.00557174	0.00514857	0.0054102	0.00438073	0.00459236	0.00564059	0.00584827	0.00615512	0.00525506	0.00596088	0.00532256	0.00540119	0.00472138	0.00516012	0.00507324	0.00518278	0.00502887	0.00591975	0.00534313	0.00554764	0.00646337	0.00530898	0.00548737	0.00535571	0.00517686	0.00550065	0.00609137	0.00523578	0.00460515	0.00394739
