order	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Hydrogenophilales	0	0	2	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	0	1	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	1	0	0	0	0	0	0	3	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	2	0	0	11	1	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0	2	0	1	2	0	1	1	2	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales	2	0	5	2	1	4	2	2	1	1	4	4	5	1	2	2	2	1	4	3	0	3	2	2	6	1	0	0	3	0	2	0	0	2	1	3	3	1	0	10	0	1	0	1	1	1	1	4	0	0	5	1	1	1	0	0	0	2	1	1	4	0	2	2	2	1	0	0	0	0	6	1	2	1	8	2	1	1	9	1	1	2	0	1	2	2	3	1	0	0	3	2	1	0	0	2	1	5	0	1	2	0	0	1	1	7	4	1	1	2	0	2	3	0	2	2	0	0	2	4	2	3	3	0	1	4	0	29	4	1	2	1	0	0	1	0	2	0	0	1	1	2	3	1	1	4	0	0	3	1	0	0	0	1	0	3	3	7	1	4	2	4	0	3	1	5	7	2	2	1	5	1	0	0	1	0	0	0	0	2	1	1	2	0	1	4	5	1	2	2	0	1	1	0	3	0	6	2	1	3	2	0	0	1	0	3	1	1	2	1	1	1	0	1	2	0	3	1	1	1	1	8	2	6	5	0	2	0	2	1	1	2	2	0	2	1	0	0	0	0	1	6	0	6	3	5	2	0	1	3	1	3	1	2	3	6	2	2	0	2	0	0	2	3	2	4	0	2	2	2	0	34	0	1	2	1	0	1	1	0	0	3	0	0	3	3	1	0	5	1	0	1	0	0	0	1	1	0	0	1	3	2	0	2	2	1	1	0	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	5	2	4	4	4	2	3	4	0	4	1	2	8	3	1	6	4	2	4	5	2	5	5	15	13	4	0	2	6	1	4	2	1	7	1	3	1	0	0	10	4	2	4	0	3	3	7	4	0	1	5	4	0	3	0	3	0	1	1	4	12	4	1	2	7	2	3	3	8	4	9	1	2	8	1	0	3	2	0	2	3	5	13	1	9	0	0	5	7	2	2	3	4	1	3	2	0	3	3	3	11	3	0	0	3	11	7	4	1	5	9	3	1	13	5	0	1	2	6	10	5	7	1	1	5	5	9	5	6	5	0	1	2	9	2	15	0	3	2	2	2	6	2	0	11	2	1	6	8	12	8	2	2	4	2	6	10	4	11	2	3	7	1	1	6	6	9	1	1	22	14	2	0	1	3	2	3	2	2	4	2	4	5	2	7	8	8	4	3	1	2	5	7	0	3	4	6	7	0	9	8	4	0	0	2	4	14	6	8	5	10	3	1	2	8	8	13	4	14	9	8	3	6	1	5	4	6	0	6	5	0	6	17	2	3	7	1	1	2	4	5	5	4	12	6	8	1	2	9	7	4	3	2	10	9	6	4	11	7	2	2	2	4	11	6	14	5	2	6	5	11	4	7	4	10	1	0	8	9	13	7	2	0	7	5	3	5	0	3	1	6	0	2	1	2	5	0	2	2	4	7	7	2	8	10	13	4	4	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	0	3	2	0	0	1	0	0	0	2	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	1	0	2	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	2	0	1	1	1	0	0	1	1	2	0	0	0	0	1	1	1	3	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	4	0	1	2	0	0	0	2	4	1	0	0	1	2	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	2	5	4	4	1	2	0	0	0	1	0	0	2	3	1	3	0	0	1	0	1	1	1	1	1	2	0	1	0	0	0	0	0	5	1	3	1	0	2	1	0	4	2	1	0	1	1	0	2	0	0	1	0	4	4	7	0	0	0	0	0	0	1	4	2	0	0	2	3	1	0	1	7	1	5	1	0	0	1	0	1	0	1	1	0	3	1	0	0	3	0	1	0	5	3	2	0	2	1	6	0	0	0	0	0	2	4	1	0	0	3	0	0	2	0	1	1	0	0	0	3	0	1	0	0	1	3	0	0	1	2	0	3	1	1	4	0	0	0	0	0	0	2	0	0	6	0	0	0	0	1	0	2	0	4	2	0	1	4	3	1	0	5
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	4	2	6	2	3	3	6	0	1	4	3	1	3	3	0	3	0	2	7	7	5	3	6	2	9	2	0	3	2	1	8	1	2	9	0	2	12	2	2	5	3	1	3	3	2	11	8	2	4	1	2	1	0	4	9	0	0	7	1	10	10	0	2	3	5	3	1	5	4	6	7	1	7	11	6	4	5	5	18	0	4	5	5	0	4	1	0	6	5	0	3	10	4	0	4	9	1	5	1	2	3	2	0	7	4	16	7	3	6	2	1	3	6	4	12	1	4	6	4	10	6	9	17	6	2	1	2	79	10	2	2	2	5	5	2	5	6	3	3	0	1	3	5	0	1	3	2	7	4	14	2	2	3	2	0	4	5	8	8	4	5	10	1	5	3	7	5	1	8	5	4	5	0	0	3	3	4	2	3	3	2	10	6	0	1	6	6	0	4	0	1	7	17	4	7	0	9	0	0	12	14	0	0	6	2	4	7	1	3	5	11	7	1	3	4	11	5	16	3	17	2	9	3	19	2	9	7	0	4	8	0	10	13	0	1	7	2	0	5	6	7	5	2	15	3	5	0	4	7	7	1	5	6	2	3	11	7	5	15	0	9	4	4	10	8	14	26	7	6	5	3	53	9	5	15	5	16	1	12	7	3	4	10	0	5	3	6	0	3	4	1	1	3	1	3	3	6	0	1	0	10	4	3	4	9	5	4	3	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Sulfuricellales	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	0	0	1	0	2	0	2	0	1	4	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	5	2	0	0	2	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	4	0	1	0	0	0	2	1	0	1	0	1	0	0	0	0	4	0	0	1	0	2	0	0	1	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	4	1
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales	1	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	2	1	2	0	0	0	0	2	5	0	0	0	1	1	3	4	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	4	1	1	0	2	1	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	3	1	2	0	0	0	2	0	0	1	0	0	1	0	2	1	0	0	0	1	2	0	0	0	3	1	0	1	1	1	1	2	1	0	0	1	0	1	1	0	0	0	3	0	2	0	0	2	0	1	2	1	1	0	1	1	3	1	3	2	0	0	1	1	0	0	2	2	2	2	2	1	1	2	2	13	1	3	2	1	5	5	2	2	0	3	1	2	3	0	0	0	1	0	2	2	1	0	2	1	1	1	1	0	1	3	3	1	0	3	3	3	1	3	0	1	1	1	1	0	1	1	2	0	1	0	1	1	1	3	3	1	5	3	1	0	1	0	2	1	3	2	1	0	5	1	3	0	1	1	2	0	0	1	0	0	0	2	3	1	0	1	1	0	2	0	1	0	2	1	0	1	2	3	2	1	1	1	0	3	0	0	1	2	0	0	7	0	3	0	0	0	1	4	1	0	1	0	0	0	1	0	0	1	0	3	5	0	1	3	0	1
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales	0	0	0	1	0	1	0	0	0	0	0	2	2	0	0	1	1	0	2	4	0	0	1	3	5	4	0	1	3	0	1	0	0	2	1	2	0	0	0	4	1	1	4	0	1	0	1	1	0	0	0	1	0	1	2	0	0	0	2	4	1	0	2	0	5	0	0	0	2	3	2	1	3	8	5	0	0	0	1	0	1	2	0	0	7	1	0	1	2	0	0	4	2	0	3	5	0	0	1	2	0	0	0	1	4	7	1	2	3	0	0	4	3	1	4	2	0	3	0	5	0	7	4	1	0	5	2	2	2	1	3	0	0	0	3	0	0	1	0	2	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	3	6	5	4	1	0	1	2	0	4	8	1	1	3	1	5	0	2	0	2	0	1	0	0	0	0	3	3	0	2	5	0	2	1	0	0	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	3	1	2	0	1	1	0	1	2	0	1	2	3	2	2	1	3	0	0	0	5	0	5	1	0	2	2	0	1	2	0	0	0	3	0	0	0	2	1	0	0	3	2	5	1	1	1	2	0	1	2	2	3	2	0	0	2	5	1	4	5	3	0	6	0	1	3	3	5	0	2	0	2	0	0	0	1	1	1	2	1	0	2	0	0	0	0	0	1	1	0	0	0	1	3	0	1	0	2	0	0	0	3
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	3	7	11	13	2	28	3	6	0	7	1	4	7	8	3	11	2	3	7	4	3	10	5	3	8	10	3	1	2	3	3	5	0	9	3	9	4	2	1	19	1	10	13	3	3	14	36	3	6	1	13	8	1	7	11	4	3	3	4	6	11	10	2	5	5	4	0	0	3	1	5	1	7	8	5	1	1	5	2	2	3	5	5	1	6	6	0	12	6	1	3	8	6	1	1	6	5	3	0	3	9	11	2	5	9	10	19	3	10	6	4	4	5	4	5	1	2	13	3	8	9	5	2	4	1	12	1	4	7	2	4	8	2	2	2	8	2	2	2	1	3	6	3	0	4	1	3	2	15	18	8	23	10	8	3	9	6	13	7	11	2	14	3	6	14	7	7	9	8	7	6	4	2	3	9	4	4	9	0	13	2	10	3	5	6	12	13	11	20	2	0	16	54	3	15	5	36	9	1	19	11	4	2	1	12	14	19	15	10	14	4	1	1	12	18	6	7	4	8	12	7	6	6	5	3	9	9	2	17	11	0	13	5	3	3	3	5	0	3	11	7	7	0	21	6	17	5	5	9	14	10	6	10	12	4	5	16	4	12	4	6	10	7	9	16	9	6	7	9	7	1	1	10	9	6	14	4	3	6	10	6	3	4	7	5	14	11	0	5	3	3	2	2	0	1	3	2	2	4	1	14	7	5	10	23	17	5	6	11
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	26	23	32	33	26	11	8	7	6	24	17	16	28	17	10	19	11	14	38	58	11	24	31	34	50	19	2	3	21	12	5	9	4	27	10	29	30	10	23	39	20	12	18	10	7	23	36	8	13	7	23	18	1	23	18	12	4	25	12	33	53	19	25	6	33	36	7	9	26	24	15	32	85	39	60	14	51	48	30	10	15	37	7	3	68	16	2	38	37	2	5	19	19	3	8	63	14	14	13	20	37	36	1	31	24	131	51	12	32	18	13	14	14	37	47	6	6	18	21	78	43	72	44	25	17	66	12	58	51	12	334	10	5	17	44	6	33	11	17	52	30	27	19	2	20	13	15	13	33	48	24	9	10	9	12	26	40	54	55	13	11	32	13	14	30	103	31	28	54	30	70	30	3	13	40	7	8	16	9	17	6	68	14	8	39	57	36	20	49	11	6	17	41	6	26	12	27	34	3	60	23	7	0	26	14	33	38	16	58	14	39	28	6	12	51	25	33	59	87	36	34	90	40	27	15	23	44	10	57	26	10	57	79	3	17	25	16	4	11	52	16	18	16	51	41	43	2	34	44	179	41	13	29	24	17	21	34	37	51	19	12	18	25	74	72	128	73	29	29	66	7	58	60	20	589	14	11	6	68	8	43	23	19	85	22	24	45	0	32	18	30	29	15	9	7	30	15	6	13	33	69	54	20	20	59	24	8	17	71
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	8	8	7	11	12	17	17	10	4	12	8	7	13	8	3	16	7	8	14	14	10	9	18	16	18	15	8	4	6	5	10	6	3	10	2	7	4	9	4	28	8	9	9	12	8	6	11	7	11	6	3	5	3	14	17	2	10	4	2	18	16	2	10	4	21	10	1	7	10	12	19	14	15	9	15	8	7	21	9	3	11	10	5	2	17	11	6	9	10	2	8	9	20	14	15	28	5	5	4	11	11	10	4	16	14	34	22	12	12	17	6	8	13	15	20	7	5	11	21	40	8	21	27	8	11	16	6	10	19	10	17	4	1	1	8	1	7	11	8	4	4	17	4	0	3	7	19	16	5	19	18	13	19	18	9	19	32	11	30	15	8	19	14	19	15	26	19	14	22	11	27	14	18	5	16	5	12	4	15	15	5	30	4	16	18	35	21	21	3	7	3	10	9	2	9	14	17	12	2	20	16	0	11	6	7	21	11	20	22	2	30	14	1	20	26	26	17	22	9	19	19	17	29	8	9	15	26	7	24	16	15	21	26	2	16	12	7	8	18	17	8	12	22	27	18	9	6	19	21	31	12	23	20	15	15	22	14	19	17	13	6	15	33	33	25	35	28	15	16	35	6	14	17	19	31	11	11	1	15	2	12	9	19	8	10	18	16	1	8	10	17	5	11	4	6	7	10	0	4	5	13	17	10	16	22	21	9	7	10
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	5	6	10	3	9	10	9	7	3	3	19	11	8	13	3	20	3	5	26	14	11	3	28	20	35	12	3	2	12	2	12	5	9	14	0	14	2	6	1	36	14	13	7	8	4	6	10	5	5	9	8	5	1	9	11	1	0	4	6	28	23	3	10	2	16	6	2	4	10	14	16	12	12	28	28	3	10	17	12	1	16	12	1	1	33	7	7	14	11	0	10	25	11	2	12	17	2	2	5	11	17	13	1	12	9	40	28	4	21	12	10	7	5	13	22	9	4	5	20	51	5	34	19	8	2	21	7	12	14	7	15	6	2	0	9	1	4	7	9	10	15	11	7	0	7	5	5	7	10	9	7	10	8	6	1	10	31	24	38	12	3	22	5	10	32	44	21	12	27	20	27	9	4	3	14	4	8	3	8	6	0	23	4	7	9	39	25	19	8	6	2	4	17	3	10	13	17	11	0	27	13	0	1	3	4	30	25	11	23	1	24	10	5	6	24	21	18	18	24	37	21	24	24	6	10	18	19	3	20	20	6	21	21	3	6	22	9	1	6	8	9	8	5	44	18	13	1	15	19	34	8	11	21	17	24	12	13	23	41	7	4	6	27	58	12	39	31	17	13	44	5	20	23	14	31	10	9	2	9	4	5	7	11	5	11	8	8	0	6	18	12	8	6	3	5	11	6	3	3	6	16	14	9	14	10	20	8	7	29
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales	0	0	1	0	1	1	0	2	0	2	0	2	7	0	0	0	0	1	3	1	2	0	0	2	0	3	0	2	2	0	1	0	0	3	0	3	3	1	1	6	0	0	0	1	1	0	3	1	2	0	1	1	0	0	0	0	0	0	0	2	1	0	1	1	10	1	0	1	1	1	1	1	2	0	1	1	0	4	0	1	0	1	4	0	3	4	1	0	0	0	0	0	3	0	0	5	1	0	0	1	1	1	0	1	4	4	1	0	2	0	1	1	0	1	2	0	2	0	1	3	0	3	1	1	0	4	0	1	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	2	1	1	1	1	0	1	0	2	4	8	7	0	0	1	0	0	0	6	2	3	2	1	3	1	0	0	3	1	6	0	0	0	0	7	0	0	3	0	1	0	4	2	0	2	1	2	5	0	4	1	0	2	0	0	0	0	0	1	8	1	3	2	4	2	0	0	4	1	0	6	1	0	4	4	4	2	0	2	0	0	1	1	1	2	1	0	0	6	1	0	1	4	0	0	1	4	2	1	0	5	1	3	4	0	2	3	4	1	1	1	3	1	2	1	1	4	4	2	3	2	2	2	0	2	3	0	5	0	0	0	1	1	3	0	4	0	1	1	5	1	0	0	2	3	0	1	0	2	0	2	0	2	4	2	4	0	6	1	2	1	5
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	107	10	131	173	35	18	32	12	115	20	53	46	4	15	83	202	16	241	70	9	20	50	31	80	79	18	338	212	63	103	53	34	5	315	101	20	135	55	22	39	57	28	22	50	244	36	425	126	9	232	100	39	191	7	29	6	12	147	21	81	57	19	20	36	61	41	8	141	67	15	24	22	31	29	24	10	26	28	108	83	5	94	62	10	83	53	16	36	28	157	86	32	45	46	24	417	105	32	234	41	112	140	141	110	82	76	85	21	292	143	58	26	160	38	72	175	228	109	57	40	72	17	45	83	9	78	47	43	36	40	12	321	18	11	18	10	238	40	15	9	9	32	53	55	7	23	82	9	259	346	46	14	63	31	243	30	125	109	14	9	135	508	47	471	102	6	86	69	72	104	96	24	892	425	112	198	74	70	13	315	100	30	203	71	49	49	217	38	77	64	205	43	612	153	6	248	184	97	224	28	26	2	8	255	30	109	63	59	36	73	102	81	28	408	201	16	47	49	40	42	35	70	53	208	172	16	186	12	114	144	13	26	69	361	204	53	61	70	27	533	329	46	482	143	216	217	167	173	162	88	147	57	467	202	97	31	323	46	86	290	388	131	84	65	199	27	79	212	28	141	59	53	48	73	57	406	24	4	30	12	725	97	26	26	9	29	175	106	25	62	209	48	6	61	7	16	21	84	2	12	139	24	162	16	63	42	165	13	45
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	2	0	2	0	2	0	1	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	2	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	1	1	0	0	3	0	0	1	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidithiobacillales	0	0	0	0	0	5	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	2	2	0	0	1	0	0	1	1	0	4	0	0	3	1	1	2	0	1	0	0	1	1	4	0	1	1	1	0	1	1	0	1	0	2	0	0	0	1	2	0	0	4	2	0	0	0	1	1	2	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	3	2	1	0	2	2	0	2	0	2	0	0	3	0	0	0	1	1	1	1	0	0	1	0	5	5	2	0	5	0	3	1	4	0	0	2	0	3	1	0	2	0	1	0	2	2	0	1	0	2	0	1	0	0	1	0	0	0	0	0	2	1	1	2	1	5	3	1	3	2	1	0	0	3	3	1	0	1	1	1	0	2	0	1	0	0	0	0	1	3	0	4	0	0	2	2	1	1	1	1	2	1	0	1	6	2	0	1	0	0	0	1	0	1	0	0	0	3	0	0	2	0	0	2	1	0	0	1	2	2	1	0	2	1	0	1	1	0	1	3	1	2	1	1	8	0	2	1	1	2	1	3	0	0	1	4	4	2	0	0	3	2	3	0	1	0	1	0	4	5	2	1	1	4	1	1	5	5	2	6	0	5	1	1	1	0	0	3	3	1	0	0	0	1	1	0	0	0	2	0	2	0	2	0	1	1	0	0	0	0	0	4	0	1	1	0	2	1	1	0	2	2	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	1	5	2	3	15	7	1	14	8	6	7	3	1	0	1	6	5	1	11	3	2	15	8	14	59	4	0	2	5	18	2	3	2	2	3	2	6	3	0	8	8	2	3	2	2	10	7	20	1	6	5	7	0	2	6	1	0	1	2	16	9	1	5	4	18	9	7	6	1	6	16	5	11	15	9	0	5	24	3	0	5	5	7	1	11	24	3	3	3	0	13	12	10	6	2	11	5	0	1	4	8	7	18	23	4	2	7	1	0	1	0	5	2	9	30	4	2	6	4	10	14	10	13	3	0	16	8	8	8	8	5	4	8	15	2	14	12	11	9	29	5	7	3	0	5	6	3	1	6	11	14	5	3	24	14	7	9	4	7	5	5	9	4	3	9	4	8	17	6	12	37	12	3	3	7	23	4	4	0	2	3	7	4	1	5	8	16	4	2	4	1	11	10	7	8	5	4	8	0	9	10	1	0	5	1	17	8	5	14	5	28	8	4	6	3	5	23	6	12	9	4	3	21	8	0	0	7	0	8	19	9	4	4	0	16	7	4	1	2	1	8	2	4	12	28	5	24	24	4	5	4	2	3	6	4	8	2	5	23	12	2	1	14	13	19	13	9	6	8	19	4	3	8	9	13	9	19	11	5	27	30	3	22	46	5	7	3	0	5	8	7	3	3	4	7	3	8	4	1	0	9	9	3	10	7	11	10	5	8
