PercentCoverage	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
taxid:1196835|Pseudomonas_stutzeri_CCUG_29243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.0018	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0.002	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0.0141	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0.0076	0	0	0	0.002	0	0	0	0.002	0	0.0018	0	0	0.002	0	0.002	0	0.002	0	0	0	0	0	0	0.002	0	0	0	0.002	0	0	0	0.002	0.0021	0.0046	0	0	0	0.002	0.0022	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0.0074	0	0	0	0	0	0	0	0	0	0	0	0.0099	0	0	0.0018	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0.0019	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0.002	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0.0022	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.0061	0.002	0.0036	0	0	0	0	0	0	0	0.002	0.0019	0	0	0
taxid:1198114|Granulicella_tundricola_MP5ACTX9	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0.0017	0	0	0	0.0017	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0.0034	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0.0018	0.0014	0.0068	0	0	0.0014	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0.0017	0	0.0018	0	0	0	0.00329999999999	0	0.0015	0.0018	0	0	0	0	0	0	0	0	0.0014	0	0	0.0018	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1198627|Mycobacterium_massiliense_GO_06	0	0.0132	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188	0.0019	0	0	0	0	0	0.0018	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0.0015	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0.00520000000001	0	0	0	0.0019	0	0	0	0	0	0	0.0019	0	0.0019	0	0	0.0035	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1198676|Streptococcus_mutans_GS-5	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0.0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0.0095	0	0	0	0	0.0046	0.374	0	0.0046	0	0	0.0747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0.0141	0	0	0	0.0187	0	0	0	0	0.0095	0.0045	0	0	0	0	0	0.0193	0	0	0	0	0.0035	0	0	0	0	0.0219	0.0047	0	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0.0568	0	0	0	0.0047	0	0.0189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085	0.0237	0	0	0.0048	0	0	0	0	0	0	0	0.0047	0	0	0.0239	0	0	0	0	0.0092	0	0.0046	0	0	0	0	0	0.0092	0.0048	0	0	0.0045	0	0	0	0.8482	0	0	0	0	0.0474	0.0048	0.0142	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0	0.0148	0	0	0	0	0.0228	0.0363	0	0	0	0	0	0.0242	0	0	0	0	0	0	0	0	0	0	0.0095	0	0	0	0	0	0	0.0047	0.0047	0	0	0	0.0094	0	0	0.0095	0	0.0095	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1201032|Campylobacter_jejuni_subsp._jejuni_PT14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173	0	0.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1202536|Candidatus_Carsonella_ruddii_CE_isolate_Thao2000	0	0.0535	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1202538|Candidatus_Carsonella_ruddii_HC_isolate_Thao2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572	0	0	0.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572	0	0	0	0	0	0	0	0
taxid:1202539|Candidatus_Carsonella_ruddii_HT_isolate_Thao2000	0	0.0552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1202540|Candidatus_Carsonella_ruddii_PC_isolate_NHV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0582	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0594	0	0	0	0	0	0	0	0
taxid:1203670|Streptococcus_agalactiae_GD201008-001	0	0.0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0.0092	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0.0044	0	0.0046	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0275	0	0	0.0047	0	0	0	0	0	0	0	0.0046	0.0045	0	0.0322	0	0	0	0.019	0	0	0	0	0	0	0	0	0.0093	0	0	0	0	0	0	0	0	0	0.0317	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0.0202	0	0	0	0	0	0	0	0.0046	0.0047	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0322	0	0.014	0.0094	0	0	0	0	0	0	0.0046	0	0	0.0092	0	0	0	0	0	0	0	0	0	0.0361	0	0.0046	0	0	0.0824	0	0.0048	0	0	0.0388	0	0.0046	0	0.1826	0	0	0	0	0.0093	0	0	0	0	0	0	0	0	0	0.0047	0	0	0	0.0186	0.0093	0	0	0	0.0092	0	0	0	0	0	0	0	0.0228	0	0	0	0	0	0.0046	0.0047	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093	0.0047	0	0	0.0047	0	0	0	0	0	0.0092	0	0.0045	0	0	0	0	0	0	0	0.0047	0	0	0.033	0	0	0	0	0	0	0	0	0.0047	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:120574|Streptococcus_phage_MM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2385	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236	0	0	0	0	0	0	0	0.2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0	0	0	0	0	0	0	0	0	0	0	0.241	0.241	0	0	0	0.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1205910|Nocardiopsis_alba_ATCC_BAA-2165	0	0	0.0096	0	0	0	0	0	0	0	0.003	0.0046	0.0016	0	0	0	0	0	0	0	0	0.0015	0	0	0.0016	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1899	0	0.0016	0	0.0017	0	0	0.00289999999999	0	0	0	0	0	0	0	0	0	0	0.0197	0.0016	0	0.0017	0	0	0.0016	0	0	0	0	0	0.0016	0	0	0	0	0.0015	0	0	0.0016	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0.0016	0.0032	0.0015	0.0016	0.0048	0.0017	0	0	0.00599999999999	0	0	0.0142	0	0.0017	0	0	0.0017	0	0.0017	0	0	0	0	0	0	0	0	0.0081	0	0	0	0	0	0	0	0	0	0.0049	0	0.0016	0	0	0	0	0	0	0	0.003	0.0014	0	0	0	0	0.0031	0	0.0014	0	0.0016	0	0.0065	0	0	0	0	0	0	0.0097	0	0	0	0	0	0.0014	0	0.0016	0.0031	0	0	0.0049	0	0	0	0.0016	0	0.005	0.0016	0	0	0	0.0016	0	0.0032	0	0	0.0139	0	0	0	0	0.0016	0.0146	0	0	0	0	0.0215	0	0.0081	0	0	0	0	0	0	0.0017	0	0	0	0.00790000000001	0	0	0.0015	0.0096	0.0031	0.0223	0.0115	0.0016	0	0.0096	0	0.0016	0	0	0.0016	0.0016	0	0.0066	0	0.0016	0	0	0	0	0	0	0.0017	0.0016	0	0	0	0	0.0016	0.0164	0	0	0.0016	0.0017	0.0061	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0.0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0.0015	0	0	0.0168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0.0016	0.0015
taxid:1206105|Enterococcus_faecalis_D32	0.0292	0.0174	0.0358	0.0533	0.0248	0.1216	0.0245	0.1174	0.0093	0.1099	0.0486	0.016	0.0744	0.0256	0.218	0.0246	0.027	0.0198	0.0245	0.0307	0.0188	0.0386	0.1032	0.0399	0.039	0.026	0.0465	0.0417	0.0222	0.2386	0.0196	0.0318	0.0127	0.0693	0.0296	0.0797	0.0202	0.0177	0.0259	0.027	0.0378	0.0059	0.0168	0.0147	0.0296	0.0136	0.0374	0.0865	0.0436	0.0157	0.1123	0.0131	0.0331	0.0159	0.0188	0.2685	0.0212	0.0063	0.00830000000001	0.0553	0.072	0.0307	0.032	0.0141	0.0835	0.0953	0.0293	0.0177	0.0176	0.1379	0.0167	0.0172	0.1928	0.0451	0.0323	0.0124	0.019	0.0467	0.0898	0.0256	0.0115	0.0492	0.0406	0.00599999999999	0.0649	0.0396	0.0031	0.0032	0.0226	0.02	0.0125	0.0181	0.1233	0.1315	0.0227	0.342	0.0101	0.1079	0.0181	0.0288	0.0343	0.0757	0.0032	0.0285	0.0296	0.072	0.0728	0.0696	0.0221	0.0847	0.0032	0.0134	0.0266	0.0875	0.0568	0.0222	0.0858	0.0196	0.0267	0.0905	0.0441	0.0369	0.0166	0.0247	0.0246	0.0501	0.0552	0.0232	0.0439	0.0531	0.1892	0.0154	0.0183	0.035	0.021	0.0121	0.0838	0.0414	0.0775	0.0031	0.0062	0.0215	0.0325	0	0.0965	0.0063	0.1294	0.0135	0.0354	0.0935	0.0679	0.0997	0.0635	0.1588	0.0115	0.0857	0.0801	0.0906	0.058	0.0587	0.1054	0.0474	0.0954	0.0409	0.0409	0.0355	0.036	0.0367	0.1942	0.0707	0.0307	0.0298	0.1052	0.1468	0.0185	0.6448	0.0173	0.0838	0.0276	0.0923	0.0062	0.0401	0.0249	0.0144	0.1458	0.023	0.0383	0.0119	0.0291	0.0121	0.0375	0.0125	0.0396	0.0537	0.0341	0.0417	0.2367	0.0179	0.0558	0.0289	0.0274	0.3511	0.0276	0.0063	0.0276	0.0526	0.0762	0.047	0.0559	0.0181	0.0511	0.1626	0.0404	0.0326	0.0834	0.1313	0.0783	0.0401	0.3461	0.1241	0.0306	0.0435	0.0847	0.0815	0.0368	0.0153	0.1205	0.0031	0.0343	0.047	0.00599999999999	0.0136	0.0302	0.0047	0.0167	0.0248	0.0372	0.1998	0.0283	0.0746	0.0188	0.1034	0.0425	0.1283	0.0587	0.1099	0.0095	0.0414	0.0498	0.123	0.2259	0.0401	0.0159	0.0834	0.0063	0.0211	0.0438	0.4442	0.0899	0.0249	0.0755	0.0239	0.0893	0.0958	0.0841	0.0457	0.0321	0.0433	0.034	0.0928	0.0507	0.0276	0.0808	0.1081	0.0958	0.0189	0.0727	0.041	0.0576	0.0253	0.1541	0.3023	0.1508	0.0193	0.0031	0.0251	0.1516	0	0.0728	0.0157	0.1163	0.0698	0.0795	0.0187	0.0173	0.0169	0.0139	0.0612	0.0062	0.0188	0.1128	0.0953	0.077	0.0413	0.0804	0.1094	0.0691	0.0125	0.0584
taxid:1207075|Pseudomonas_sp._UW4	0	0	0	0.0028	0	0.0062	0.0016	0	0	0.0086	0	0	0	0.0016	0.0119	0.0045	0.003	0	0.0013	0	0	0	0	0.0123	0.0015	0.0015	0.00289999999999	0	0.0091	0	0	0	0	0	0.00599999999999	0	0	0	0	0	0	0.0015	0	0	0.0142	0	0.0015	0	0.0167	0	0	0	0	0.0031	0	0.0058	0.0015	0	0.0015	0	0	0	0	0.0015	0	0.00869999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0.0027	0	0	0.0058	0.0015	0	0	0	0	0	0	0.0122	0	0	0	0.0016	0.0044	0	0	0	0	0.017	0	0	0	0	0	0.0015	0	0	0	0.0015	0	0	0	0	0	0	0	0	0.0015	0	0	0	0.0031	0	0	0	0.0041	0	0	0	0.0015	0	0	0	0	0.0155	0	0	0	0.0031	0.0109	0	0	0.0046	0.0015	0	0.0077	0.0219	0	0	0.0016	0	0.00289999999999	0	0	0	0.0031	0	0	0	0	0	0	0	0.0046	0	0	0.0398	0	0	0	0.00599999999999	0.0015	0	0	0.0062	0	0	0	0	0	0	0.0092	0.0078	0	0	0	0	0	0.0084	0.0141	0	0.0015	0	0.0104	0.0015	0	0	0	0	0	0	0	0.0044	0.0031	0	0	0.0014	0	0	0.0057	0	0.0015	0.0015	0	0	0	0.0106	0.0015	0.0015	0	0.0015	0	0.0044	0	0	0	0.0124	0	0.0086	0.0045	0	0.0016	0.0013	0.0232	0	0	0	0.00599999999999	0.0124	0	0	0	0	0.0093	0	0	0	0	0	0.0015	0.0046	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0.0092	0	0.0015	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1208658|Bordetella_bronchiseptica_MO149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0.0038	0	0.0109	0	0	0	0	0	0	0	0.0019	0.0037	0	0	0	0	0	0.0075	0	0	0.0018	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0.0095	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0.0138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248	0	0	0.0073	0	0	0	0
