kegg_modules	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
M00065: GPI-anchor biosynthesis, core oligosaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00072: Oligosaccharyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00074: N-glycan biosynthesis, high-mannose type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15728e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00075: N-glycan biosynthesis, complex type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00076: Dermatan sulfate degradation	5.16465e-07	0	1.39996e-06	0	0	8.16414e-08	1.92437e-05	5.01117e-08	0	3.13342e-07	0	8.8234e-07	2.46056e-06	0	0	0	9.29971e-05	0	6.84719e-07	0	0	0	2.05484e-06	4.14711e-08	0	9.61483e-06	0	0	8.31336e-09	0	0	0	0	0	0	0	0	2.27264e-08	0	1.67298e-09	0	5.57436e-06	0	0	0	4.25842e-07	2.89887e-06	2.60152e-06	0	0	3.27914e-07	0	0	0	1.42087e-06	0	5.87574e-12	0	1.44526e-09	6.86164e-05	0	0	1.21871e-08	5.5461e-06	9.33902e-08	7.62041e-09	1.86015e-06	3.67386e-06	9.98207e-06	0	0	0	0	0.000285957	6.00307e-07	0	1.02885e-06	0	1.24839e-05	1.68459e-06	8.41843e-06	0	2.84679e-07	1.18065e-05	0	0	0	0	0	8.22613e-06	0.000128063	1.39374e-07	0	0	0.000237822	0	0.000198281	5.06981e-09	2.30469e-07	1.89499e-15	0	0	7.01045e-07	0	0	6.85622e-05	0	0	0	4.78211e-08	0	8.13011e-08	0.000201054	3.46058e-08	0	5.29834e-06	3.17814e-06	7.38495e-06	7.89571e-07	1.65067e-08	2.91255e-08	0	8.99622e-07	1.13575e-06	2.24832e-07	0	4.7249e-07	0	1.46352e-06	2.2218e-07	0	9.57555e-05	7.09581e-08	0	9.5553e-07	0	0	6.11687e-07	5.53509e-07	0	0	0	0	0	0	0	0	0	0	5.70757e-06	0	1.70134e-08	0	0	1.08465e-07	0	0	0	8.32889e-05	0	0.000364185	1.18033e-07	1.21566e-06	0	0	0	2.77752e-06	0	0	0	0	1.83779e-06	0	0	0	0	1.39104e-06	2.84832e-06	1.99338e-06	0.00016154	0	0	0	0	0	0	0	0	0	0	4.00333e-06	0	2.81655e-07	0	2.62296e-06	0	0	0	0
M00077: Chondroitin sulfate degradation	2.92165e-05	0.000729084	0.000138186	0.00159531	0.000558952	0.00056393	0.00053238	0.000792041	0.000228117	0.000205675	0.00032518	0.000406959	0.000591234	0.000150039	0.000520976	0.00027847	0.000489996	5.26873e-05	0.000340727	1.66364e-06	0.00224461	0.002088	0.000985105	0.000965323	0.0014476	0.000137138	0.000257003	0.000995873	1.51497e-05	0.000697161	4.03916e-05	0.000930471	7.20824e-05	7.79646e-05	0.000266952	0.000162483	0.000311883	0.00100071	0.00120131	1.96868e-05	0.0021411	0.00143498	0.000251218	9.51469e-05	1.65311e-07	0.000275132	0.00190347	3.79809e-05	4.54788e-05	0.000289314	0.000476654	0.000658983	4.10119e-05	9.7834e-05	0.000376017	0.000269167	8.28696e-07	0.000879703	0.000504887	0.00110258	0.000813311	0.000159874	0.00047054	0.000599539	0.000167657	0.00016456	0.00162899	9.8462e-06	0.000879723	0.000304914	0.000196558	0.000218053	0.00110373	0.00158887	0.000480746	0.0014428	0.000225713	0.00132548	0.000470369	0.000144379	0.000599825	0.000771569	1.55468e-06	0.000261633	0.00041594	0.000248055	2.24679e-05	7.80566e-05	0.0011996	0.000528145	0.00019523	0.000628861	4.02226e-05	5.2785e-05	0.000516599	0.000705134	0.00104463	3.47719e-09	0.000125472	3.59056e-06	0.000362374	0.000821551	0.000598251	5.36389e-05	0.000283995	0.000910239	0.000309995	0.000446419	0.000393168	0.00107627	0.000409312	0.00215051	0.000214131	0.00149472	0.000265647	0.00124438	0.000551077	0.000921914	0.000758881	6.19536e-05	0.000522742	0.000508394	0.000599327	1.53398e-05	0.000386308	0.000602088	1.88336e-05	0.000271871	8.36941e-05	0.000233697	0.000932918	0.00100289	0.000498584	0.00180003	0.00084123	0.000190777	0.0012376	0.000355296	0.002038	0.000636004	0.000161878	0.000170146	0.000857022	0.000221805	0.000605766	0.00107737	0.000989794	0.000124903	0.000165346	0.00028598	0.000209526	1.78429e-05	0.000282172	0.000142523	0.000728964	0.000253015	0.000732166	0.000906334	0.000308743	0.000880379	0.00076222	0.000642485	0.000237567	0.000190511	0.00110366	0.000351966	0.00132509	0.000718356	0.000684562	0.000516148	0.00119245	0.000651596	0.00117169	0.000108438	0.00047114	0.000615121	0.000801615	0.00045764	0.000916148	0.00018561	0.00106192	0.000353238	0.000934097	0.00037356	0.00165992	0.000453149	8.54331e-05	0.000500166	0.000241677	0.00151828	0.000626141	0.000923917	0.000481072	0.00137696	0.00114791	0.00103115	0.00154396	0.000358314	0.00174809
M00078: Heparan sulfate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.97005e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2961e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51292e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9143e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00079: Keratan sulfate degradation	0.000388228	0.000584089	0.000323912	0.00192192	0.000901714	0.000680405	0.000801037	0.00103569	0.000354235	0.000387568	0.000908333	0.00112714	0.000822601	0.000349552	0.000778894	0.00051224	0.000913402	0.000224953	0.00113366	1.63939e-05	0.00381757	0.00258434	0.00134479	0.00156505	0.00222754	0.000300552	0.000558237	0.00207675	0.000362696	0.0013427	0.000535421	0.00107298	0.000566628	0.000164233	0.000475017	0.000255004	0.000695274	0.00189584	0.00177356	2.23141e-05	0.00382234	0.0020183	0.000739228	0.000203388	1.87001e-07	0.00052256	0.00255983	0.000168216	0.000364708	0.000811625	0.000718514	0.00109716	0.000194109	0.00015637	0.00082071	0.000586596	4.91437e-06	0.00146434	0.000799115	0.00130824	0.000998257	0.000497169	0.000764694	0.00116504	0.000695857	0.000417737	0.00252119	0.000232615	0.00186496	0.000977088	0.00041349	0.000854719	0.00160332	0.00330642	0.000668618	0.00224743	0.000398878	0.00223682	0.000831449	0.00074613	0.000847449	0.00161468	2.09365e-05	0.00148181	0.000746031	0.00107545	0.000212045	0.000447025	0.00205903	0.00111758	0.000622789	0.000698609	0.00104434	0.000427035	0.000802236	0.00106403	0.0020683	4.73658e-05	0.000642912	2.04237e-05	0.000648481	0.00108411	0.000835353	0.000608423	0.000662447	0.00153752	0.000588437	0.00173587	0.00105898	0.00210938	0.000809693	0.00274642	0.000594	0.00194552	0.000573207	0.00127642	0.00123305	0.00104304	0.000858153	0.000172617	0.000884229	0.00128045	0.00092074	0.000137675	0.000906586	0.000911233	0.000115059	0.000909778	0.000322185	0.0004938	0.00243248	0.00136177	0.00104544	0.00333349	0.00146084	0.000110406	0.00198271	0.000719757	0.00284736	0.00126901	0.000328564	0.000354268	0.00162028	0.00141187	0.00126857	0.00175481	0.00156215	0.000195358	0.000243265	0.000833151	0.00063256	5.334e-05	0.00099238	0.000361372	0.00146539	0.000403489	0.00105833	0.00141942	0.000920287	0.00123097	0.0012742	0.00131754	0.000895392	0.000286862	0.00201295	0.000578997	0.00205499	0.00122135	0.00119147	0.00102609	0.00232298	0.000885614	0.00141708	0.000916031	0.000535917	0.000375373	0.00179383	0.000562556	0.00111416	0.00106796	0.00190303	0.0010812	0.00144386	0.000989392	0.00281398	0.000836468	0.000727507	0.000998559	0.000495876	0.00205322	0.00108564	0.00158646	0.00105025	0.00247441	0.00146125	0.00134777	0.0023073	0.000794215	0.00241248
M00080: Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31613e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02286e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07256e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00082: Fatty acid biosynthesis, initiation	5.63413e-05	0	2.51897e-06	0	1.90382e-06	1.45818e-08	2.07448e-08	3.39156e-06	0	7.91195e-07	6.86825e-06	1.31547e-07	0	3.15252e-08	5.07083e-07	2.72299e-09	3.61863e-09	1.02487e-06	6.81648e-08	3.56584e-11	1.13e-08	0	1.83162e-08	1.84561e-07	4.88279e-08	3.36232e-08	1.11863e-07	1.49074e-07	2.67702e-06	6.72027e-06	6.63721e-10	0	2.12772e-06	1.00195e-05	6.11471e-11	7.56973e-06	3.16136e-08	1.21124e-08	1.61609e-06	2.43976e-06	6.40478e-08	1.90204e-05	6.32479e-08	0	2.29517e-08	5.88713e-08	6.25757e-07	4.08774e-07	5.8402e-07	1.42309e-06	3.75244e-08	5.75336e-07	1.661e-17	5.98819e-06	6.36338e-08	8.53172e-08	1.43025e-07	4.06069e-10	0	5.97437e-07	0	7.8174e-07	2.15429e-09	6.07032e-07	5.53661e-06	3.40382e-07	0	4.97423e-07	1.00614e-05	5.22975e-06	0	4.08941e-08	3.16067e-11	2.91618e-07	1.33664e-06	5.97374e-08	1.06061e-06	1.45882e-06	0	9.18916e-10	1.53801e-07	5.3509e-08	1.29296e-08	6.44071e-09	2.12358e-09	3.61116e-08	2.96838e-08	7.8083e-12	0	7.88343e-09	2.32019e-06	2.34821e-05	1.22171e-07	5.56499e-11	3.78202e-07	4.86183e-08	1.32769e-06	1.10053e-09	3.14489e-09	4.62931e-17	0	9.86822e-11	7.2585e-10	5.02753e-12	6.62845e-07	2.92788e-06	5.81947e-06	7.28151e-08	2.08835e-08	4.30356e-09	1.83382e-05	1.18583e-06	1.77071e-05	0	5.12603e-08	3.73261e-08	4.08703e-07	4.47596e-07	3.43064e-06	3.79745e-09	0	2.5858e-07	3.16451e-06	1.06842e-09	1.55255e-08	5.10498e-08	1.4181e-07	0	1.27023e-05	3.42071e-09	7.22952e-08	2.00233e-08	1.32612e-09	0	1.1142e-06	9.54834e-08	4.94505e-05	1.87871e-06	2.18096e-08	8.05819e-11	3.02255e-09	3.81851e-08	0	3.45908e-07	0	6.68936e-08	3.09731e-06	0	3.21228e-08	7.10125e-08	5.75321e-08	1.62469e-06	4.88662e-06	0	1.44081e-09	2.00402e-07	1.00777e-06	2.38837e-07	1.58041e-06	1.09529e-06	3.89675e-06	3.32111e-07	4.22044e-07	1.26931e-06	1.22432e-07	1.571e-08	3.32046e-07	1.55539e-07	1.51941e-07	1.00733e-06	6.01442e-09	6.66909e-06	3.63349e-06	9.97832e-06	2.72458e-07	2.9484e-07	1.32935e-06	9.07512e-08	2.65955e-09	4.60534e-07	1.19935e-07	4.91311e-08	5.68814e-08	2.52104e-09	8.42319e-08	2.79177e-05	2.29446e-06	1.82654e-06	6.75927e-06	1.19306e-06	2.62018e-07	4.17095e-07	5.36651e-07	4.64272e-07	3.64218e-07	9.73255e-07	9.75965e-07	4.19739e-07	0
M00088: Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	0	0	0	0	0	0	0	0	0	0	0.000483432	0.000339189	0	0	0	0.000348679	0	0	0.000197337	3.80206e-05	0	0	0.000200564	0	0	0.000832752	0	0	0	0.00029666	0	0	0	0	0.000194956	0	0	0	2.54853e-08	0.00035691	0	0	0	0	0	0	0	0.000442733	0	0.000139064	0	0	0	0.000445606	0	0.000380179	1.77061e-07	0	0	0.00045674	0	0	0.000214009	0	0	0	0	0.000434645	0	0	0	0	0	0	9.59257e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299608	0	0	0.000102444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000242163	0	0	0	0.000242985	0	0	0	0.000387574	0	0	0	0.000346038	0	0	0	0	0	0	0	0	0	0	0.000828632	0	0	0.000335903	0	0	0	0	0	0.000206832	0	0.000408155	0.000186917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196289	0	0	0	0	0	0	0	0	0	0.000209296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00089: Triacylglycerol biosynthesis	0	0	0	9.57233e-06	3.48394e-08	0	0	0	0	2.68679e-05	0	0	2.16015e-07	0	0	0	3.18297e-08	0	0	0	1.86236e-06	0.000209481	0	3.14975e-05	0	1.31894e-09	0	0	0	0	0	0	0	0	0	0	0	4.96069e-06	0	0	0	4.79901e-07	0	0	0	0	4.39459e-07	0	0	0	1.94084e-08	0	0	0	0	0	1.74667e-08	0	1.47525e-08	0	0	0	0	0	5.40229e-06	0	4.99305e-05	0	3.6459e-08	0	0	0	0	1.9555e-05	2.08159e-06	0	3.29286e-06	0	0	0	0	2.68555e-05	0	0	0	0	0	6.7626e-07	3.77238e-07	0	0	0	0	0	0	1.49481e-05	0	0	0	0	0	0	0	0	0	1.02195e-10	0	0	0	0	0	0	1.74784e-08	2.57115e-09	0	0	0	0	0	0	0	0	3.17778e-06	0	0	0	0	0	0	0	7.67154e-08	2.12606e-06	0	0	0	6.42907e-09	0	0	0	0	3.46328e-07	0	0	1.38452e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38381e-06	7.85222e-06	0	0	0	0	0	0	0	0	0	0	0	1.80428e-06	0	0	0	0	0	0	0	0	3.6957e-09	4.00943e-05	0	0	1.95373e-07	0	1.52654e-08	0	0	1.38857e-05	3.02409e-06	0	0	0	0	3.11715e-07	0	2.60179e-09
M00094: Ceramide biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130734	0	0	0	0	0	1.272e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44068e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79935e-10	0	0	0	0	0	1.57408e-09	0.00013902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18866e-09	8.85131e-09	0	0	0	0	0	0	0	0	0	0	0	0
M00095: C5 isoprenoid biosynthesis, mevalonate pathway	0	0	0	0	1.21014e-05	0.00162623	0	0	1.74798e-05	0	0.00122712	0.000436705	0	6.68126e-05	0	0	0	0.000302311	0.000341516	0.00173228	0	0	0.000884488	0	0.00132492	6.42957e-07	0	0	3.2813e-08	0	0	0	0.00103543	0.000586508	0.00202389	4.66508e-07	0	1.94959e-07	0	0.00089182	6.34059e-08	0	0	0	0	0	0	0.00134575	0.000665761	0.000140174	0.000501871	0.000756901	1.8992e-14	0	4.1029e-07	0.0010772	0	0.000267915	0	0.000455449	0	0.000477253	1.66263e-10	0	0	0.00762477	0	3.89513e-07	0.000754059	0	0	0.00039103	0.000778198	0	0	0	3.54612e-08	0	0	0	1.42719e-06	6.23747e-06	3.65491e-07	0.00125728	3.3047e-09	0.000336163	0	0.00107777	0	0	0.000582896	0	0.000617397	0.00112452	0	0.000318996	0.000348873	0.000404159	1.05024e-07	2.20473e-13	0	0.000247717	6.91752e-07	0	0	1.06129e-07	0.0010405	2.10515e-07	0.000109354	0	0.000155849	3.63983e-08	2.19374e-06	0	0	0	0	0	0	0	0	6.01396e-07	0	0	9.54922e-07	0	0	0	0	0	0	0.000259718	0	0	0.00139053	0	0	6.12287e-07	1.54404e-07	0	0.00224614	0.000504009	7.65412e-08	0	0	0	1.56045e-06	0	0	1.83095e-07	9.15049e-07	0.000175159	0	0	1.06801e-06	0	0	0	0	0	0	9.43098e-07	0.000400529	0	1.07477e-05	0.000141978	0	0	0	0	0	0.000211089	2.07314e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30565e-06	0	0.000268401	0	0	0	0	0	0	0	0	0	0
